EANL_Tipo_impianto,Cat_Tariffa,Nuclei_domestici,Nuclei_commerciali,Nuclei_non_residenti,Condominio,Componenti,Località,ProccessedVia,ProcessedAddress,Consumo_medio_2020,Consumo_medio_2021,Consumo_medio_2022,Consumo_medio_2023,Consumo_medio_2024
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2593,3.28,3.28,0.61,30.85,0.0
1200,Uso domestico non residente,1.0,,,,4.0,VENEZIA,SC,SC909A,13.63,13.63,29.34,0.0,17.03
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2746,6.46,6.46,3.1,4.73,7.64
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS127,2.9,2.9,4.12,4.11,4.7
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2593,7.34,7.34,8.88,7.67,9.9
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN4556,0.0,0.0,0.0,0.0,0.0
,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS127,9.5,9.5,11.77,2.46,1.13
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3471,5.16,5.16,9.45,5.31,9.19
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3471,15.79,15.79,0.77,0.59,7.4
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN3977,0.25,0.25,0.16,0.3,0.16
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3477,0.25,0.25,1.85,1.85,1.94
1001,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS129,29.93,29.93,8.04,0.0,0.0
1001,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2534,21.64,21.64,11.11,7.93,8.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3832,0.05,0.05,0.05,0.08,0.13
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SM,SM538,53.73,53.73,12.5,11.51,49.87
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS130,0.6,0.6,0.6,1.94,2.08
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3219,4.13,4.13,99999.0,3.92,21.07
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3246,1.98,1.98,1.45,3.09,2.15
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS133,0.56,0.56,0.51,0.0,0.36
12NR,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN2954L,1.95,1.95,6.72,1.29,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN6012,17.42,17.42,10.87,9.62,11.83
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3207,1.56,1.56,0.57,0.42,1.93
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS135,0.97,0.97,1.45,0.0,2.18
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3271,34.54,34.54,0.0,8.19,20.19
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3162,5.82,5.82,5.66,3.96,7.03
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3210A,0.17,0.17,0.11,0.08,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS137,0.24,0.24,0.0,0.23,1.47
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3210A,8.74,8.74,15.26,0.0,1.24
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN3293,0.74,0.74,0.0,0.0,0.08
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3322,8.32,8.32,0.0,7.0,6.9
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3211A,7.19,7.19,9.94,10.28,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3152,1.29,1.29,0.54,0.34,0.74
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3327,5.6,5.6,0.0,1.14,6.24
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN802,16.26,16.26,10.13,8.05,5.32
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3212,8.21,8.21,6.11,5.35,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS138,5.73,5.73,2.34,0.0,1.63
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2357,5.68,5.68,4.57,5.04,3.73
,Uso domestico non residente,1.0,,,,,VENEZIA,DD,DD277,1.73,1.73,3.75,0.8,1.02
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3353,0.23,0.23,1.31,4.37,4.37
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS138A,9.1,9.1,10.75,0.0,6.3
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3214A,0.08,0.08,2.3,0.59,0.24
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2803,11.1,0.0,0.51,0.54,6.9
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2393,12.84,12.84,15.35,15.35,15.35
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS4341,8.02,8.02,2.0,3.28,6.28
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3366,0.0,0.0,0.0,0.85,0.9
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3221,1.36,1.36,0.17,0.16,0.64
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS141,8.07,8.07,11.92,5.71,9.36
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN6314,44.82,44.82,8.84,18.48,40.42
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3381,12.8,12.8,0.0,0.0,17.9
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2440,0.38,0.38,5.28,1.9,2.92
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS141,2.74,2.74,3.01,3.2,1.42
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2441,0.08,0.08,0.0,0.32,0.74
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SM,SM2562,7.77,7.77,0.0,0.0,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3425,25.63,25.63,7.72,3.35,6.89
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3152,0.33,0.33,3.51,5.75,7.73
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3223,3.52,3.52,2.94,2.63,4.06
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2457,2.22,2.22,0.29,0.0,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2464,0.0,0.0,0.0,0.0,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2469,11.65,11.65,9.46,8.46,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3466,19.58,19.58,8.09,2.94,20.91
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2927,13.73,13.73,0.0,3.01,2.3
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3476,0.32,0.32,0.57,0.33,0.33
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3487,2.52,2.52,1.5,1.77,5.04
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3266,17.56,17.56,12.56,4.35,3.54
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2969,4.59,4.59,0.34,0.14,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3018,7.56,7.56,0.96,0.0,0.53
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3045,0.58,0.58,0.12,0.0,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS149,0.86,0.86,0.06,0.06,0.17
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3104,0.58,0.58,0.0,0.0,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS157,7.75,7.75,4.76,7.01,7.41
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3202,0.0,0.0,0.25,0.0,0.25
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS872,9.08,9.08,36.48,53.55,41.52
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN1311,3.99,3.99,3.88,0.0,1.13
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2344,0.69,0.69,1.03,1.74,0.87
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2845A,2.33,2.33,2.14,2.46,2.42
1001,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3265,11.1,11.1,9.72,0.0,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2305,0.0,0.0,1.52,5.91,6.44
12MP,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS171,0.19,0.19,0.39,0.23,0.05
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2305,3.63,3.63,2.82,3.65,3.09
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN4473,7.8,7.8,13.06,1.71,5.08
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2305,5.79,5.79,0.0,0.17,0.32
1200,Uso domestico non residente,2.0,,,X,,VENEZIA,CS,CS172,13.47,13.47,14.09,9.76,0.17
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2345,0.41,0.41,2.32,1.07,3.11
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN4988,0.62,0.62,0.67,0.0,0.21
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2306,11.34,11.34,4.13,6.95,8.71
,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS173,1.61,1.61,1.18,1.42,1.65
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2306,6.44,6.44,4.02,6.08,6.26
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2351,1.03,1.03,0.49,1.3,0.87
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3440,0.96,99999.0,5.59,3.16,27.24
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2357,8.57,8.57,1.24,5.39,6.42
,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN2410,0.35,0.35,0.35,0.91,0.8
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2357,8.31,8.31,1.94,5.8,6.89
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS173,1.28,1.28,0.91,2.13,2.12
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2361,1.39,1.39,4.76,4.82,5.37
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN5549,10.51,10.51,12.87,0.0,0.25
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2362,3.5,3.5,3.91,5.04,5.39
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS173,10.41,10.41,4.82,8.07,12.03
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2362,2.14,2.14,5.76,5.56,4.51
,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN3814,4.07,4.07,4.2,4.44,3.55
1200,Uso domestico non residente,2.0,,,X,,VENEZIA,SP,SP2364,19.45,19.45,14.1,10.95,10.24
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS176,2.65,2.65,0.91,2.23,2.12
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2364,12.12,12.12,12.21,10.72,12.87
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN494,8.96,8.96,4.32,9.8,23.29
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2386,0.0,0.0,6.46,5.3,5.23
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3158,4.23,4.23,3.11,4.11,6.91
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2365A,2.73,2.73,2.73,0.0,0.0
,Uso domestico non residente,1.0,,,,,VENEZIA,DD,DD2796,2.48,2.48,0.9,0.85,0.89
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS178,7.97,7.97,4.93,28.47,74.35
,Uso domestico non residente,1.0,,,,,VENEZIA,DD,DD277,5.75,5.75,1.19,1.21,1.2
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2654A,3.17,3.17,0.0,0.67,0.57
1200,Uso domestico non residente,1.0,,,,,VENEZIA,DD,DD1450,16.23,16.23,1.71,9.64,2.53
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS179,5.95,5.95,2.34,3.99,5.66
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS269C,3.61,3.61,3.39,8.9,11.52
1001,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS179,9.01,9.01,11.59,10.64,0.0
,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS5045,5.92,5.92,1.54,1.53,2.61
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS179,4.91,4.91,2.12,2.57,6.29
12UF,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS5046,0.0,0.0,0.0,0.0,0.0
12AS,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS180,7.34,7.34,2.65,2.12,0.83
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN2949A,7.23,7.23,10.19,22.67,14.84
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2445A,8.64,8.64,2.67,6.08,7.81
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3889,1.34,1.34,1.21,1.25,0.76
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3827,0.0,0.0,0.0,0.0,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2602,11.47,11.47,8.15,0.85,1.64
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN4016,6.94,6.94,2.01,8.95,9.13
12NR,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS186,3.15,3.15,0.75,3.1,6.52
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN4113,0.5,0.5,3.81,7.73,308.54
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3160,4.18,4.18,2.11,2.72,5.94
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN4160,11.87,11.87,2.21,1.55,1.94
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS188,1.59,1.59,3.74,0.16,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN4354,0.0,0.0,0.07,0.58,0.64
,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS189,3.46,3.46,0.0,0.0,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS189,2.66,2.66,8.49,3.98,5.07
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS4238,0.0,0.0,0.0,0.1,0.0
1200,Uso domestico non residente,2.0,,,X,,VENEZIA,CS,CS2530,2.01,2.01,2.85,5.07,10.23
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2810,3.74,3.74,3.74,0.89,0.89
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3828,10.95,10.95,0.9,8.75,9.99
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1262,0.56,0.56,0.56,0.21,0.11
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3161A,5.22,5.22,4.36,4.18,4.18
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3382,16.01,16.01,16.01,0.0,39.63
1200,Uso domestico non residente,1.0,,,,1.0,VENEZIA,CS,CS193,7.94,7.94,6.55,0.0,7.08
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2364,7.49,7.49,3.13,5.77,7.05
12NR,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS201A,1.69,1.69,0.75,0.83,0.83
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS4238,4.49,4.49,8.42,5.74,63.63
1200,Uso domestico non residente,2.0,,,X,,VENEZIA,CS,CS201A,2.66,2.66,2.93,1.56,3.55
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3748,0.09,0.09,0.0,0.0,0.08
12NR,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS201,0.07,0.07,0.07,0.54,0.5
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1275,0.48,0.48,0.29,0.25,0.27
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS202,6.67,6.67,1.23,2.8,6.91
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3060B,0.62,0.62,0.11,0.67,0.74
12NR,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS203,0.0,0.0,0.44,0.44,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1275,0.0,0.0,0.0,0.0,0.47
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS204,8.29,8.29,3.0,0.0,12.56
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1275,0.0,0.0,2.17,0.0,3.22
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS214,6.45,99999.0,0.0,0.27,1.26
,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1275,4.59,4.59,2.39,2.88,4.73
12NR,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS215,0.0,0.0,9.57,7.36,6.7
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS4238,0.14,0.14,0.0,0.14,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS216,2.85,2.85,2.51,3.28,1.74
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2364,6.48,6.48,8.82,6.35,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS217,3.37,3.37,1.38,4.58,6.57
12NR,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1276,0.53,0.53,12.25,9.41,8.92
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS232,3.07,3.07,2.46,3.64,3.77
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1278,3.84,3.84,3.22,2.88,2.73
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2855,99999.0,20.01,0.15,1.58,3.06
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2364,0.0,0.0,0.84,0.84,0.33
,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS237,2.42,2.42,0.1,0.0,0.97
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1286,6.32,6.32,6.29,9.19,6.74
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3831A,0.0,0.0,0.0,0.08,0.08
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1287,6.88,6.88,2.74,7.32,7.98
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS239,4.68,4.68,4.68,1.23,1.49
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1296,8.17,8.17,0.28,6.85,6.83
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CN,CN4183,56.88,56.88,21.41,38.58,60.83
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3060B,21.85,21.85,18.33,22.46,22.98
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3843,1.34,1.34,0.7,2.45,4.34
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1297,29.17,29.17,2.88,2.8,2.18
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS269A,0.48,0.48,2.95,1.41,2.29
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2797,1.16,1.16,3.16,3.97,2.26
1200,Uso domestico non residente,2.0,,,X,,VENEZIA,CS,CS269A,8.87,8.87,2.36,10.79,11.03
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1298,3.7,3.7,5.56,4.37,3.59
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2518,1.47,1.47,0.89,0.64,0.58
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1302,1.02,1.02,1.02,0.6,0.84
12NR,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS269F,0.0,0.0,1.27,6.08,3.49
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1303,8.56,8.56,9.58,0.0,0.27
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS273,16.74,16.74,25.38,9.55,9.88
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1305,0.48,0.48,0.05,5.59,14.66
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3735,0.0,0.0,1.03,0.05,2.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1310,2.38,2.38,3.65,11.22,12.48
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS275,4.35,4.35,1.24,2.15,5.88
1001,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1310,0.0,0.0,0.0,0.0,0.08
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS276,11.23,11.23,9.28,0.25,0.0
12NR,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1313,1.05,1.05,0.43,1.31,0.63
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2523,5.98,5.98,1.46,7.29,10.3
,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1325,8.2,8.2,4.57,0.82,3.03
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3866,8.12,8.12,0.4,0.33,0.87
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3060B,4.94,4.94,10.37,12.32,3.52
1001,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS278,0.0,0.0,1.93,0.7,1.56
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3110,3.28,3.28,1.35,1.86,4.01
1001,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS279B,2.34,2.34,6.03,34.59,35.66
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1331,1.11,1.11,0.16,0.18,0.16
,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS279A,0.0,0.0,0.2,0.0,6.23
1200,Uso domestico non residente,3.0,,,X,,VENEZIA,CS,CS2795A,0.89,0.89,0.89,0.26,0.2
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2535,9.06,9.06,0.0,7.93,7.93
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3394,12.51,99999.0,99999.0,14.68,45.87
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS280,0.0,0.0,2.77,4.95,3.31
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1338,2.42,2.42,2.54,1.11,1.11
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2537,6.01,6.01,3.54,4.21,6.6
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS4291,4.35,4.35,1.2,1.13,0.67
12NR,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS287,6.89,6.89,19.66,0.76,4.85
12NR,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1338,6.21,6.21,0.0,3.99,4.02
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS288,8.19,8.19,0.1,0.42,0.37
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3394,0.78,0.78,0.4,0.98,0.58
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3451,12.2,12.2,0.0,0.0,6.34
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2375,9.34,9.34,3.01,6.93,17.02
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2541,2.08,2.08,1.35,2.93,3.92
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1343,5.74,5.74,2.97,3.68,0.7
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2750A,2.24,2.24,4.91,0.0,0.11
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1344,0.0,0.0,0.09,0.0,0.05
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2594,4.88,4.88,5.6,3.57,9.43
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS4291,0.0,0.0,0.0,1.69,5.61
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP3021A,5.18,5.18,5.18,5.96,5.96
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1349,13.16,13.16,0.0,0.0,0.08
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2750A,9.58,9.58,0.5,0.99,2.07
1200,Uso domestico non residente,4.0,,,X,,VENEZIA,CS,CS1351,14.92,14.92,1.74,8.23,13.91
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2594,4.93,4.93,0.0,0.0,6.24
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1352A,0.52,0.52,0.0,2.15,4.1
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP3027,5.7,5.7,2.23,3.4,7.92
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3110,4.2,4.2,0.51,3.72,5.62
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2714A,6.14,99999.0,0.0,0.0,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1373A,0.0,0.0,0.61,1.05,1.55
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP3032,0.0,0.0,9.3,14.82,11.47
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1372,99999.0,99999.0,99999.0,99999.0,0.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2714,9.78,9.78,3.64,3.65,4.25
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3060B,10.73,10.73,3.38,1.93,12.35
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP3036,11.64,11.64,7.58,7.67,8.24
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1371A,7.19,7.19,3.73,3.36,7.66
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2716,0.34,0.34,12.26,11.38,10.57
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1371,5.64,5.64,6.98,0.0,5.28
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2716,3.53,3.53,1.96,0.35,0.16
12NR,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1370A,10.85,10.85,6.98,0.0,14.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2572A,0.0,0.0,0.0,0.0,6.0
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS3060B,5.94,5.94,2.69,5.2,6.05
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2717,6.89,6.89,1.42,4.61,6.48
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1361,9.43,9.43,4.83,7.54,9.13
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2755,3.56,3.56,5.61,3.74,6.48
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS2380,5.34,5.34,0.38,2.17,7.56
1200,Uso domestico non residente,1.0,,,,,VENEZIA,SP,SP2755,0.36,0.36,0.44,0.26,0.48
1200,Uso domestico non residente,1.0,,,,,VENEZIA,CS,CS1369,0.75,0.75,1.54,1.24,1.72
