EANL_Tipo_impianto,Cat_Tariffa,Nuclei_domestici,Nuclei_commerciali,Nuclei_non_residenti,Condominio,Componenti,Località,ProccessedVia,ProcessedAddress,Consumo_medio_2020,Consumo_medio_2021,Consumo_medio_2022,Consumo_medio_2023,Consumo_medio_2024
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1905,0.0,0.0,11.55,12.36,11.6
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1909,0.0,0.0,6.23,5.03,4.94
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS1914,8.44,8.44,0.98,1.78,2.65
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1915,5.95,5.95,5.48,6.76,6.55
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1917,8.07,8.07,11.83,11.83,32.19
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1919,11.2,11.2,12.21,14.18,14.45
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1919,2.86,2.86,1.98,1.57,2.16
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS778,1.74,1.74,2.38,2.41,2.35
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS659,11.99,11.99,12.84,12.02,9.88
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS618R,6.52,6.52,7.28,7.19,7.47
,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS659,15.53,15.53,16.08,15.42,3.0
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CN,CN4050,5.75,5.75,6.55,6.59,6.99
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS778,2.12,2.12,2.96,1.53,0.24
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS779,11.8,11.8,15.15,13.05,10.85
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618R,7.32,7.32,5.7,5.29,6.59
,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS659,99999.0,0.0,6.17,5.88,5.45
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CN,CN3894,2.98,2.98,3.68,3.31,2.88
,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS781,0.0,0.0,0.36,0.55,0.48
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CN,CN4414,9.48,9.48,11.52,11.33,11.44
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS618R,7.32,7.32,6.37,5.37,4.29
1200,Uso domestico residente,1.0,,,,5.0,VENEZIA,CS,CS661,6.12,6.12,0.0,4.3,3.79
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CN,CN4044,7.93,7.93,11.85,6.59,5.64
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS782A,0.48,0.48,0.51,0.23,0.56
1200,Uso domestico residente,2.0,,,X,0.0,VENEZIA,CN,CN4414,12.97,12.97,0.0,9.94,8.87
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CN,CN4568,8.87,8.87,11.63,10.06,8.93
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS662A,3.78,3.78,3.94,4.26,3.35
1200,Uso domestico residente,1.0,,,,,VENEZIA,CN,CN4574,14.91,14.91,16.18,12.72,10.22
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618R,11.99,11.99,14.16,11.98,10.09
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS664,9.5,9.5,11.81,10.71,10.56
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS782A,9.61,9.61,8.98,10.26,8.77
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS666,13.28,13.28,14.49,6.6,9.13
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS618R,11.59,11.59,3.18,3.64,5.08
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1385,5.0,5.0,4.61,6.81,5.39
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS670,5.39,5.39,8.1,5.07,7.68
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS618R,6.36,6.36,8.3,9.84,8.97
,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1388,3.95,3.95,3.19,2.58,2.69
12NR,Uso domestico residente,1.0,,,,3.0,VENEZIA,SM,SM3524,36.05,36.05,18.5,31.74,38.64
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS671,9.42,9.42,5.57,0.08,0.0
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS618R,7.08,7.08,8.13,6.94,7.9
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1473,4.52,4.52,4.56,3.82,3.9
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,SM,SM3524,4.99,4.99,8.14,6.52,5.23
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS674,10.86,10.86,11.24,7.79,7.62
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS618R,7.89,7.89,10.52,8.6,9.93
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS1473,11.38,11.38,13.44,10.89,9.66
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS5335,1.01,1.01,4.07,5.03,5.63
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618R,0.0,0.0,3.7,3.22,2.3
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1473,9.28,9.28,12.25,10.14,12.83
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS677,7.17,7.17,4.31,5.56,9.13
12NR,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS618Q,8.85,8.85,13.37,1.96,0.59
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1470,5.41,5.41,11.9,7.56,4.83
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS678,4.67,4.67,6.73,4.4,2.16
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS618G,8.13,8.13,10.46,8.93,0.0
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1470,0.0,0.0,4.79,5.07,5.33
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS618G,7.48,7.48,10.86,9.26,8.34
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS679,3.62,3.62,4.68,3.54,4.36
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS618L,9.25,9.25,9.27,8.1,9.24
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS618F,13.3,13.3,8.24,8.24,8.19
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS679,10.62,10.62,9.24,7.55,7.04
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1470,2.1,2.1,3.7,3.66,4.28
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618E,4.44,4.44,5.8,5.21,7.39
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1441B,17.75,17.75,20.9,24.32,24.32
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS681,18.47,18.47,7.6,7.37,8.42
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618E,5.24,5.24,6.71,7.44,6.91
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1442,18.1,18.1,10.55,16.56,10.43
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS682,5.55,5.55,7.93,9.2,8.66
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618E,21.86,21.86,19.1,17.52,14.45
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1444,11.38,11.38,11.28,11.47,11.01
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS683,4.38,4.38,4.57,5.03,4.11
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS618E,28.08,28.08,28.02,25.13,23.98
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1444,4.48,4.48,6.69,9.83,9.94
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS683,4.36,4.36,3.65,3.09,2.37
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618E,16.22,16.22,1.02,0.0,0.08
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1445,3.71,3.71,4.22,2.41,2.81
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS685A,0.0,0.0,0.11,0.44,7.69
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618E,17.94,17.94,0.0,16.7,15.65
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS686,0.0,0.0,0.0,0.0,0.0
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS618E,2.34,2.34,0.11,0.08,0.08
1200,Uso domestico residente,1.0,,,,5.0,VENEZIA,CS,CS687,7.24,7.24,6.94,6.94,6.94
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS618D,17.67,17.67,15.81,15.95,12.47
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1445,6.51,6.51,3.25,3.32,3.82
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS688,9.98,9.98,9.99,11.27,9.61
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS618D,3.15,3.15,3.24,3.14,3.57
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS1447,7.34,7.34,6.54,6.48,4.83
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS690,9.82,9.82,11.07,9.45,8.97
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618D,0.7,0.7,1.59,2.89,3.34
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS1447,6.94,6.94,9.5,10.97,8.24
,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS691,5.07,5.07,6.93,9.0,8.53
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS618D,9.2,9.2,8.7,7.52,8.45
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1449,15.28,15.28,16.23,14.37,14.37
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS692,7.16,7.16,8.45,12.85,11.3
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618D,2.62,2.62,5.0,2.07,1.27
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1451,0.24,0.24,0.4,0.51,2.36
1001,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS692,2.33,2.33,8.33,10.94,11.17
12NR,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618D,15.5,15.5,16.09,22.56,2.78
1200,Uso domestico residente,2.0,,,X,,VENEZIA,CS,CS1452,8.15,8.15,8.81,4.2,5.51
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS692,3.62,3.62,3.77,3.32,1.9
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1453,8.48,8.48,8.48,3.54,3.54
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS693,7.23,7.23,12.38,10.44,11.91
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS618D,7.75,7.75,11.26,16.2,21.02
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1454,0.81,0.81,0.49,1.08,1.09
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS693,16.51,16.51,18.35,14.96,11.33
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618D,9.36,9.36,10.86,9.67,10.17
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1455,0.91,0.91,0.17,3.16,3.1
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS694,9.77,9.77,7.59,8.45,8.02
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS618D,22.35,22.35,27.35,21.82,20.81
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1459,0.0,0.0,0.6,5.07,6.34
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS698,7.62,7.62,6.96,7.54,6.36
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS618D,9.24,9.24,11.54,9.9,7.44
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS1459,17.13,17.13,15.98,11.63,9.35
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS698,4.71,4.71,1.89,2.32,2.14
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS618D,17.51,17.51,21.04,19.34,17.3
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1462,6.08,6.08,5.76,5.82,5.23
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS700,8.13,8.13,6.22,0.0,0.0
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS618D,19.28,19.28,11.31,12.81,9.77
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1464,6.24,6.24,6.39,5.4,4.99
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS700,17.78,17.78,11.98,14.09,13.65
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618D,0.24,0.24,0.45,0.5,4.9
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1464,5.92,5.92,6.16,9.97,5.23
12NR,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618D,0.81,0.81,0.57,2.81,2.78
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1465,1.04,1.04,0.24,0.17,0.31
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS701,11.27,11.27,12.21,11.69,11.59
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618D,8.55,8.55,10.12,11.16,7.7
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS1465,11.77,11.77,12.08,8.98,7.47
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS702A,4.92,4.92,2.01,3.77,2.26
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS618B,4.26,4.26,4.26,4.23,5.56
,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1466,3.73,3.73,3.69,2.27,2.29
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS704,0.93,0.93,1.2,0.49,0.84
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618A,4.11,4.11,5.05,2.82,5.64
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS705,11.02,11.02,9.39,9.73,8.19
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS618A,3.95,3.95,3.97,4.06,3.34
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1467,4.0,4.0,4.66,6.57,6.81
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS706A,6.53,6.53,7.38,7.38,5.63
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS618A,12.67,12.67,11.86,11.69,9.56
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1467,8.8,8.8,6.65,2.25,1.83
12CE,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS708A,9.32,9.32,10.87,9.42,11.21
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS618A,6.7,6.7,7.38,6.8,6.59
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS1481,7.2,7.2,7.93,9.06,10.19
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS709,8.26,8.26,5.61,6.76,6.19
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS618A,12.41,12.41,13.56,15.17,12.87
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1481,11.93,11.93,11.3,10.4,9.86
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS710,10.19,10.19,10.37,10.06,8.6
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1481,13.85,13.85,16.09,11.82,13.2
,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS710,8.68,8.68,9.85,9.93,3.12
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1482,15.53,15.53,13.95,10.47,7.6
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS711,4.29,4.29,4.62,5.39,4.69
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1482,7.68,7.68,10.61,10.72,8.74
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS711,8.58,8.58,8.1,9.2,8.02
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1482,20.01,20.01,19.0,10.31,19.17
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS713A,9.78,9.78,10.89,9.7,9.96
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1482,6.4,6.4,7.02,5.48,3.01
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS714,5.53,5.53,10.51,7.19,9.8
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS1477,22.97,22.97,23.72,20.56,10.52
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS717,2.25,2.25,2.85,10.99,7.65
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS720,0.87,0.87,8.51,5.8,5.86
1001,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS723,8.13,8.13,9.41,6.96,6.75
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1493,9.21,9.21,5.25,4.82,6.5
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS724A,1.46,1.46,2.38,1.1,3.27
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1518,8.32,8.32,7.53,0.0,5.35
,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS725,8.45,8.45,7.59,7.46,8.4
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1519,15.93,15.93,14.9,13.71,11.42
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS725,6.2,6.2,11.93,12.84,11.88
1001,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS620,8.85,8.85,10.04,9.2,8.5
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS725,4.02,4.02,3.25,0.66,0.0
,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS620,7.1,7.1,6.98,6.63,6.17
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS725A,11.87,11.87,6.04,9.53,10.21
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1526,0.71,0.71,1.82,1.62,3.9
,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS620,8.13,8.13,8.4,7.71,8.37
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS726,4.99,4.99,4.05,4.97,3.35
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1526A,3.2,3.2,3.71,3.57,3.56
1001,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS726,6.04,6.04,5.71,5.79,5.13
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1526A,13.29,13.29,12.67,11.72,11.09
,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS620,11.59,11.59,4.26,8.45,8.34
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS726,6.52,6.52,8.05,8.29,5.54
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS1527A,19.62,19.62,19.62,5.11,7.13
,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS620,9.17,9.17,6.98,4.97,3.65
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS727,0.0,0.0,0.98,9.35,8.64
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1529,4.45,4.45,4.96,5.46,9.32
,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS620,9.09,9.09,12.14,8.79,8.34
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS728,6.19,6.19,8.41,8.4,7.23
1200,Uso domestico residente,2.0,,,X,,VENEZIA,CS,CS1530,14.73,14.73,17.63,20.49,12.38
,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS620,15.13,15.13,12.88,12.35,12.31
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS728,10.65,10.65,1.61,2.74,4.86
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1516A,0.08,0.08,24.33,20.19,16.49
,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS620,6.92,6.92,5.84,6.22,5.64
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS729,13.04,13.04,13.07,11.71,12.12
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1516,18.53,18.53,13.3,11.14,10.06
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS631,1.43,1.43,0.7,0.33,0.79
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS731,14.13,14.13,13.86,13.1,12.7
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1515,8.42,8.42,7.9,6.55,6.36
1200,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS631,14.53,14.53,14.15,12.68,10.88
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS733,6.02,6.02,0.86,5.96,9.08
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS733,7.29,7.29,3.88,3.92,3.26
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS1534,10.65,10.65,11.24,8.73,8.27
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS628,6.75,6.75,7.59,8.29,4.68
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS735A,16.09,16.09,10.18,7.29,3.26
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1534,5.44,5.44,6.79,4.9,3.82
,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS623,2.49,2.49,4.41,4.67,4.07
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS735A,17.38,17.38,12.01,0.61,4.69
1200,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS1534,10.33,10.33,9.42,6.65,8.97
,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS623,2.05,2.05,3.36,12.05,11.95
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS735A,3.78,3.78,3.82,4.33,3.09
,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS624,10.62,10.62,10.04,7.04,7.58
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS735A,1.27,1.27,0.4,4.05,1.67
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS624,6.49,6.49,6.48,4.11,3.81
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS740,2.57,2.57,2.63,2.49,2.61
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1534,0.32,0.32,0.23,0.58,0.47
,Uso domestico residente,1.0,,,,3.0,VENEZIA,CS,CS626,15.37,15.37,14.95,13.01,13.02
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS740,13.92,13.92,11.27,0.0,4.12
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1536,7.93,7.93,8.33,6.7,6.0
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS626,7.97,7.97,9.7,9.53,4.35
1200,Uso domestico residente,1.0,,,,5.0,VENEZIA,CS,CS742,15.87,15.87,19.3,15.51,0.0
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1540,5.65,5.65,6.69,11.98,9.44
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS626,4.35,4.35,3.94,4.31,3.95
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS746,2.49,2.49,15.98,24.95,5.47
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1540,5.88,5.88,7.32,6.7,5.67
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1541,10.33,10.33,8.85,8.14,6.01
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1542,6.24,6.24,2.68,4.99,6.08
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1542,12.25,12.25,11.13,9.39,7.02
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1542,6.48,6.48,0.68,0.33,1.11
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1542,36.9,36.9,27.34,27.18,25.89
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1542,20.09,20.09,10.17,21.28,23.62
12NR,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1542,5.92,5.92,0.91,1.92,2.05
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS1543,5.84,5.84,2.72,6.07,2.57
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1547,0.0,0.0,3.1,4.44,3.09
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1549,5.54,5.54,20.82,0.76,0.53
,Uso domestico residente,1.0,,,,4.0,VENEZIA,CS,CS1552,18.19,18.19,19.47,18.05,17.26
12NR,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS1552,3.89,3.89,0.0,18.68,17.25
,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1553A,99999.0,99999.0,99999.0,6.21,7.99
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1556,4.8,4.8,0.0,13.52,11.5
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1559,0.0,0.0,1.82,4.24,5.93
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS1559,0.0,0.0,7.94,11.14,8.93
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS6303,4.22,4.22,3.03,3.2,2.62
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS2309,4.97,4.97,4.26,3.46,3.47
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS2309,8.21,8.21,8.34,8.66,5.82
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS6303,1.69,1.69,0.09,0.16,0.0
1200,Uso domestico residente,1.0,,,,,VENEZIA,CS,CS2313,6.05,6.05,5.22,5.43,4.82
1200,Uso domestico residente,5.0,,,X,,VENEZIA,CS,CS6305,19.53,19.53,21.57,18.69,20.8
,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS2317,7.62,7.62,6.42,7.39,10.7
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS6306,0.0,0.0,2.23,4.66,4.63
,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS2317,13.96,13.96,2.9,1.8,1.11
1001,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS6308,12.96,12.96,1.8,3.72,5.04
1200,Uso domestico residente,1.0,,,,2.0,VENEZIA,CS,CS2318,10.19,10.19,9.73,10.0,8.05
1200,Uso domestico residente,1.0,,,,1.0,VENEZIA,CS,CS6308,9.46,9.46,9.69,8.66,2.83
