Full_sesti,ALIAS
3A,SC-AA-AA-01
3,SC-AA-AA-01
1B,SC-AA-AA-01
1A,SC-AA-AA-01
38,SC-AA-AA-01
40,SC-AA-AA-01
42,SC-AA-AA-01
50,SC-AA-AA-01
50A,SC-AA-AA-01
50B,SC-AA-AA-01
1,SC-AA-AA-01
36,SC-AA-AA-01
10,SC-AA-AA-01
14,SC-AA-AA-01
18,SC-AA-AA-01
16,SC-AA-AA-01
18,SC-AA-AA-01
28,SC-AA-AA-01
30,SC-AA-AA-01
32,SC-AA-AA-01
34,SC-AA-AA-01
36,SC-AA-AA-01
38,SC-AA-AA-01
40,SC-AA-AA-01
42,SC-AA-AA-01
2,SC-AA-AA-01
4,SC-AA-AA-01
6,SC-AA-AA-01
8,SC-AA-AA-01
10,SC-AA-AA-01
12,SC-AA-AA-01
14,SC-AA-AA-01
16,SC-AA-AA-01
34,SC-AA-AA-01
32,SC-AA-AA-01
26,SC-AA-AA-01
26A,SC-AA-AA-01
26B,SC-AA-AA-01
28,SC-AA-AA-01
28A,SC-AA-AA-01
57,SC-AA-AA-01
24,SC-AA-AA-01
55,SC-AA-AA-01
53,SC-AA-AA-01
22,SC-AA-AA-01
20,SC-AA-AA-01
49,SC-AA-AA-01
16,SC-AA-AA-01
41,SC-AA-AA-01
43,SC-AA-AA-01
51,SC-AA-AA-01
45,SC-AA-AA-01
6,SC-AA-AA-01
8,SC-AA-AA-01
10,SC-AA-AA-01
12,SC-AA-AA-01
39,SC-AA-AA-01
37,SC-AA-AA-01
35,SC-AA-AA-01
33,SC-AA-AA-01
31,SC-AA-AA-01
17,SC-AA-AA-01
15,SC-AA-AA-01
13,SC-AA-AA-01
9,SC-AA-AA-01
15,SC-AA-AA-01
7,SC-AA-AA-01
5,SC-AA-AA-01
17,SC-AA-AA-01
3,SC-AA-AA-01
1C,SC-AA-AA-01
7,SC-AA-AA-01
9,SC-AA-AA-01
19,SC-AA-AA-01
21,SC-AA-AA-01
1B,SC-AA-AA-01
1A,SC-AA-AA-01
1,SC-AA-AA-01
9A,SC-AA-AA-01
11,SC-AA-AA-01
13,SC-AA-AA-01
13A,SC-AA-AA-01
13B,SC-AA-AA-01
13C,SC-AA-AA-01
5,SC-AA-AA-01
3,SC-AA-AA-01
1,SC-AA-AA-01
1A,SC-AA-AA-01
1B,SC-AA-AA-01
2,SC-AA-AA-01
2A,SC-AA-AA-01
22,SC-AA-AA-01
4,SC-AA-AA-01
6,SC-AA-AA-01
6A,SC-AA-AA-01
20,SC-AA-AA-01
18,SC-AA-AA-01
6B,SC-AA-AA-01
8,SC-AA-AA-01
11,SC-AA-AA-01
9,SC-AA-AA-01
7A,SC-AA-AA-01
7,SC-AA-AA-01
8A,SC-AA-AA-01
8B,SC-AA-AA-01
8C,SC-AA-AA-01
10,SC-AA-AA-01
12,SC-AA-AA-01
26,SC-AA-AA-01
22,SC-AA-AA-01
20,SC-AA-AA-01
14,SC-AA-AA-01
16,SC-AA-AA-01
18,SC-AA-AA-01
200,SC-AA-AA-01
165,SC-AA-AA-01
159,SC-AA-AA-01
161,SC-AA-AA-01
155A,SC-AA-AA-01
155,SC-AA-AA-01
151D,SC-AA-AA-01
153A,SC-AA-AA-01
153B,SC-AA-AA-01
151A,SC-AA-AA-01
151,SC-AA-AA-01
147,SC-AA-AA-01
2A,SC-AA-AA-01
2B,SC-AA-AA-01
4,SC-AA-AA-01
4A,SC-AA-AA-01
4B,SC-AA-AA-01
6,SC-AA-AA-01
8,SC-AA-AA-01
10,SC-AA-AA-01
12,SC-AA-AA-01
14,SC-AA-AA-01
14A,SC-AA-AA-01
46A,SC-AA-AA-01
54,SC-AA-AA-01
48,SC-AA-AA-01
103,SC-AA-AA-01
56,SC-AA-AA-01
95,SC-AA-AA-01
48A,SC-AA-AA-01
58,SC-AA-AA-01
93,SC-AA-AA-01
48B,SC-AA-AA-01
60,SC-AA-AA-01
91,SC-AA-AA-01
48C,SC-AA-AA-01
62,SC-AA-AA-01
77B,SC-AA-AA-01
48D,SC-AA-AA-01
64,SC-AA-AA-01
77A,SC-AA-AA-01
48E,SC-AA-AA-01
66,SC-AA-AA-01
48F,SC-AA-AA-01
77,SC-AA-AA-01
15A,SC-AA-AA-01
50,SC-AA-AA-01
15B,SC-AA-AA-01
79,SC-AA-AA-01
52,SC-AA-AA-01
15C,SC-AA-AA-01
81,SC-AA-AA-01
15E,SC-AA-AA-01
52A,SC-AA-AA-01
83,SC-AA-AA-01
15F,SC-AA-AA-01
58,SC-AA-AA-01
85,SC-AA-AA-01
15G,SC-AA-AA-01
62,SC-AA-AA-01
87,SC-AA-AA-01
15H,SC-AA-AA-01
64,SC-AA-AA-01
89,SC-AA-AA-01
15,SC-AA-AA-01
66,SC-AA-AA-01
75,SC-AA-AA-01
13,SC-AA-AA-01
68,SC-AA-AA-01
73,SC-AA-AA-01
11,SC-AA-AA-01
73A,SC-AA-AA-01
72,SC-AA-AA-01
11A,SC-AA-AA-01
71,SC-AA-AA-01
51,SC-AA-AA-01
11B,SC-AA-AA-01
69,SC-AA-AA-01
49,SC-AA-AA-01
2,SC-AA-AA-01
47,SC-AA-AA-01
4,SC-AA-AA-01
43,SC-AA-AA-01
6,SC-AA-AA-01
45,SC-AA-AA-01
8,SC-AA-AA-01
37,SC-AA-AA-01
10,SC-AA-AA-01
39,SC-AA-AA-01
14,SC-AA-AA-01
41,SC-AA-AA-01
16,SC-AA-AA-01
43A,SC-AA-AA-01
18,SC-AA-AA-01
45,SC-AA-AA-01
12,SC-AA-AA-01
59,SC-AA-AA-01
20,SC-AA-AA-01
59A,SC-AA-AA-01
21,SC-AA-AA-01
61,SC-AA-AA-01
23,SC-AA-AA-01
61A,SC-AA-AA-01
25,SC-AA-AA-01
14,SC-AA-AA-01
27,SC-AA-AA-01
16,SC-AA-AA-01
29,SC-AA-AA-01
18,SC-AA-AA-01
31,SC-AA-AA-01
65,SC-AA-AA-01
33,SC-AA-AA-01
63,SC-AA-AA-01
35,SC-AA-AA-01
65A,SC-AA-AA-01
37,SC-AA-AA-01
73,SC-AA-AA-01
13,SC-AA-AA-01
75,SC-AA-AA-01
4,SC-AA-AA-01
11A,SC-AA-AA-01
6,SC-AA-AA-01
11,SC-AA-AA-01
15,SC-AA-AA-01
9,SC-AA-AA-01
13,SC-AA-AA-01
11,SC-AA-AA-01
7,SC-AA-AA-01
9A,SC-AA-AA-01
5,SC-AA-AA-01
9,SC-AA-AA-01
7,SC-AA-AA-01
67,SC-AA-AA-01
5,SC-AA-AA-01
63,SC-AA-AA-01
2,SC-AA-AA-01
65,SC-AA-AA-01
6,SC-AA-AA-01
61,SC-AA-AA-01
8,SC-AA-AA-01
59,SC-AA-AA-01
10,SC-AA-AA-01
7,SC-AA-AA-01
5,SC-AA-AA-01
5,SC-AA-AA-01
7,SC-AA-AA-01
3,SC-AA-AA-01
227,SC-AA-AA-01
1A,SC-AA-AA-01
249A,SC-AA-AA-01
1,SC-AA-AA-01
227B,SC-AA-AA-01
24,SC-AA-AA-01
245,SC-AA-AA-01
214,SC-AA-AA-01
243,SC-AA-AA-01
212,SC-AA-AA-01
241,SC-AA-AA-01
210,SC-AA-AA-01
239,SC-AA-AA-01
208,SC-AA-AA-01
237,SC-AA-AA-01
206,SC-AA-AA-01
235,SC-AA-AA-01
204,SC-AA-AA-01
233,SC-AA-AA-01
202,SC-AA-AA-01
231,SC-AA-AA-01
200F,SC-AA-AA-01
229,SC-AA-AA-01
200E,SC-AA-AA-01
227D,SC-AA-AA-01
200D,SC-AA-AA-01
227C,SC-AA-AA-01
200C,SC-AA-AA-01
249,SC-AA-AA-01
200B,SC-AA-AA-01
247,SC-AA-AA-01
9A,SC-AA-AA-01
196,SC-AA-AA-01
227A,SC-AA-AA-01
194,SC-AA-AA-01
225,SC-AA-AA-01
1,SC-AA-AA-01
9B,SC-AA-AA-01
14,SC-AA-AA-01
1A,SC-AA-AA-01
16,SC-AA-AA-01
9C,SC-AA-AA-01
3,SC-AA-AA-01
20,SC-AA-AA-01
9D,SC-AA-AA-01
5,SC-AA-AA-01
18,SC-AA-AA-01
9E,SC-AA-AA-01
23,SC-AA-AA-01
26,SC-AA-AA-01
9F,SC-AA-AA-01
19,SC-AA-AA-01
22,SC-AA-AA-01
9H,SC-AA-AA-01
18,SC-AA-AA-01
24,SC-AA-AA-01
9I,SC-AA-AA-01
17,SC-AA-AA-01
34,SC-AA-AA-01
8,SC-AA-AA-01
20,SC-AA-AA-01
10,SC-AA-AA-01
78,SC-AA-AA-01
2,SC-AA-AA-01
2,SC-AA-AA-01
99,SC-AA-AA-01
4,SC-AA-AA-01
4,SC-AA-AA-01
6,SC-AA-AA-01
101,SC-AA-AA-01
12,SC-AA-AA-01
103,SC-AA-AA-01
1,SC-AA-AA-01
14,SC-AA-AA-01
8,SC-AA-AA-01
105,SC-AA-AA-01
16,SC-AA-AA-01
1A,SC-AA-AA-01
105A,SC-AA-AA-01
8A,SC-AA-AA-01
18,SC-AA-AA-01
105B,SC-AA-AA-01
10,SC-AA-AA-01
20,SC-AA-AA-01
95,SC-AA-AA-01
12,SC-AA-AA-01
22,SC-AA-AA-01
97,SC-AA-AA-01
14,SC-AA-AA-01
84,SC-AA-AA-01
24,SC-AA-AA-01
16,SC-AA-AA-01
86,SC-AA-AA-01
26,SC-AA-AA-01
18,SC-AA-AA-01
2,SC-AA-AA-01
28,SC-AA-AA-01
20,SC-AA-AA-01
3,SC-AA-AA-01
30,SC-AA-AA-01
1,SC-AA-AA-01
22,SC-AA-AA-01
30A,SC-AA-AA-01
88,SC-AA-AA-01
24,SC-AA-AA-01
32,SC-AA-AA-01
98,SC-AA-AA-01
51,SC-AA-AA-01
32A,SC-AA-AA-01
2,SC-AA-AA-01
49,SC-AA-AA-01
34,SC-AA-AA-01
6,SC-AA-AA-01
47,SC-AA-AA-01
36,SC-AA-AA-01
4,SC-AA-AA-01
45A,SC-AA-AA-01
38,SC-AA-AA-01
12,SC-AA-AA-01
45,SC-AA-AA-01
24,SC-AA-AA-01
77,SC-AA-AA-01
43,SC-AA-AA-01
40,SC-AA-AA-01
41A,SC-AA-AA-01
20,SC-AA-AA-01
40A,SC-AA-AA-01
41,SC-AA-AA-01
40B,SC-AA-AA-01
22,SC-AA-AA-01
39,SC-AA-AA-01
40C,SC-AA-AA-01
37,SC-AA-AA-01
22A,SC-AA-AA-01
40D,SC-AA-AA-01
35,SC-AA-AA-01
24,SC-AA-AA-01
42,SC-AA-AA-01
15,SC-AA-AA-01
26,SC-AA-AA-01
44,SC-AA-AA-01
13,SC-AA-AA-01
9,SC-AA-AA-01
46,SC-AA-AA-01
11A,SC-AA-AA-01
11,SC-AA-AA-01
46A,SC-AA-AA-01
11,SC-AA-AA-01
13,SC-AA-AA-01
23,SC-AA-AA-01
48,SC-AA-AA-01
15,SC-AA-AA-01
21,SC-AA-AA-01
50,SC-AA-AA-01
17,SC-AA-AA-01
19,SC-AA-AA-01
52,SC-AA-AA-01
19,SC-AA-AA-01
11,SC-AA-AA-01
54,SC-AA-AA-01
21,SC-AA-AA-01
9,SC-AA-AA-01
56,SC-AA-AA-01
23,SC-AA-AA-01
7,SC-AA-AA-01
58,SC-AA-AA-01
25,SC-AA-AA-01
5,SC-AA-AA-01
60,SC-AA-AA-01
27,SC-AA-AA-01
3,SC-AA-AA-01
62,SC-AA-AA-01
29,SC-AA-AA-01
64,SC-AA-AA-01
26,SC-AA-AA-01
66,SC-AA-AA-01
26A,SC-AA-AA-01
68,SC-AA-AA-01
26B,SC-AA-AA-01
70,SC-AA-AA-01
28,SC-AA-AA-01
72,SC-AA-AA-01
28A,SC-AA-AA-01
31,SC-AA-AA-01
21,SC-AA-AA-01
28B,SC-AA-AA-01
33,SC-AA-AA-01
21A,SC-AA-AA-01
28C,SC-AA-AA-01
35,SC-AA-AA-01
52,SC-AA-AA-01
37,SC-AA-AA-01
25,SC-AA-AA-01
48,SC-AA-AA-01
45,SC-AA-AA-01
29,SC-AA-AA-01
46,SC-AA-AA-01
5,SC-AA-AA-01
27,SC-AA-AA-01
44,SC-AA-AA-01
7,SC-AA-AA-01
42,SC-AA-AA-01
44,SC-AA-AA-01
9,SC-AA-AA-01
40,SC-AA-AA-01
35,SC-AA-AA-01
11,SC-AA-AA-01
38,SC-AA-AA-01
38A,SC-AA-AA-01
13,SC-AA-AA-01
36,SC-AA-AA-01
38B,SC-AA-AA-01
15,SC-AA-AA-01
5,SC-AA-AA-01
40,SC-AA-AA-01
17,SC-AA-AA-01
42,SC-AA-AA-01
13,SC-AA-AA-01
102,SC-AA-AA-01
44,SC-AA-AA-01
17,SC-AA-AA-01
106,SC-AA-AA-01
46,SC-AA-AA-01
4,SC-AA-AA-01
108,SC-AA-AA-01
48,SC-AA-AA-01
2,SC-AA-AA-01
110,SC-AA-AA-01
54,SC-AA-AA-01
32,SC-AA-AA-01
152,SC-AA-AA-01
52,SC-AA-AA-01
10,SC-AA-AA-01
154,SC-AA-AA-01
8,SC-AA-AA-01
56,SC-AA-AA-01
156,SC-AA-AA-01
4,SC-AA-AA-01
60,SC-AA-AA-01
158,SC-AA-AA-01
2A,SC-AA-AA-01
60A,SC-AA-AA-01
160,SC-AA-AA-01
2,SC-AA-AA-01
62,SC-AA-AA-01
162,SC-AA-AA-01
32,SC-AA-AA-01
64,SC-AA-AA-01
164,SC-AA-AA-01
34,SC-AA-AA-01
66,SC-AA-AA-01
19,SC-AA-AA-01
176,SC-AA-AA-01
68,SC-AA-AA-01
21,SC-AA-AA-01
180,SC-AA-AA-01
72,SC-AA-AA-01
25,SC-AA-AA-01
74,SC-AA-AA-01
182,SC-AA-AA-01
76,SC-AA-AA-01
27,SC-AA-AA-01
184,SC-AA-AA-01
78,SC-AA-AA-01
29,SC-AA-AA-01
190,SC-AA-AA-01
22,SC-AA-AA-01
192,SC-AA-AA-01
196,SC-AA-AA-01
23,SC-AA-AA-01
194,SC-AA-AA-01
190,SC-AA-AA-01
21,SC-AA-AA-01
188,SC-AA-AA-01
192,SC-AA-AA-01
19,SC-AA-AA-01
186,SC-AA-AA-01
137,SC-AA-AA-01
17A,SC-AA-AA-01
184A,SC-AA-AA-01
139,SC-AA-AA-01
17,SC-AA-AA-01
184,SC-AA-AA-01
141,SC-AA-AA-01
15,SC-AA-AA-01
182,SC-AA-AA-01
143,SC-AA-AA-01
13,SC-AA-AA-01
6,SC-AA-AA-01
145,SC-AA-AA-01
11,SC-AA-AA-01
8,SC-AA-AA-01
9,SC-AA-AA-01
147,SC-AA-AA-01
10,SC-AA-AA-01
7,SC-AA-AA-01
149,SC-AA-AA-01
12,SC-AA-AA-01
5,SC-AA-AA-01
151,SC-AA-AA-01
14,SC-AA-AA-01
3,SC-AA-AA-01
153,SC-AA-AA-01
1,SC-AA-AA-01
14A,SC-AA-AA-01
155,SC-AA-AA-01
3A,SC-AA-AA-01
16,SC-AA-AA-01
157,SC-AA-AA-01
3B,SC-AA-AA-01
18,SC-AA-AA-01
32,SC-AA-AA-01
5,SC-AA-AA-01
18A,SC-AA-AA-01
105G,SC-AA-AA-01
5A,SC-AA-AA-01
20,SC-AA-AA-01
105H,SC-AA-AA-01
5B,SC-AA-AA-01
29,SC-AA-AA-01
105N,SC-AA-AA-01
5C,SC-AA-AA-01
27,SC-AA-AA-01
105O,SC-AA-AA-01
5D,SC-AA-AA-01
25B,SC-AA-AA-01
105P,SC-AA-AA-01
7,SC-AA-AA-01
25A,SC-AA-AA-01
107,SC-AA-AA-01
7A,SC-AA-AA-01
25,SC-AA-AA-01
107A,SC-AA-AA-01
7B,SC-AA-AA-01
9,SC-AA-AA-01
107B,SC-AA-AA-01
9,SC-AA-AA-01
7A,SC-AA-AA-01
107C,SC-AA-AA-01
2,SC-AA-AA-01
7,SC-AA-AA-01
109A,SC-AA-AA-01
4,SC-AA-AA-01
5,SC-AA-AA-01
109B,SC-AA-AA-01
4A,SC-AA-AA-01
3,SC-AA-AA-01
6,SC-AA-AA-01
109,SC-AA-AA-01
1,SC-AA-AA-01
2,SC-AA-AA-01
111,SC-AA-AA-01
4,SC-AA-AA-01
113,SC-AA-AA-01
12,SC-AA-AA-01
1,SC-AA-AA-01
1,SC-AA-AA-01
18A,SC-AA-AA-01
3,SC-AA-AA-01
1A,SC-AA-AA-01
18B,SC-AA-AA-01
3C,SC-AA-AA-01
20,SC-AA-AA-01
3B,SC-AA-AA-01
22,SC-AA-AA-01
19,SC-AA-AA-01
3A,SC-AA-AA-01
24,SC-AA-AA-01
20,SC-AA-AA-01
3,SC-AA-AA-01
17,SC-AA-AA-01
26,SC-AA-AA-01
1E,SC-AA-AA-01
5,SC-AA-AA-01
28,SC-AA-AA-01
1D,SC-AA-AA-01
7,SC-AA-AA-01
30,SC-AA-AA-01
1C,SC-AA-AA-01
9,SC-AA-AA-01
23,SC-AA-AA-01
1B,SC-AA-AA-01
11,SC-AA-AA-01
21,SC-AA-AA-01
5,SC-AA-AA-01
13,SC-AA-AA-01
19,SC-AA-AA-01
5C,SC-AA-AA-01
15,SC-AA-AA-01
17,SC-AA-AA-01
3,SC-AA-AA-01
5B,SC-AA-AA-01
13,SC-AA-AA-01
6,SC-AA-AA-01
11,SC-AA-AA-01
8,SC-AA-AA-01
5A,SC-AA-AA-01
28,SC-AA-AA-01
9,SC-AA-AA-01
5D,SC-AA-AA-01
14,SC-AA-AA-01
7,SC-AA-AA-01
7,SC-AA-AA-01
16,SC-AA-AA-01
5,SC-AA-AA-01
9,SC-AA-AA-01
18,SC-AA-AA-01
3A,SC-AA-AA-01
11,SC-AA-AA-01
18A,SC-AA-AA-01
3,SC-AA-AA-01
11A,SC-AA-AA-01
18B,SC-AA-AA-01
1A,SC-AA-AA-01
11B,SC-AA-AA-01
3A,SC-AA-AA-01
5,SC-AA-AA-01
11C,SC-AA-AA-01
3B,SC-AA-AA-01
3A,SC-AA-AA-01
11D,SC-AA-AA-01
3C,SC-AA-AA-01
3,SC-AA-AA-01
11E,SC-AA-AA-01
3D,SC-AA-AA-01
4,SC-AA-AA-01
13,SC-AA-AA-01
3,SC-AA-AA-01
4A,SC-AA-AA-01
31,SC-AA-AA-01
8,SC-AA-AA-01
4B,SC-AA-AA-01
29,SC-AA-AA-01
10,SC-AA-AA-01
6,SC-AA-AA-01
15,SC-AA-AA-01
12,SC-AA-AA-01
10,SC-AA-AA-01
27,SC-AA-AA-01
158,SC-AA-AA-01
14,SC-AA-AA-01
25,SC-AA-AA-01
160,SC-AA-AA-01
5,SC-AA-AA-01
23,SC-AA-AA-01
162B,SC-AA-AA-01
5A,SC-AA-AA-01
21,SC-AA-AA-01
162C,SC-AA-AA-01
5B,SC-AA-AA-01
19,SC-AA-AA-01
162,SC-AA-AA-01
5C,SC-AA-AA-01
17,SC-AA-AA-01
162A,SC-AA-AA-01
5D,SC-AA-AA-01
1C,SC-AA-AA-01
166,SC-AA-AA-01
5E,SC-AA-AA-01
221,SC-AA-AA-01
168,SC-AA-AA-01
219,SC-AA-AA-01
7,SC-AA-AA-01
170,SC-AA-AA-01
217,SC-AA-AA-01
7B,SC-AA-AA-01
172,SC-AA-AA-01
215,SC-AA-AA-01
9,SC-AA-AA-01
213,SC-AA-AA-01
174,SC-AA-AA-01
13,SC-AA-AA-01
211,SC-AA-AA-01
176,SC-AA-AA-01
13A,SC-AA-AA-01
209,SC-AA-AA-01
178,SC-AA-AA-01
15,SC-AA-AA-01
180,SC-AA-AA-01
10,SC-AA-AA-01
15A,SC-AA-AA-01
10,SC-AA-AA-01
12,SC-AA-AA-01
15B,SC-AA-AA-01
15,SC-AA-AA-01
14,SC-AA-AA-01
17,SC-AA-AA-01
13,SC-AA-AA-01
16,SC-AA-AA-01
17B,SC-AA-AA-01
11,SC-AA-AA-01
52,SC-AA-AA-01
17C,SC-AA-AA-01
8,SC-AA-AA-01
54,SC-AA-AA-01
17G,SC-AA-AA-01
6,SC-AA-AA-01
56,SC-AA-AA-01
17F,SC-AA-AA-01
4,SC-AA-AA-01
58,SC-AA-AA-01
17E,SC-AA-AA-01
2,SC-AA-AA-01
68,SC-AA-AA-01
17D,SC-AA-AA-01
9,SC-AA-AA-01
66,SC-AA-AA-01
19,SC-AA-AA-01
9,SC-AA-AA-01
64,SC-AA-AA-01
25,SC-AA-AA-01
7,SC-AA-AA-01
62,SC-AA-AA-01
27,SC-AA-AA-01
142B,SC-AA-AA-01
60,SC-AA-AA-01
29,SC-AA-AA-01
142A,SC-AA-AA-01
70,SC-AA-AA-01
31,SC-AA-AA-01
140A,SC-AA-AA-01
165,SC-AA-AA-01
31A,SC-AA-AA-01
140B,SC-AA-AA-01
163,SC-AA-AA-01
33,SC-AA-AA-01
140,SC-AA-AA-01
161,SC-AA-AA-01
35,SC-AA-AA-01
138B,SC-AA-AA-01
159,SC-AA-AA-01
138,SC-AA-AA-01
157,SC-AA-AA-01
37,SC-AA-AA-01
136,SC-AA-AA-01
155,SC-AA-AA-01
16,SC-AA-AA-01
134,SC-AA-AA-01
153,SC-AA-AA-01
20,SC-AA-AA-01
1,SC-AA-AA-01
181,SC-AA-AA-01
20A,SC-AA-AA-01
179,SC-AA-AA-01
1A,SC-AA-AA-01
20B,SC-AA-AA-01
177,SC-AA-AA-01
1B,SC-AA-AA-01
20C,SC-AA-AA-01
175,SC-AA-AA-01
1C,SC-AA-AA-01
20D,SC-AA-AA-01
171,SC-AA-AA-01
3,SC-AA-AA-01
20E,SC-AA-AA-01
3A,SC-AA-AA-01
36,SC-AA-AA-01
169,SC-AA-AA-01
5,SC-AA-AA-01
36A,SC-AA-AA-01
167,SC-AA-AA-01
11,SC-AA-AA-01
38,SC-AA-AA-01
149,SC-AA-AA-01
13,SC-AA-AA-01
46,SC-AA-AA-01
183,SC-AA-AA-01
15,SC-AA-AA-01
5,SC-AA-AA-01
36C,SC-AA-AA-01
17,SC-AA-AA-01
7,SC-AA-AA-01
36B,SC-AA-AA-01
19,SC-AA-AA-01
11,SC-AA-AA-01
44B,SC-AA-AA-01
23,SC-AA-AA-01
15,SC-AA-AA-01
44A,SC-AA-AA-01
25,SC-AA-AA-01
17,SC-AA-AA-01
44,SC-AA-AA-01
19,SC-AA-AA-01
27,SC-AA-AA-01
42,SC-AA-AA-01
27,SC-AA-AA-01
29,SC-AA-AA-01
40,SC-AA-AA-01
29,SC-AA-AA-01
31,SC-AA-AA-01
38C,SC-AA-AA-01
50,SC-AA-AA-01
33,SC-AA-AA-01
38B,SC-AA-AA-01
48,SC-AA-AA-01
35,SC-AA-AA-01
38A,SC-AA-AA-01
46,SC-AA-AA-01
39,SC-AA-AA-01
50,SC-AA-AA-01
6,SC-AA-AA-01
1,SC-AA-AA-01
50A,SC-AA-AA-01
8,SC-AA-AA-01
3,SC-AA-AA-01
50C,SC-AA-AA-01
10,SC-AA-AA-01
132,SC-AA-AA-01
50B,SC-AA-AA-01
12,SC-AA-AA-01
2A,SC-AA-AA-01
48,SC-AA-AA-01
14,SC-AA-AA-01
6,SC-AA-AA-01
48A,SC-AA-AA-01
2,SC-AA-AA-01
8,SC-AA-AA-01
52,SC-AA-AA-01
4,SC-AA-AA-01
10,SC-AA-AA-01
52A,SC-AA-AA-01
18,SC-AA-AA-01
12,SC-AA-AA-01
52B,SC-AA-AA-01
20,SC-AA-AA-01
14,SC-AA-AA-01
54A,SC-AA-AA-01
22,SC-AA-AA-01
16,SC-AA-AA-01
54B,SC-AA-AA-01
24,SC-AA-AA-01
26,SC-AA-AA-01
52,SC-AA-AA-01
26,SC-AA-AA-01
28,SC-AA-AA-01
54,SC-AA-AA-01
28,SC-AA-AA-01
30,SC-AA-AA-01
56,SC-AA-AA-01
32,SC-AA-AA-01
20,SC-AA-AA-01
58,SC-AA-AA-01
31,SC-AA-AA-01
24,SC-AA-AA-01
60,SC-AA-AA-01
39,SC-AA-AA-01
22,SC-AA-AA-01
62,SC-AA-AA-01
37,SC-AA-AA-01
32,SC-AA-AA-01
64,SC-AA-AA-01
35B,SC-AA-AA-01
34,SC-AA-AA-01
66,SC-AA-AA-01
35A,SC-AA-AA-01
36,SC-AA-AA-01
68,SC-AA-AA-01
35,SC-AA-AA-01
40,SC-AA-AA-01
9,SC-AA-AA-01
33,SC-AA-AA-01
38,SC-AA-AA-01
70,SC-AA-AA-01
39A,SC-AA-AA-01
2,SC-AA-AA-01
72,SC-AA-AA-01
34,SC-AA-AA-01
4,SC-AA-AA-01
74,SC-AA-AA-01
36,SC-AA-AA-01
42,SC-AA-AA-01
76,SC-AA-AA-01
43,SC-AA-AA-01
44,SC-AA-AA-01
78,SC-AA-AA-01
45,SC-AA-AA-01
46,SC-AA-AA-01
80,SC-AA-AA-01
47,SC-AA-AA-01
48,SC-AA-AA-01
82,SC-AA-AA-01
49E,SC-AA-AA-01
50,SC-AA-AA-01
84A,SC-AA-AA-01
49D,SC-AA-AA-01
1,SC-AA-AA-01
86,SC-AA-AA-01
3,SC-AA-AA-01
49C,SC-AA-AA-01
52,SC-AA-AA-01
88,SC-AA-AA-01
49,SC-AA-AA-01
41,SC-AA-AA-01
32,SC-AA-AA-01
49B,SC-AA-AA-01
21,SC-AA-AA-01
34A,SC-AA-AA-01
49A,SC-AA-AA-01
13,SC-AA-AA-01
34C,SC-AA-AA-01
31,SC-AA-AA-01
11,SC-AA-AA-01
34D,SC-AA-AA-01
33,SC-AA-AA-01
7,SC-AA-AA-01
36,SC-AA-AA-01
35,SC-AA-AA-01
4A,SC-AA-AA-01
38,SC-AA-AA-01
39,SC-AA-AA-01
3,SC-AA-AA-01
40,SC-AA-AA-01
41,SC-AA-AA-01
4,SC-AA-AA-01
42,SC-AA-AA-01
43,SC-AA-AA-01
44,SC-AA-AA-01
4,SC-AA-AA-01
13,SC-AA-AA-01
40,SC-AA-AA-01
6,SC-AA-AA-01
11,SC-AA-AA-01
38,SC-AA-AA-01
8,SC-AA-AA-01
15,SC-AA-AA-01
42,SC-AA-AA-01
6,SC-AA-AA-01
15A,SC-AA-AA-01
44,SC-AA-AA-01
8,SC-AA-AA-01
17,SC-AA-AA-01
50,SC-AA-AA-01
10,SC-AA-AA-01
20,SC-AA-AA-01
48,SC-AA-AA-01
35A,SC-AA-AA-01
22,SC-AA-AA-01
46,SC-AA-AA-01
35,SC-AA-AA-01
24,SC-AA-AA-01
52,SC-AA-AA-01
9,SC-AA-AA-01
26,SC-AA-AA-01
54,SC-AA-AA-01
7,SC-AA-AA-01
28,SC-AA-AA-01
7,SC-AA-AA-01
3,SC-AA-AA-01
30,SC-AA-AA-01
35,SC-AA-AA-01
33,SC-AA-AA-01
32,SC-AA-AA-01
37,SC-AA-AA-01
33B,SC-AA-AA-01
34,SC-AA-AA-01
39,SC-AA-AA-01
33D,SC-AA-AA-01
36,SC-AA-AA-01
41,SC-AA-AA-01
12,SC-AA-AA-01
38,SC-AA-AA-01
43,SC-AA-AA-01
31A,SC-AA-AA-01
46,SC-AA-AA-01
45,SC-AA-AA-01
31,SC-AA-AA-01
48,SC-AA-AA-01
53,SC-AA-AA-01
29,SC-AA-AA-01
50,SC-AA-AA-01
57,SC-AA-AA-01
27,SC-AA-AA-01
52,SC-AA-AA-01
59,SC-AA-AA-01
25C,SC-AA-AA-01
54,SC-AA-AA-01
49,SC-AA-AA-01
90,SC-AA-AA-01
56,SC-AA-AA-01
51,SC-AA-AA-01
92,SC-AA-AA-01
18,SC-AA-AA-01
51,SC-AA-AA-01
94,SC-AA-AA-01
16,SC-AA-AA-01
51A,SC-AA-AA-01
96,SC-AA-AA-01
14,SC-AA-AA-01
53,SC-AA-AA-01
98,SC-AA-AA-01
12,SC-AA-AA-01
55,SC-AA-AA-01
100,SC-AA-AA-01
59,SC-AA-AA-01
26,SC-AA-AA-01
102,SC-AA-AA-01
61,SC-AA-AA-01
