TARGET_FID_12_13,Full_sesti,Codice_1
5303,CS2899,BRAG
5303,CS2900,BRAG
5304,CS2927,BRAG
5304,CS2928,BRAG
5305,CS2924A,BRAG
5305,CS2924,BRAG
5306,CS2918,BRAG
5307,CS2903,BRAG
5308,CS2918B,BRAG
5308,CS2913,BRAG
5308,CS2914,BRAG
5308,CS2915,BRAG
5308,CS2917,BRAG
5309,CS2910,BRAG
5309,CS2904,BRAG
5309,CS2911,BRAG
5309,CS2906,BRAG
5309,CS2905,BRAG
5310,CS2903C,BRAG
5310,CS2903B,BRAG
5310,CS2903A,BRAG
5311,CS2902,BRAG
5312,CS4700,ZACC
5312,CS4700A,ZACC
5312,CS4698,ZACC
5312,CS4698A,ZACC
5312,CS4699,ZACC
5312,CS4697A,ZACC
5312,CS4699A,ZACC
5314,CS4701,ZACC
5314,CS4701A,ZACC
5315,CS4703A,ZACC
5315,CS4703,ZACC
5315,CS4702,ZACC
5316,CS4704,ZACC
5316,CS4704A,ZACC
5316,CS4714,ZACC
5317,CS4717,ZACC
5317,CS4713,ZACC
5317,CS4714A,ZACC
5317,CS4715,ZACC
5318,CS4705,ZACC
5318,CS4708,ZACC
5318,CS4707,ZACC
5318,CS4706,ZACC
5320,CS4962,ZACC
5320,CS4963,ZACC
5320,CS4964,ZACC
5321,CS4718,ZACC
5321,CS4719A,ZACC
5323,CS4716B,ZACC
5323,CS4716C,ZACC
5323,CS4716A,ZACC
5323,CS4716,ZACC
5324,CS4965A,ZACC
5324,CS4966,ZACC
5324,CS4965,ZACC
5325,CS4975,ZACC
5325,CS4976,ZACC
5325,CS4973,ZACC
5325,CS4974,ZACC
5326,CS4976C,ZACC
5327,CS4976B,ZACC
5327,CS4977B,ZACC
5327,CS4976A,ZACC
5327,CS4977,ZACC
5327,CS4977C,ZACC
5327,CS4977A,ZACC
5327,CS4977D,ZACC
5329,CS5069A,LORE
5329,CS5069B,LORE
5329,CS5069C,LORE
5330,CS5065C,LORE
5330,CS5065E,LORE
5330,CS5065D,LORE
5330,CS5065B,LORE
5330,CS5065A,LORE
5332,CS3375,LORE
5332,CS3374,LORE
5335,CS3368A,LORE
5335,CS3368,LORE
5336,CS3336,LORE
5336,CS3337,LORE
5337,CS3303,LORE
5337,CS3304,LORE
5338,CS3305,LORE
5339,CS2921,BRAG
5340,CS2887,BRAG
5341,CS2879,BRAG
5341,CS2880,BRAG
5342,CS2882,BRAG
5342,CS2881,BRAG
5345,CS3249,BRAG
5345,CS3250,BRAG
5347,CS3292,BRAG
5350,CS3504,BRAG
5350,CS3503,BRAG
5350,CS3506,BRAG
5350,CS3502,BRAG
5350,CS3501,BRAG
5350,CS3505,BRAG
5350,CS3507,BRAG
5351,CS5071C,LORE
5351,CS5070,LORE
5351,CS5070A,LORE
5352,CS5065,LORE
5352,CS5068,LORE
5352,CS5067,LORE
5352,CS5066,LORE
5353,CS5062,LORE
5353,CS5063,LORE
5353,CS5063A,LORE
5354,CS5059,LORE
5354,CS5057,LORE
5354,CS5058,LORE
5354,CS5061,LORE
5354,CS5060,LORE
5356,CS5063B,LORE
5357,CS5107,SEVE
5358,CS5113,SEVE
5358,CS5117,SEVE
5359,CS5132,SEVE
5359,CS5129,SEVE
5360,CS5135,SEVE
5360,CS5090,SEVE
5360,CS5001,SEVE
5360,CS5089A,SEVE
5360,CS5089B,SEVE
5360,CS5135A,SEVE
5360,CS5089,SEVE
5361,CS5002,SEVE
5361,CS5003,SEVE
5361,CS5088A,SEVE
5361,CS5087,SEVE
5361,CS5087A,SEVE
5361,CS5088,SEVE
5365,CS5004,SEVE
5365,CS5005,SEVE
5366,CS5006,SEVE
5366,CS5007,SEVE
5367,CS5010,SEVE
5367,CS5009,SEVE
5367,CS5008,SEVE
5368,CS5013,SEVE
5368,CS5012,SEVE
5369,CS5014,SEVE
5369,CS5015,SEVE
5370,CS5017,SEVE
5370,CS5019,SEVE
5370,CS5018,SEVE
5371,CS5020,SEVE
5371,CS5021,SEVE
5372,CS5022,SEVE
5372,CS5038,SEVE
5372,CS5023,SEVE
5373,CS5025,SEVE
5373,CS5024,SEVE
5373,CS5037A,SEVE
5374,CS5026,SEVE
5374,CS5027,SEVE
5375,CS5040,SEVE
5375,CS5042,SEVE
5375,CS5041,SEVE
5377,CS5045,SEVE
5377,CS5046,SEVE
5377,CS5044,SEVE
5378,CS5047,SEVE
5379,CS5048,SEVE
5380,CS5049B,SEVE
5380,CS5049,SEVE
5380,CS5049A,SEVE
5381,CS5050,SEVE
5381,CS5051,SEVE
5383,CS4739,QUER
5383,CS4738A,QUER
5384,CS4741,QUER
5384,CS4742,QUER
5384,CS4740,QUER
5385,CS4737,QUER
5385,CS4738,QUER
5387,CS4736,QUER
5388,CS4735,QUER
5388,CS4726,QUER
5389,CS4725,QUER
5390,CS4723,QUER
5390,CS4722,QUER
5390,CS4720,QUER
5390,CS4721,QUER
5391,CS4944,QUER
5391,CS4943,QUER
5391,CS4945,QUER
5392,CS4942,QUER
5392,CS4941,QUER
5392,CS4942A,QUER
5393,CS4947,QUER
5393,CS4940,QUER
5394,CS4939,QUER
5395,CS4932,QUER
5395,CS4933,QUER
5396,CS4932B,QUER
5396,CS4937,QUER
5396,CS4931,QUER
5396,CS4937A,QUER
5397,CS4936,QUER
5397,CS4933A,QUER
5397,CS4934,QUER
5397,CS4935,QUER
5399,CS4955,QUER
5399,CS4957,QUER
5399,CS4956,QUER
5400,CS4958,QUER
5400,CS4959,QUER
5403,CS4980A,SEVE
5403,CS4999,SEVE
5403,CS4979,SEVE
5403,CS4979A,SEVE
5403,CS4979B,SEVE
5403,CS4980,SEVE
5403,CS5000,SEVE
5404,CS4982A,SEVE
5404,CS4982,SEVE
5405,CS4996A,SEVE
5407,CS4996,SEVE
5408,CS4995,SEVE
5408,CS4994,SEVE
5408,CS4993,SEVE
5409,CS4989,SEVE
5409,CS4992,SEVE
5409,CS4990,SEVE
5409,CS4991,SEVE
5410,CS4988,SEVE
5410,CS4986,SEVE
5410,CS4987,SEVE
5410,CS4987A,SEVE
5411,CS4985,SEVE
5412,CS4763,QUER
5412,CS4764,QUER
5412,CS4763A,QUER
5413,CS4749,QUER
5413,CS4748,QUER
5413,CS4751,QUER
5414,CS4743B,QUER
5415,CS4743,
5416,CS4744,QUER
5416,CS4747,QUER
5416,CS4743A,QUER
5416,CS4744A,QUER
5416,CS4745,QUER
5416,CS4745A,QUER
5417,CS4753,QUER
5417,CS4754,QUER
5417,CS4755,QUER
5417,CS4755A,QUER
5417,CS4752,QUER
5418,CS4758,QUER
5418,CS4756,QUER
5418,CS4757,QUER
5418,CS4758A,QUER
5419,CS4759,QUER
5419,CS4760,QUER
5420,CS4761,QUER
5420,CS4762,QUER
5421,CS4813,QUER
5421,CS4814,QUER
5422,CS4815,QUER
5422,CS4816,QUER
5422,CS4820,QUER
5422,CS4821,QUER
5422,CS4819,QUER
5422,CS4817,QUER
5423,CS4769,QUER
5423,CS4768,QUER
5424,CS4770,QUER
5425,CS4765A,QUER
5425,CS4766,QUER
5425,CS4767,QUER
5426,CS4765,QUER
5427,CS4773,QUER
5428,CS4772,QUER
5428,CS4771,QUER
5431,CS4928,QUER
5431,CS4927,QUER
5432,CS4923A,QUER
5432,CS4926,QUER
5432,CS4924,QUER
5432,CS4925,QUER
5432,CS4925A,QUER
5433,CS4919,QUER
5433,CS4920,QUER
5434,CS4918,QUER
5434,CS4915A,QUER
5434,CS4916,QUER
5434,CS4917,QUER
5435,CS4915,QUER
5435,CS4914,QUER
5435,CS4913,QUER
5436,CS4909,QUER
5436,CS4911,QUER
5436,CS4912,QUER
5436,CS4910,QUER
5438,CS4908,QUER
5439,CS4857,QUER
5439,CS4856,QUER
5440,CS4855,QUER
5440,CS4854,QUER
5440,CS4853,QUER
5441,CS4878,QUER
5441,CS4877,QUER
5442,CS4864,QUER
5442,CS4863A,QUER
5443,CS4867,QUER
5443,CS4870,QUER
5443,CS4865,QUER
5443,CS4869,QUER
5443,CS4868,QUER
5443,CS4866,QUER
5444,CS4879,QUER
5444,CS4879A,QUER
5444,CS4890C,QUER
5445,CS4895,QUER
5446,CS4885,QUER
5446,CS4886,QUER
5446,CS4884,QUER
5447,CS4802,QUER
5448,CS4800,QUER
5448,CS4798B,QUER
5448,CS4801,QUER
5449,CS4794B,QUER
5449,CS4798A,QUER
5449,CS4794,QUER
5450,CS4797,QUER
5450,CS4796B,QUER
5450,CS4795,QUER
5450,CS4798,QUER
5450,CS4796A,QUER
5450,CS4796,QUER
5451,CS4778,QUER
5452,CS5251,
5452,CS5252,
5453,CS5250,
5453,CS4852A,QUER
5453,CS4852,QUER
5453,CS4851B,QUER
5454,CS4851A,QUER
5454,CS4850,QUER
5455,CS4849,QUER
5456,CS4839,QUER
5456,CS4841,QUER
5456,CS4840,QUER
5457,CS4838,QUER
5457,CS4837,QUER
5457,CS4836,QUER
5457,CS4835,QUER
5458,CS4834,QUER
5458,CS4833,QUER
5459,CS4832,QUER
5459,CS4831,QUER
5460,CS4812A,QUER
5462,CS4812,QUER
5462,CS4811B,QUER
5466,CS4844,QUER
5466,CS4843,QUER
5466,CS4842,QUER
5467,CS4427,
5468,CS4426,QUER
5468,CS4777A,QUER
5469,CS4776,QUER
5469,CS4428,
5470,CS4429,
5470,CS4774,QUER
5470,CS4775,QUER
5471,CS4443,FILI
5472,CS4438,FILI
5472,CS4439,FILI
5472,CS4439B,FILI
5472,CS4443B,FILI
5472,CS4443A,FILI
5473,CS4440B,FILI
5473,CS4440,FILI
5473,CS4439C,FILI
5473,CS4440A,FILI
5474,CS4442,FILI
5475,CS4446,FILI
5475,CS4444,FILI
5475,CS4445,FILI
5475,CS4447,FILI
5476,CS4449,FILI
5476,CS4450,FILI
5477,CS4453,FILI
5477,CS4452,FILI
5477,CS4453A,FILI
5477,CS4451,FILI
5477,CS4452A,FILI
5478,CS4455,FILI
5478,CS4455A,FILI
5478,CS4454,FILI
5479,CS4457,FILI
5479,CS4456,FILI
5479,CS4458,FILI
5479,CS4459,FILI
5480,CS4461,FILI
5480,CS4462,FILI
5480,CS4460,FILI
5480,CS4462A,FILI
5483,CS4471,FILI
5483,CS4470,FILI
5484,CS4477A,FILI
5484,CS4477,FILI
5485,CS4476,FILI
5485,CS4472,FILI
5486,CS4474,FILI
5486,CS4473,FILI
5486,CS4473B,FILI
5486,CS4473A,FILI
5486,CS4475,FILI
5487,CS4467,FILI
5487,CS4465,FILI
5487,CS4464,FILI
5488,CS4485,FILI
5488,CS4482A,FILI
5488,CS4483,FILI
5488,CS4486,FILI
5488,CS4484,FILI
5488,CS4482,FILI
5490,CS4479,FILI
5490,CS4478,FILI
5491,CS4498,FILI
5491,CS4496,FILI
5491,CS4494,FILI
5491,CS4493,FILI
5491,CS4497,FILI
5491,CS4495,FILI
5491,CS4494A,FILI
5493,CS4500,FILI
5493,CS4500B,FILI
5493,CS4503,FILI
5493,CS4501,FILI
5493,CS4500A,FILI
5493,CS4502,FILI
5493,CS4499,FILI
5494,CS4505,FILI
5494,CS4506,FILI
5494,CS4504,FILI
5495,CS4488,FILI
5496,CS4508,FILI
5496,CS4507,FILI
5497,CS4510,FILI
5497,CS4487,FILI
5497,CS4487A,FILI
5498,CS4509A,FILI
5498,CS4510A,FILI
5498,CS4509,FILI
5500,CS4517,FILI
5500,CS4512,FILI
5500,CS4513,FILI
5500,CS4516,FILI
5500,CS4511B,FILI
5500,CS4519,FILI
5500,CS4514,FILI
5500,CS4514A,FILI
5500,CS4518,FILI
5501,CS4329A,FILI
5501,CS4330A,FILI
5502,CS4318,FILI
5502,CS4319,FILI
5504,CS4328,FILI
5504,CS4329,FILI
5505,CS4365,FILI
5506,CS4362B,FILI
5506,CS4363,FILI
5506,CS4362A,FILI
5506,CS4366,FILI
5506,CS4362,FILI
5506,CS4361,FILI
5507,CS4360,FILI
5507,CS4350,FILI
5509,CS4371A,FILI
5509,CS4371,FILI
5509,CS4370,FILI
5510,CS4332,FILI
5511,CS4341,FILI
5511,CS4336,FILI
5511,CS4341A,FILI
5512,CS4380A,FILI
5513,CS4380,FILI
5514,CS4373,FILI
5514,CS4374,FILI
5515,CS4375,FILI
5515,CS4376,FILI
5515,CS4384,FILI
5516,SP2805,FRAR
5516,SP2805A,FRAR
5516,SP2807,FRAR
5516,SP2806,FRAR
5516,SP2804,FRAR
5517,SP2812,FRAR
5517,SP2811C,FRAR
5517,SP2813,FRAR
5519,SC360C,MAGG
5519,SC421B,MAGG
5519,SC421A,MAGG
5519,SC422B,MAGG
5519,SC422C,MAGG
5519,SC360F,MAGG
5519,SC360G,MAGG
5519,SC422E,MAGG
5519,SC421C,MAGG
5519,SC360D,MAGG
5519,SC422,MAGG
5519,SC422A,MAGG
5519,SC360E,MAGG
5519,SC421D,MAGG
5519,SC422D,MAGG
5519,SC421,MAGG
5520,SM522,MARC
5520,SM521,MARC
5520,SM520,MARC
5520,SM526,MARC
5520,SM523,MARC
5520,SM525,MARC
5522,DD3753,PANT
5522,DD3754,PANT
5524,SM516A,MARC
5525,DD3752A,PANT
5527,SM515,MARC
5527,SM516,MARC
5528,DD3954,PANT
5528,DD3952,PANT
5528,DD3953,PANT
5530,DD3950,PANT
5530,DD3951,PANT
5530,DD3949,PANT
5531,SM473,MARC
5531,SM492,MARC
5531,SM473B,MARC
5531,SM472,MARC
5533,SM474,MARC
5533,SM476,MARC
5533,SM490,MARC
5533,SM475,MARC
5533,SM491,MARC
5533,SM489,MARC
5535,SM481,MARC
5535,SM487,MARC
5535,SM478,MARC
5535,SM480,MARC
5535,SM488,MARC
5535,SM477,MARC
5535,SM479,MARC
5537,SM484,MARC
5537,SM486,MARC
5537,SM496,MARC
5537,SM495,MARC
5537,SM498,MARC
5537,SM499,MARC
5537,SM501,MARC
5537,SM497,MARC
5537,SM485,MARC
5537,SM483,MARC
5537,SM500,MARC
5537,SM482,MARC
5538,DD3945,PANT
5538,DD3947,PANT
5538,DD3946,PANT
5538,DD3948,PANT
5540,SM493,MARC
5540,SM505,MARC
5540,SM494,MARC
5542,SC418,MAGG
5542,SC419,MAGG
5543,SM504,MARC
5544,DD3942,PANT
5544,DD3943,PANT
5545,SC416A,MAGG
5545,SC417,MAGG
5546,SM503,MARC
5546,SM503B,MARC
5547,DD3939,PANT
5547,DD3941,PANT
5547,DD3938,PANT
5547,DD3940,PANT
5548,SC416,MAGG
5549,SM458,MARC
5550,SM506,MARC
5551,SM506A,MARC
5552,SM456,MARC
5552,SM456A,MARC
5553,SM455,MARC
5553,SM453,MARC
5553,SM454,MARC
5555,SM514,MARC
5555,SM513,MARC
5555,SM510,MARC
5555,SM510A,MARC
5555,SM510B,MARC
5556,SM509,MARC
5556,SM507,MARC
5556,SM508,MARC
5557,CS5314,FAVA
5558,CS5318,FAVA
5560,CS5322,FAVA
5560,CS5321,FAVA
5561,CS5364,FAVA
5561,CS5363,FAVA
5562,CS5360,FAVA
5562,CS5362,FAVA
5562,CS5361,FAVA
5563,CS5359,FAVA
5563,CS5358,FAVA
5563,CS5355,FAVA
5563,CS5356,FAVA
5563,CS5357,FAVA
5564,CS5352,FAVA
5564,CS5351,FAVA
5565,CS5353,FAVA
5565,CS5354,FAVA
5566,CS5328,FAVA
5566,CS5332,FAVA
5566,CS5329,FAVA
5566,CS5330,FAVA
5566,CS5333,FAVA
5566,CS5327A,FAVA
5566,CS5331,FAVA
5567,CS5351A,FAVA
5567,CS5349,FAVA
5567,CS5350,FAVA
5568,CS5310,FAVA
5568,CS5311,FAVA
5568,CS5309,FAVA
5569,CS5308A,FAVA
5569,CS5306,FAVA
5569,CS5307,FAVA
5569,CS5308,FAVA
5570,CS5298A,FAVA
5570,CS5299,FAVA
5570,CS5298B,FAVA
5571,CS5298,FAVA
5571,CS5297,FAVA
5571,CS5296B,FAVA
5572,CS5291,FAVA
5572,CS5296,FAVA
5572,CS5290,FAVA
5572,CS5294,FAVA
5572,CS5295,FAVA
5572,CS5296A,FAVA
5572,CS5292,FAVA
5572,CS5293,FAVA
5573,CS5282,FAVA
5573,CS5280,FAVA
5573,CS5281,FAVA
5574,CS5278A,FAVA
5574,CS5275,FAVA
5574,CS5278,FAVA
5574,CS5277,FAVA
5574,CS5276,FAVA
5574,CS5279,FAVA
5575,CS5271B,FAVA
5575,CS5271A,FAVA
5575,CS5273,FAVA
5575,CS5272,FAVA
5575,CS5274,FAVA
5575,CS5274A,FAVA
5576,CS5269B,FAVA
5576,CS5267A,FAVA
5576,CS5268,FAVA
5576,CS5269,FAVA
5577,SM398,MARC
5577,SM399,MARC
5577,SM396,MARC
5577,SM399A,MARC
5577,SM397,MARC
5578,CS4419,
5579,CS4416,FILI
5580,CS4418,FILI
5581,CS4413,FILI
5581,CS4415,FILI
5582,SM379B,MARC
5582,SM340,MARC
5582,SM379C,MARC
5582,SM341,MARC
5582,SM340A,MARC
5582,SM338,MARC
5582,SM381,MARC
5582,SM380,MARC
5582,SM342,MARC
5582,SM339,MARC
5583,SM4296,LUCA
5584,SM4290,LUCA
5584,SM4291,LUCA
5585,SM4288,LUCA
5585,SM4289,LUCA
5585,SM4249,LUCA
5586,SM4291A,LUCA
5586,SM4292,LUCA
5586,SM4291B,LUCA
5587,SM4294,LUCA
5587,SM4247A,LUCA
5587,SM4247B,LUCA
5588,SM4286,LUCA
5588,SM4287,LUCA
5588,SM4285,LUCA
5589,SM4253,LUCA
5589,SM4250,LUCA
5589,SM4252,LUCA
5589,SM4251,LUCA
5589,SM4254,LUCA
5589,SM4255,LUCA
5589,SM4255A,LUCA
5589,SM4249A,LUCA
5589,SM4257,LUCA
5590,SM4284,LUCA
5591,SM4283A,LUCA
5592,SM4260B,LUCA
5592,SM4282A,LUCA
5592,SM4282,LUCA
5592,SM4260A,LUCA
5593,SP2811B,FRAR
5593,SP2811,FRAR
5593,SP2811A,FRAR
5593,SP2810,FRAR
5594,SM4259,LUCA
5595,SM4261,LUCA
5596,SM4278,LUCA
5596,SM4279,LUCA
5597,SM4277,LUCA
5597,SM4263,LUCA
5597,SM4274,LUCA
5597,SM4275,LUCA
5597,SM4276,LUCA
5597,SM4262,LUCA
5598,SM4272,LUCA
5598,SM4271,LUCA
5598,SM4264,LUCA
5598,SM4264A,LUCA
5598,SM4273,LUCA
5599,SM4333,LUCA
5600,SM4319,LUCA
5600,SM4332B,LUCA
5600,SM4332A,LUCA
5600,SM4319A,LUCA
5600,SM4331,LUCA
5600,SM4331A,LUCA
5600,SM4332,LUCA
5601,SM4320,LUCA
5602,SM4330,LUCA
5603,SM4347,LUCA
5604,SM4346,LUCA
5604,SM4345,LUCA
5604,SM4334,LUCA
5604,SM4346A,LUCA
5605,SM4334A,LUCA
5605,SM4338,LUCA
5605,SM4339,LUCA
5605,SM4340,LUCA
5605,SM4344,LUCA
5606,SM4335A,LUCA
5606,SM4336,LUCA
5606,SM4335,LUCA
5606,SM4337,LUCA
5607,SM4342,LUCA
5607,SM4341,LUCA
5607,SM4343A,LUCA
5608,SM4473,LUCA
5608,SM4476B,LUCA
5608,SM4476C,LUCA
5608,SM4476A,LUCA
5608,SM4474,LUCA
5608,SM4476,LUCA
5608,SM4475,LUCA
5609,SM4432,LUCA
5609,SM4432A,LUCA
5609,SM4486,LUCA
5609,SM4485A,LUCA
5609,SM4487,LUCA
5609,SM4487B,LUCA
5609,SM4487C,LUCA
5609,SM4430,LUCA
5609,SM4433,LUCA
5609,SM4485,LUCA
5609,SM4426,LUCA
5609,SM4431,LUCA
5609,SM4434,LUCA
5609,SM4486A,LUCA
5609,SM4424,LUCA
5609,SM4487A,LUCA
5609,SM4425,LUCA
5610,SM4456A,LUCA
5610,SM4457,LUCA
5610,SM4456,LUCA
5610,SM4458,LUCA
5611,SM4375A,LUCA
5611,SM4375B,LUCA
5611,SM4376,LUCA
5611,SM4375,LUCA
5612,SM4423A,LUCA
5612,SM4488A,LUCA
5613,SM4510A,LUCA
5613,SM4514,LUCA
5613,SM4510,LUCA
5614,SM4518A,LUCA
5614,SM4518,LUCA
5614,SM4518B,LUCA
5615,SM4523,LUCA
5616,SM4680,LUCA
5616,SM4520,LUCA
5616,SM4522,LUCA
5616,SM4521,LUCA
5616,SM4679,LUCA
5616,SM4678,LUCA
5616,SM4681,LUCA
5617,SM4683,LUCA
5617,SM4682,LUCA
5618,SM4692,LUCA
5618,SM4699,LUCA
5618,SM4700,LUCA
5619,SM4696A,LUCA
5619,SM4695,LUCA
5620,SM4690A,LUCA
5620,SM4691A,LUCA
5620,SM4691,LUCA
5621,SM4689,LUCA
5621,SM4690,LUCA
5622,SM4687,LUCA
5622,SM4685,LUCA
5622,SM4688,LUCA
5622,SM4684,LUCA
5622,SM4686,LUCA
5623,SM1009A,GALL
5623,SM1010,GALL
5623,SM1011,GALL
5623,SM1010A,GALL
5623,SM1009,GALL
5624,SM1014,GALL
5624,SM1016,GALL
5624,SM1012,GALL
5624,SM1017,GALL
5624,SM1015,GALL
5624,SM1013,GALL
5625,SM1018,GALL
5625,SM1019,GALL
5626,SM1020,GALL
5626,SM1021,GALL
5627,SM1022,GALL
5627,SM1026,GALL
5627,SM1025,GALL
5627,SM1023,GALL
5627,SM1024,GALL
5627,SM1027,GALL
5628,SM1028,GALL
5628,SM1029,GALL
5629,SM1030A,GALL
5629,SM1030,GALL
5630,SM1031,GALL
5630,SM1031A,GALL
5631,SM1044,GALL
5631,SM1042,GALL
5631,SM1045,GALL
5631,SM1041A,GALL
5631,SM1043,GALL
5631,SM1046,GALL
5632,SM1050,GALL
5632,SM1053,GALL
5632,SM1048A,GALL
5632,SM1056,GALL
5632,SM1052A,GALL
5632,SM1049,GALL
5632,SM1054,GALL
5632,SM1055,GALL
5632,SM1051,GALL
5632,SM1052,GALL
5632,SM1053B,GALL
5632,SM1048,GALL
5632,SM1053A,GALL
5633,SM984,GALL
5633,SM985,GALL
5633,SM994,GALL
5634,SM1059A,GALL
5634,SM1060,GALL
5634,SM1061,GALL
5634,SM1063,GALL
5634,SM1062,GALL
5634,SM1065,GALL
5634,SM1060A,GALL
5634,SM1059,GALL
5635,SM1073,GALL
5635,SM1066,GALL
5635,SM1071,GALL
5635,SM1072,GALL
5635,SM1066A,GALL
5636,SM926A,GALL
5636,SM924,GALL
5636,SM923,GALL
5636,SM925,GALL
5636,SM922,GALL
5636,SM982,GALL
5636,SM926,GALL
5637,SM980,GALL
5637,SM979,GALL
5637,SM981,GALL
5638,SM978,GALL
5639,SM974,GALL
5639,SM977,GALL
5639,SM976,GALL
5639,SM975,GALL
5640,SM963A,GALL
5641,SM949B,GALL
5641,SM949A,GALL
5641,SM972,GALL
5641,SM972A,GALL
5641,SM949,GALL
5642,SM951C,GALL
5642,SM952,GALL
5643,SM791,GALL
5643,SM797,GALL
5643,SM791A,GALL
5643,SM796,GALL
5643,SM797A,GALL
5643,SM793,GALL
5643,SM792,GALL
5643,SM798,GALL
5644,SM806,GALL
5644,SM808A,GALL
5644,SM807,GALL
5644,SM805,GALL
5645,SM802,GALL
5645,SM804,GALL
5645,SM800,GALL
5645,SM800A,GALL
5645,SM801,GALL
5645,SM803,GALL
5646,SM812A,GALL
5646,SM812,GALL
5647,SM813,GALL
5647,SM814,GALL
5648,SM229,MARC
5648,SM790A,MARC
5648,SM230,MARC
5648,SM790,MARC
5649,SM228,MARC
5650,SM207,MARC
5650,SM206B,MARC
5651,SM236,MARC
5651,SM701,MARC
5651,SM238,MARC
5651,SM237,MARC
5651,SM240,MARC
5651,SM700A,MARC
5651,SM235,MARC
5651,SM234A,MARC
5651,SM234,MARC
5652,SM696,MARC
5652,SM699,MARC
5652,SM240A,MARC
5652,SM240B,MARC
5652,SM697,MARC
5652,SM241,MARC
5652,SM698,MARC
5652,SM700,MARC
5653,SM694,MARC
5653,SM244,MARC
5653,SM695,MARC
5654,SM245,MARC
5654,SM693,MARC
5655,SM688,MARC
5655,SM689,MARC
5655,SM687,MARC
5656,SM283,MARC
5656,SM281,MARC
5656,SM282,MARC
5657,SM280,MARC
5657,SM279,MARC
5657,SM278,MARC
5658,SM680,MARC
5658,SM679,MARC
5659,SM608,MARC
5659,SM607,MARC
5660,SM615,MARC
5660,SM614,MARC
5660,SM615A,MARC
5661,SM674,MARC
5661,SM675,MARC
5661,SM673,MARC
5661,SM672,MARC
5662,SM646,MARC
5662,SM648,MARC
5662,SM647,MARC
5662,SM645,MARC
5663,SM635,MARC
5663,SM634,MARC
5664,SM638,MARC
5664,SM636,MARC
5664,SM637,MARC
5665,SM632,MARC
5665,SM631,MARC
5665,SM633,MARC
5666,SM665,MARC
5666,SM666,MARC
5667,SM663,MARC
5667,SM662,MARC
5668,SM658,MARC
5668,SM661,MARC
5668,SM659,MARC
5668,SM660,MARC
5669,SM362,MARC
5669,SM364,MARC
5669,SM363,MARC
5669,SM365,MARC
5670,SM358,MARC
5670,SM367B,MARC
5670,SM367,MARC
5670,SM367A,MARC
5670,SM359,MARC
5670,SM358A,MARC
5670,SM357A,MARC
5670,SM366,MARC
5671,SM247,MARC
5671,SM246,MARC
5672,SM368,MARC
5672,SM357B,MARC
5672,SM356,MARC
5672,SM369,MARC
5672,SM354,MARC
5672,SM355,MARC
5673,SM370,MARC
5673,SM353,MARC
5673,SM370A,MARC
5674,SM372,MARC
5674,SM371,MARC
5676,SM376,MARC
5676,SM349,MARC
5676,SM351,MARC
5676,SM375,MARC
5676,SM374,MARC
5676,SM373,MARC
5676,SM350,MARC
5676,SM352,MARC
5677,SM446,MARC
5677,SM449,MARC
5677,SM445,MARC
5677,SM450,MARC
5677,SM443,MARC
5677,SM447,MARC
5677,SM444,MARC
5677,SM448,MARC
5678,SM426,MARC
5678,SM428,MARC
5678,SM424,MARC
5678,SM425,MARC
5679,SM418,MARC
5679,SM419,MARC
5679,SM420,MARC
5680,SM416,MARC
5680,SM429,MARC
5681,SM430,MARC
5681,SM413,MARC
5681,SM411A,MARC
5681,SM414,MARC
5681,SM412,MARC
5681,SM415,MARC
5682,SM400,MARC
5682,SM403,MARC
5682,SM401,MARC
5684,SM407,MARC
5684,SM405,MARC
5684,SM408,MARC
5684,SM411,MARC
5684,SM404,MARC
5684,SM406,MARC
5684,SM404A,MARC
5684,SM409,MARC
5684,SM410,MARC
5685,SM4621,LUCA
5685,SM4620,LUCA
5685,SM4619,LUCA
5686,SM4633,LUCA
5686,SM4628A,LUCA
5686,SM4632B,LUCA
5686,SM4636,LUCA
5686,SM4632A,LUCA
5686,SM4635,LUCA
5686,SM4634B,LUCA
5686,SM4629,LUCA
5687,SM4638,LUCA
5687,SM4637,LUCA
5688,SM4644,LUCA
5688,SM4644B,LUCA
5688,SM4643,LUCA
5688,SM4644A,LUCA
5688,SM4645,LUCA
5688,SM4642,LUCA
5689,SM4646,LUCA
5689,SM4650B,LUCA
5689,SM4651A,LUCA
5690,SM4650,LUCA
5690,SM4650A,LUCA
5690,SM4648,LUCA
5690,SM4647,LUCA
5691,SM4657A,LUCA
5691,SM4609,LUCA
5691,SM4658,LUCA
5691,SM4657,LUCA
5692,SM4605B,LUCA
5692,SM4652A,LUCA
5694,SM4782,LUCA
5694,SM4783,LUCA
5695,SM4781,LUCA
5696,SM4759,LUCA
5696,SM4771,LUCA
5696,SM4769,LUCA
5697,SM4772,LUCA
5697,SM4773,LUCA
5697,SM4762A,LUCA
5697,SM4762,LUCA
5697,SM4761,LUCA
5697,SM4760,LUCA
5698,SM4775,LUCA
5698,SM4776,LUCA
5698,SM4763,LUCA
5699,SM4805,BORT
5699,SM4806,BORT
5700,SM4800A,BORT
5700,SM4800,BORT
5700,SM4800B,BORT
5701,SM4814,BORT
5701,SM4812,BORT
5701,SM4810,BORT
5701,SM4811,BORT
5701,SM4813,BORT
5701,SM4810A,BORT
5701,SM4818,BORT
5701,SM4810B,BORT
