TARGET_FID_12_13,Join_Count,TARGET_FID_1,Full_sesti,Codice_1
14540,1,44056,DD2627A,BARN
14540,1,65975,DD2627B,BARN
14541,1,44493,CS5667,FAVA
14541,1,78591,CS5667A,FAVA
14542,1,46645,CS3572,BRAG
14542,1,48159,CS3573,BRAG
14543,1,77765,DD2627C,BARN
14544,1,44473,CS5668A,FAVA
14544,1,78585,CS5668,FAVA
14545,1,46644,CS3570,BRAG
14546,1,44030,DD2632C,BARN
14546,1,84421,DD2632G,BARN
14547,1,78594,CS5676A,FAVA
14547,1,44497,CS5676,FAVA
14548,1,67096,CS5675,FAVA
14548,1,67089,CS5673,FAVA
14548,1,81241,CS5674,FAVA
14550,1,73343,CS3567,BRAG
14550,1,46640,CS3561,BRAG
14550,1,47824,CS3562,BRAG
14552,1,46636,CS3559,BRAG
14552,1,46634,CS3558,BRAG
14552,1,73295,CS3569,BRAG
14552,1,46638,CS3560,BRAG
14553,1,44665,DD1595,CARM
14553,1,44669,DD1596,CARM
14554,1,44316,CS5637A,FAVA
14555,1,46641,CS3553,BRAG
14555,1,46639,CS3554,BRAG
14556,1,44673,DD1597,CARM
14557,1,80295,SM5146,BORT
14557,1,80296,SM5148,BORT
14557,1,54067,SM5098,BORT
14557,1,65940,SM5140,BORT
14557,1,54034,SM5149,BORT
14557,1,54025,SM5141,BORT
14557,1,54031,SM5147,BORT
14557,1,76441,SM5097A,BORT
14558,1,46637,CS3555,BRAG
14558,1,46635,CS3556,BRAG
14558,1,78844,CS3529,BRAG
14558,1,78847,CS3557,BRAG
14560,1,54028,SM5145,BORT
14560,1,78210,SM5142,BORT
14560,1,74431,SM5143,BORT
14561,2,46616,CS3531,BRAG
14561,2,78832,CS3530,BRAG
14562,1,43837,DD1714,SEBA
14562,1,43831,DD1715,SEBA
14562,1,43841,DD1713,SEBA
14563,2,80327,SM5411,BORT
14563,2,80326,SM5412,BORT
14563,2,54265,SM5410,BORT
14564,1,47825,CS3552A,BRAG
14564,1,47842,CS3548,BRAG
14564,1,47837,CS3549,BRAG
14564,1,47826,CS3552,BRAG
14564,1,78867,CS3550,BRAG
14564,1,47841,CS3549A,BRAG
14565,1,54242,SM5428,BORT
14565,1,54228,SM5416,BORT
14565,1,54231,SM5417,BORT
14565,1,54235,SM5418,BORT
14565,1,54238,SM5419,BORT
14565,1,80319,SM5429,BORT
14566,2,43870,DD1708,SEBA
14567,1,47641,CS3866,BRAG
14567,1,47640,CS3865,BRAG
14567,1,75499,CS3951A,BRAG
14568,1,80325,SM5413,BORT
14568,1,54257,SM5414,BORT
14568,1,54225,SM5414A,BORT
14569,2,43875,DD1706,SEBA
14569,2,73668,DD1707,SEBA
14570,1,47644,CS3951,BRAG
14571,1,74439,SM5472,BORT
14572,1,71503,DD2602,CARM
14572,1,44476,DD2603,CARM
14573,1,47642,CS3946A,BRAG
14574,1,54213,SM5476,BORT
14574,1,54208,SM5474,BORT
14574,1,54210,SM5475,BORT
14574,1,54205,SM5473,BORT
14575,1,44480,DD2601,CARM
14576,2,47628,CS3877,BRAG
14576,2,47627,CS3876,BRAG
14576,2,78084,CS3872,BRAG
14576,2,47637,CS3873,BRAG
14577,1,54397,SM5500,BORT
14577,1,54400,SM5499,BORT
14578,1,44490,DD2599,CARM
14578,1,44484,DD2600,CARM
14579,2,47629,CS3878,BRAG
14579,2,78066,CS3879,BRAG
14580,1,54418,SM5492,BORT
14580,1,54415,SM5491A,BORT
14580,1,54421,SM5492B,BORT
14580,1,72861,SM5491,BORT
14582,2,78075,CS3883,BRAG
14582,2,47631,CS3885,BRAG
14582,2,80073,CS3884,BRAG
14583,1,75213,SM5503,BORT
14583,1,54390,SM5504,BORT
14585,2,47633,CS3888,BRAG
14585,2,47632,CS3886,BRAG
14585,2,80074,CS3887,BRAG
14586,1,54391,SM5502,BORT
14586,1,54394,SM5501,BORT
14587,2,47634,CS3889,BRAG
14587,2,78078,CS3890,BRAG
14588,1,44657,DD2547,CARM
14590,2,47869,CS3783,BRAG
14590,2,68259,CS3906,BRAG
14590,2,47868,CS3906A,BRAG
14590,2,76240,CS3909,BRAG
14590,2,76244,CS3908,BRAG
14590,2,78214,CS3904,BRAG
14590,2,73324,CS3905,BRAG
14590,2,76248,CS3907,BRAG
14591,1,44653,DD2547A,CARM
14593,2,78211,CS3902A,BRAG
14593,2,47863,CS3902,BRAG
14593,2,47862,CS3902B,BRAG
14593,2,47864,CS3903,BRAG
14595,1,74423,SM5103,BORT
14595,1,74421,SM5102,BORT
14595,1,74420,SM5101,BORT
14595,1,74425,SM5103A,BORT
14596,1,47653,CS3917,BRAG
14597,1,44642,DD2551,CARM
14598,1,54017,SM5134,BORT
14598,1,80292,SM5130,BORT
14598,1,80293,SM5131,BORT
14598,1,80294,SM5132,BORT
14598,1,54014,SM5129,BORT
14598,1,80290,SM5127,BORT
14598,1,80291,SM5128,BORT
14598,1,78202,SM5133,BORT
14599,1,47655,CS3917A,BRAG
14600,1,44649,DD2548,CARM
14600,1,73978,DD2549,CARM
14600,1,73977,DD2550,CARM
14601,2,54576,SM5335,BORT
14601,2,54579,SM5322,BORT
14601,2,54447,SM5338,BORT
14601,2,54573,SM5336,BORT
14601,2,83203,SM5365A,BORT
14601,2,83200,SM5318,BORT
14601,2,54481,SM5355,BORT
14601,2,54467,SM5361,BORT
14601,2,54461,SM5364,BORT
14601,2,54464,SM5362,BORT
14601,2,54458,SM5365,BORT
14601,2,79178,SM5357A,BORT
14601,2,74446,SM5357B,BORT
14601,2,54487,SM5358B,BORT
14601,2,54484,SM5356,BORT
14601,2,54455,SM5317,BORT
14601,2,54450,SM5337,BORT
14601,2,80335,SM5317A,BORT
14601,2,80334,SM5319,BORT
14601,2,77375,SM5353,BORT
14601,2,74448,SM5358,BORT
14601,2,79184,SM5358A,BORT
14601,2,74445,SM5357,BORT
14601,2,54477,SM5359,BORT
14601,2,65934,SM5354,BORT
14601,2,54474,SM5360,BORT
14601,2,54469,SM5352,BORT
14601,2,54452,SM5320,BORT
14601,2,80333,SM5321,BORT
14602,2,78110,CS3918,BRAG
14602,2,47661,CS3931,BRAG
14602,2,47662,CS3930,BRAG
14602,2,78119,CS3919,BRAG
14603,1,44677,DD1598,CARM
14604,2,80468,SM5375,BORT
14604,2,80338,SM5372,BORT
14604,2,80340,SM5376,BORT
14604,2,80339,SM5374,BORT
14604,2,54501,SM5373,BORT
14605,2,47663,CS3929,BRAG
14605,2,47664,CS3920,BRAG
14605,2,47665,CS3928,BRAG
14605,2,78249,CS3921,BRAG
14606,1,44685,DD1599,CARM
14607,1,80337,SM5371,BORT
14607,1,54498,SM5370,BORT
14608,2,49043,CS3925,BRAG
14608,2,47666,CS3927,BRAG
14608,2,49051,CS3924,BRAG
14608,2,73383,CS3926,BRAG
14609,2,75305,DD1889,NICO
14609,2,38377,DD1888,NICO
14610,1,72913,SM5272,BORT
14610,1,65942,SM5271,BORT
14611,1,76152,CS3950,BRAG
14611,1,47643,CS3946,BRAG
14611,1,76148,CS3949,BRAG
14611,1,76131,CS3947,BRAG
14611,1,76144,CS3948,BRAG
14612,2,38379,DD1891,NICO
14612,2,38378,DD1890,NICO
14615,1,72655,DD1876,NICO
14615,1,67485,DD1904G,NICO
14615,1,67491,DD1877,NICO
14617,1,74490,SM5090,BORT
14617,1,56869,SM5091,BORT
14618,1,67486,DD1904F,NICO
14618,1,72654,DD1878,NICO
14619,2,47652,CS3940,BRAG
14620,2,54535,5324,
14620,2,54545,5327,
