TARGET_FID_12_13,full_alias,short_alias
702,CN-ORME-A-073,ORME-073
703,CN-SENS-A-100,SENS-100
704,CN-SENS-A-015,SENS-015
705,CN-SENS-A-099,SENS-099
706,CN-SENS-A-016,SENS-016
707,CN-SENS-A-017,SENS-017
708,CN-SENS-A-018,SENS-018
709,CN-SENS-B-069,SENS-069
710,CN-SENS-B-068,SENS-068
711,CN-SENS-B-067,SENS-067
712,CN-SENS-B-066,SENS-066
713,CN-SENS-B-019,SENS-019
714,CN-SENS-B-021,SENS-021
715,CN-SENS-B-065,SENS-065
716,CN-SENS-B-064,SENS-064
717,CN-SENS-B-022,SENS-022
718,CN-SENS-B-063,SENS-063
719,CN-SENS-B-023,SENS-023
720,CN-SENS-C-001,SENS-001
721,CN-SENS-C-002,SENS-002
722,CN-SENS-C-008,SENS-008
723,CN-SENS-C-007,SENS-007
724,CN-SENS-C-006,SENS-006
725,CN-SENS-C-103,SENS-103
726,CN-SENS-C-003,SENS-003
727,CN-SENS-C-004,SENS-004
728,CN-SENS-C-005,SENS-005
729,CN-SENS-C-009,SENS-009
730,CN-SENS-D-011,SENS-011
731,CN-SENS-D-101,SENS-101
732,CN-SENS-A-012,SENS-012
733,CN-SENS-A-013,SENS-013
734,CN-SENS-A-014,SENS-014
735,CN-ALVI-A-005,ALVI-005
736,CN-ALVI-A-006,ALVI-006
737,CN-ALVI-A-007,ALVI-007
738,CN-ALVI-A-008,ALVI-008
739,CN-ALVI-A-014,ALVI-014
740,CN-ALVI-A-018,ALVI-018
741,CN-GIRO-D-124,GIRO-124
742,CN-ALVI-A-064,ALVI-064
743,CN-GIRO-G-122,GIRO-122
744,CN-GIRO-G-085,GIRO-085
745,CN-GIRO-I-096,GIRO-096
746,CN-ALVI-A-017,ALVI-017
747,CN-SENS-B-020,SENS-020
748,CN-GIRO-C-053,GIRO-053
749,CN-LEON-T-631,LEON-631
750,CN-GIRO-F-091,GIRO-091
751,CN-GIRO-G-070,GIRO-070
752,CN-ALVI-B-067,ALVI-067
753,CN-ALVI-B-061,ALVI-061
754,CN-ALVI-B-062,ALVI-062
755,CN-ALVI-B-069,ALVI-069
756,CN-ALVI-B-056,ALVI-056
757,CN-ALVI-B-055,ALVI-055
758,CN-ALVI-C-074,ALVI-074
759,CN-ALVI-B-054,ALVI-054
760,CN-ALVI-B-053,ALVI-053
761,CN-ALVI-B-057,ALVI-057
762,CN-ALVI-B-052,ALVI-052
763,CN-ALVI-B-058,ALVI-058
764,CN-ALVI-D-051,ALVI-051
765,CN-ALVI-C-071,ALVI-071
766,CN-ALVI-E-073,ALVI-073
767,CN-ALVI-F-072,ALVI-072
768,CN-ALVI-G-070,ALVI-070
769,CN-ALVI-H-044,ALVI-044
770,CN-ALVI-I-043,ALVI-043
771,CN-ALVI-J-029,ALVI-029
772,CN-ALVI-J-028,ALVI-028
773,CN-ALVI-J-027,ALVI-027
774,CN-ALVI-K-031,ALVI-031
775,CN-ALVI-L-026,ALVI-026
776,CN-ALVI-L-025,ALVI-025
777,CN-ALVI-A-024,ALVI-024
778,CN-ALVI-A-023,ALVI-023
779,CN-ALVI-A-022,ALVI-022
780,CN-ALVI-A-021,ALVI-021
781,CN-ALVI-M-042,ALVI-042
782,CN-ALVI-M-035,ALVI-035
783,CN-ALVI-N-034,ALVI-034
784,CN-ALVI-N-033,ALVI-033
785,CN-ALVI-N-036,ALVI-036
786,CN-ALVI-N-037,ALVI-037
787,CN-ALVI-N-041,ALVI-041
788,CN-ORTO-A-004,ORTO-004
789,CN-ORTO-A-098,ORTO-098
790,CN-ORTO-A-097,ORTO-097
791,CN-ORTO-A-005,ORTO-005
792,CN-ORTO-A-003,ORTO-003
793,CN-ORTO-A-111,ORTO-111
794,CN-ORTO-A-110,ORTO-110
795,CN-ORTO-A-008,ORTO-008
796,CN-ORTO-A-006,ORTO-006
797,CN-ORTO-A-096,ORTO-096
798,CN-ORTO-A-010,ORTO-010
799,CN-ORTO-A-009,ORTO-009
800,CN-ORTO-A-011,ORTO-011
801,CN-ORTO-A-013,ORTO-013
802,CN-ORTO-A-012,ORTO-012
803,CN-ORTO-A-095,ORTO-095
804,CN-ORTO-B-018,ORTO-018
805,CN-ORTO-B-019,ORTO-019
806,CN-ORTO-B-021,ORTO-021
807,CN-ORTO-B-022,ORTO-022
808,CN-ORTO-B-023,ORTO-023
809,CN-ORTO-B-027,ORTO-027
810,CN-ORTO-A-028,ORTO-028
811,CN-ORTO-A-029,ORTO-029
812,CN-ORTO-A-093,ORTO-093
813,CN-ORTO-A-092,ORTO-092
814,CN-ORTO-A-099,ORTO-099
815,CN-ORTO-A-100,ORTO-100
816,CN-ORTO-A-101,ORTO-101
817,CN-ORTO-A-091,ORTO-091
818,CN-ORTO-C-030,ORTO-030
819,CN-ORTO-C-088,ORTO-088
820,CN-ORTO-D-089,ORTO-089
821,CN-ORTO-C-090,ORTO-090
822,CN-ORTO-C-031,ORTO-031
823,CN-ORTO-C-085,ORTO-085
824,CN-ORTO-C-080,ORTO-080
825,CN-ORTO-C-102,ORTO-102
826,CN-ORTO-C-077,ORTO-077
827,CN-ORTO-E-063,ORTO-063
828,CN-ORTO-E-061,ORTO-061
829,CN-ORTO-E-071,ORTO-071
830,CN-ORTO-E-057,ORTO-057
831,CN-ORTO-E-055,ORTO-055
832,CN-ORTO-E-058,ORTO-058
833,CN-ORTO-E-059,ORTO-059
834,CN-ORTO-C-066,ORTO-066
835,CN-ORME-A-068,ORME-068
836,CN-ORME-A-069,ORME-069
837,CN-ORME-A-070,ORME-070
838,CN-ORME-A-025,ORME-025
839,CN-ORME-A-023,ORME-023
840,CN-ORME-A-022,ORME-022
841,CN-ORME-A-019,ORME-019
842,CN-SENS-B-072,SENS-072
843,CN-SENS-B-073,SENS-073
844,CN-SENS-B-031,SENS-031
845,CN-SENS-B-032,SENS-032
846,CN-SENS-B-033,SENS-033
847,CN-SENS-B-037,SENS-037
848,CN-SENS-B-038,SENS-038
849,CN-SENS-B-041,SENS-041
850,CN-SENS-B-042,SENS-042
851,CN-SENS-E-077,SENS-077
852,CN-SENS-B-076,SENS-076
853,CN-SENS-B-046,SENS-046
854,CN-SENS-B-049,SENS-049
855,CN-SENS-B-050,SENS-050
856,CN-SENS-B-074,SENS-074
857,CN-SENS-B-052,SENS-052
858,CN-SENS-F-085,SENS-085
859,CN-SENS-F-086,SENS-086
860,CN-SENS-F-087,SENS-087
861,CN-SENS-F-092,SENS-092
862,CN-SENS-F-098,SENS-098
863,CN-SENS-F-097,SENS-097
864,CN-SENS-G-095,SENS-095
865,CN-SENS-G-082,SENS-082
866,CN-SENS-G-096,SENS-096
867,CN-SENS-G-079,SENS-079
868,CN-BRAZ-A-045,BRAZ-045
869,CN-BRAZ-A-003,BRAZ-003
870,CN-BRAZ-A-002,BRAZ-002
871,CN-BRAZ-A-044,BRAZ-044
872,CN-BRAZ-A-043,BRAZ-043
873,CN-BRAZ-A-004,BRAZ-004
874,CN-BRAZ-B-040,BRAZ-040
875,CN-BRAZ-B-039,BRAZ-039
876,CN-BRAZ-B-034,BRAZ-034
877,CN-ALVI-B-060,ALVI-060
878,CN-ALVI-K-032,ALVI-032
879,CN-ALVI-N-038,ALVI-038
880,CN-ALVI-N-039,ALVI-039
881,CN-SENS-B-051,SENS-051
882,CN-SENS-B-035,SENS-035
883,CN-SENS-B-036,SENS-036
884,CN-SENS-G-080,SENS-080
885,CN-SENS-G-081,SENS-081
886,CN-SENS-F-088,SENS-088
887,CN-ORME-A-021,ORME-021
888,CN-ORME-A-020,ORME-020
889,CN-ORME-A-024,ORME-024
890,CN-BRAZ-B-036,BRAZ-036
891,CN-ORTO-A-002,ORTO-002
892,CN-ORTO-C-084,ORTO-084
893,CN-ORTO-C-083,ORTO-083
894,CN-ORTO-C-082,ORTO-082
895,CN-ORTO-C-064,ORTO-064
896,CN-ORTO-C-079,ORTO-079
897,CN-ORTO-E-078,ORTO-078
898,CN-ORTO-E-076,ORTO-076
899,CN-ORTO-E-062,ORTO-062
900,CN-ORTO-E-054,ORTO-054
901,CN-ORTO-C-056,ORTO-056
902,CN-ORTO-C-065,ORTO-065
903,CN-ALVI-O-068,ALVI-068
904,CN-ORTO-C-081,ORTO-081
905,CN-ORTO-C-086,ORTO-086
906,CN-SENS-B-053,SENS-053
907,CN-SENS-G-078,SENS-078
908,CN-ORTO-E-051,ORTO-051
909,CN-ORTO-E-052,ORTO-052
910,CN-ORTO-E-050,ORTO-050
911,CN-ORTO-C-107,ORTO-107
912,CN-ORTO-C-106,ORTO-106
913,CN-MACE-D-069,MACE-069
914,CN-MACE-D-071,MACE-071
915,CN-MACE-D-073,MACE-073
916,CN-MACE-D-075,MACE-075
917,CN-MACE-B-068,MACE-068
918,CN-MACE-B-067,MACE-067
919,CN-MACE-D-076,MACE-076
920,CN-MACE-B-063,MACE-063
921,CN-MACE-B-064,MACE-064
922,CN-MACE-B-065,MACE-065
923,CN-MACE-C-099,MACE-099
924,CN-MACE-C-096,MACE-096
925,CN-MACE-C-095,MACE-095
926,CN-MACE-E-088,MACE-088
927,CN-MACE-E-089,MACE-089
928,CN-MACE-E-077,MACE-077
929,CN-MACE-F-124,MACE-124
930,CN-MACE-G-090,MACE-090
931,CN-MACE-H-091,MACE-091
932,CN-MACE-I-123,MACE-123
933,CN-MACE-E-125,MACE-125
934,CN-MACE-E-007,MACE-007
935,CN-MACE-E-010,MACE-010
936,CN-MACE-E-011,MACE-011
937,CN-MACE-C-156,MACE-156
938,CN-MACE-C-157,MACE-157
939,CN-MACE-C-101,MACE-101
940,CN-MACE-C-102,MACE-102
941,CN-MACE-C-103,MACE-103
942,CN-MACE-C-113,MACE-113
943,CN-MACE-C-114,MACE-114
944,CN-MACE-J-162,MACE-162
945,CN-MACE-J-115,MACE-115
946,CN-MACE-J-116,MACE-116
947,CN-MACE-J-117,MACE-117
948,CN-GIOB-C-001,GIOB-001
949,CN-GIOB-B-034,GIOB-034
950,CN-GIOB-B-002,GIOB-002
951,CN-GIOB-B-033,GIOB-033
952,CN-MACE-A-018,MACE-018
953,CN-MACE-A-019,MACE-019
954,CN-MACE-A-020,MACE-020
955,CN-MACE-A-021,MACE-021
956,CN-MACE-A-024,MACE-024
957,CN-MACE-K-056,MACE-056
958,CN-MACE-A-055,MACE-055
959,CN-MACE-A-047,MACE-047
960,CN-MACE-A-050,MACE-050
961,CN-MACE-A-052,MACE-052
962,CN-MACE-A-054,MACE-054
963,CN-MACE-A-053,MACE-053
964,CN-MACE-J-118,MACE-118
965,CN-MACE-J-119,MACE-119
966,CN-MACE-J-093,MACE-093
967,CN-MACE-J-092,MACE-092
968,CN-MACE-J-120,MACE-120
969,CN-MACE-J-122,MACE-122
970,CN-MACE-J-051,MACE-051
971,CN-GIOB-B-003,GIOB-003
972,CN-GIOB-D-021,GIOB-021
973,CN-GIOB-B-025,GIOB-025
974,CN-GIOB-B-004,GIOB-004
975,CN-GIOB-B-036,GIOB-036
976,CN-GIOB-B-035,GIOB-035
977,CN-GIOB-B-005,GIOB-005
978,CN-GIOB-B-020,GIOB-020
979,CN-GIOB-B-019,GIOB-019
980,CN-GIOB-B-037,GIOB-037
981,CN-GIOB-E-047,GIOB-047
982,CN-GIOB-E-009,GIOB-009
983,CN-GIOB-B-007,GIOB-007
984,CN-GIOB-B-016,GIOB-016
985,CN-GERE-B-010,GERE-010
986,CN-GERE-B-011,GERE-011
987,CN-GERE-B-012,GERE-012
988,CN-GIOB-B-017,GIOB-017
989,CN-GIOB-B-018,GIOB-018
990,CN-MACE-J-038,MACE-038
991,CN-MACE-J-039,MACE-039
992,CN-MACE-J-040,MACE-040
993,CN-GIOB-E-039,GIOB-039
994,CN-GIOB-E-042,GIOB-042
995,CN-GIOB-E-043,GIOB-043
996,CN-MACE-B-060,MACE-060
997,CN-MACE-B-032,MACE-032
998,CN-MACE-B-033,MACE-033
999,CN-MACE-B-037,MACE-037
1000,CN-MACE-B-062,MACE-062
1001,CN-MACE-B-031,MACE-031
1002,CN-MACE-B-029,MACE-029
1003,CN-MACE-B-028,MACE-028
1004,CN-MACE-B-025,MACE-025
1005,CN-GERE-A-085,GERE-085
1006,CN-GERE-A-086,GERE-086
1007,CN-GERE-A-087,GERE-087
1008,00-0-A-001,0-001
1009,CN-MACE-D-074,MACE-074
1010,CN-MACE-D-072,MACE-072
1011,CN-MACE-B-030,MACE-030
1012,CN-GIOB-E-044,GIOB-044
1013,CN-GIOB-E-046,GIOB-046
1014,CN-GIOB-E-041,GIOB-041
1015,CN-GIOB-E-040,GIOB-040
1016,CN-GIOB-B-008,GIOB-008
1017,CN-GIOB-B-006,GIOB-006
1018,CN-GIOB-B-024,GIOB-024
1019,CN-GERE-B-013,GERE-013
1020,CN-GIOB-B-038,GIOB-038
1021,CN-MACE-J-121,MACE-121
1022,CN-GERE-A-075,GERE-075
1023,CN-GERE-A-076,GERE-076
1024,CN-GESU-A-104,GESU-104
1025,CN-GERE-N-370,GERE-370
1026,CN-GESU-B-082,GESU-082
1027,CN-LEON-U-481,LEON-481
1028,CN-GESU-C-092,GESU-092
1029,CN-GERE-N-364,GERE-364
1030,CN-LEON-U-480,LEON-480
1031,CN-GESU-C-072,GESU-072
1032,CN-GERE-N-367,GERE-367
1033,CN-LEON-U-448,LEON-448
1034,CN-APOS-A-174,APOS-174
1035,CN-APOS-A-176,APOS-176
1036,CN-APOS-B-163,APOS-163
1037,CN-APOS-B-164,APOS-164
1038,CN-RACC-A-030,RACC-030
1039,CN-ANDR-A-034,ANDR-034
1040,CN-CORR-A-033,CORR-033
1041,CN-CORR-A-025,CORR-025
1042,CN-GESU-D-067,GESU-067
1043,CN-GESU-D-066,GESU-066
1044,CN-GESU-D-058,GESU-058
1045,CN-GESU-E-017,GESU-017
1046,CN-SART-A-003,SART-003
1047,CN-SART-B-013,SART-013
1048,CN-SART-B-022,SART-022
1049,CN-MISE-A-051,MISE-051
1050,CN-FELI-A-045,FELI-045
1051,CN-FELI-A-004,FELI-004
1052,CN-GESU-A-097,GESU-097
1053,CN-GESU-A-096,GESU-096
1054,CN-GESU-A-105,GESU-105
1055,CN-RACC-B-022,RACC-022
1056,CN-RACC-B-023,RACC-023
1057,CN-GESU-F-069,GESU-069
1058,CN-ANDR-A-008,ANDR-008
1059,CN-GESU-G-012,GESU-012
1060,CN-GESU-G-027,GESU-027
1061,CN-ANDR-A-031,ANDR-031
1062,CN-GESU-D-060,GESU-060
1063,CN-ANDR-A-010,ANDR-010
1064,CN-RACC-B-038,RACC-038
1065,CN-VALV-A-022,VALV-022
1066,CN-ORTO-C-046,ORTO-046
1067,CN-ORTO-C-045,ORTO-045
1068,CN-VALV-A-044,VALV-044
1069,CN-VALV-A-040,VALV-040
1070,CN-VALV-A-047,VALV-047
1071,CN-CORR-A-027,CORR-027
1072,CN-GESU-H-085,GESU-085
1073,CN-GESU-D-064,GESU-064
1074,CN-GESU-D-050,GESU-050
1075,CN-GESU-D-051,GESU-051
1076,CN-GESU-D-077,GESU-077
1077,CN-GESU-D-049,GESU-049
1078,CN-BIRI-A-148,BIRI-148
1079,CN-BIRI-B-216,BIRI-216
1080,CN-BIRI-B-213,BIRI-213
1081,CN-PANA-A-154,PANA-154
1082,CN-BIRI-C-237,BIRI-237
1083,CN-BIRI-C-236,BIRI-236
1084,CN-BIRI-D-238,BIRI-238
1085,CN-BIRI-D-232,BIRI-232
1086,CN-BIRI-D-233,BIRI-233
1087,CN-BIRI-E-229,BIRI-229
1088,CN-BIRI-F-243,BIRI-243
1089,CN-BIRI-F-244,BIRI-244
1090,CN-BIRI-F-228,BIRI-228
1091,CN-BIRI-A-202,BIRI-202
1092,CN-BIRI-A-203,BIRI-203
1093,CN-BIRI-A-204,BIRI-204
1094,CN-BIRI-A-196,BIRI-196
1095,CN-BIRI-B-209,BIRI-209
1096,CN-BIRI-B-201,BIRI-201
1097,CN-BIRI-B-210,BIRI-210
1098,CN-BIRI-B-211,BIRI-211
1099,CN-BIRI-B-226,BIRI-226
1100,CN-PANA-A-001,PANA-001
1101,CN-PANA-A-002,PANA-002
1102,CN-PANA-A-152,PANA-152
1103,SC-PORT-A-045,PORT-045
1104,SC-PORT-A-044,PORT-044
1105,SC-PORT-A-102,PORT-102
1106,SC-PORT-A-037,PORT-037
1107,SC-PORT-A-036,PORT-036
1108,SC-PORT-A-094,PORT-094
1109,SC-PORT-A-033,PORT-033
1110,SC-PORT-A-086,PORT-086
1111,SC-PORT-A-085,PORT-085
1112,SC-PORT-A-095,PORT-095
1113,SC-PORT-A-041,PORT-041
1114,SC-PORT-A-042,PORT-042
1115,SC-PORT-A-032,PORT-032
1116,SC-PORT-A-031,PORT-031
1117,SC-PORT-A-083,PORT-083
1118,SC-PORT-A-022,PORT-022
1119,SC-PORT-A-023,PORT-023
1120,DD-MART-A-001,MART-001
1121,SC-PORT-A-100,PORT-100
1122,SC-PORT-A-099,PORT-099
1123,SC-PORT-A-098,PORT-098
1124,SC-PORT-A-106,PORT-106
1125,SC-PORT-A-039,PORT-039
1126,SC-PORT-A-038,PORT-038
1127,SC-PORT-A-092,PORT-092
1128,SC-PORT-A-093,PORT-093
1129,SC-PORT-A-091,PORT-091
1130,SC-PORT-A-110,PORT-110
1131,SC-PORT-A-107,PORT-107
1132,SC-PORT-A-103,PORT-103
1133,SC-PORT-A-104,PORT-104
1134,SC-PORT-A-111,PORT-111
1135,SC-PORT-A-105,PORT-105
1136,SC-PORT-A-108,PORT-108
1137,SC-PORT-A-040,PORT-040
1138,SC-PORT-A-096,PORT-096
1139,SC-PORT-A-097,PORT-097
1140,SC-PORT-A-101,PORT-101
1141,SC-PORT-A-035,PORT-035
1142,SC-PORT-A-034,PORT-034
1143,SC-PORT-A-030,PORT-030
1144,SC-PORT-A-029,PORT-029
1145,SC-PORT-A-028,PORT-028
1146,SC-PORT-A-027,PORT-027
1147,SC-PORT-A-026,PORT-026
1148,SC-PORT-A-025,PORT-025
1149,SC-PORT-A-084,PORT-084
1150,SC-PORT-A-024,PORT-024
1151,SC-PORT-A-082,PORT-082
1152,SC-PORT-A-087,PORT-087
1153,SC-PORT-A-088,PORT-088
1154,SC-PORT-A-089,PORT-089
1155,CN-GERE-A-055,GERE-055
1156,CN-GERE-A-056,GERE-056
1157,SC-ROMA-A-020,ROMA-020
1158,SC-ROMA-B-073,ROMA-073
1159,SC-ROMA-B-065,ROMA-065
1160,SC-ROMA-B-064,ROMA-064
1161,SC-ROMA-B-063,ROMA-063
1162,SC-ROMA-B-062,ROMA-062
1163,SC-ROMA-A-047,ROMA-047
1164,SC-ROMA-A-048,ROMA-048
1165,SC-ROMA-A-049,ROMA-049
1166,SC-ROMA-A-050,ROMA-050
1167,SC-ROMA-A-051,ROMA-051
1168,SC-ROMA-A-052,ROMA-052
1169,SC-ROMA-C-085,ROMA-085
1170,SC-ROMA-C-008,ROMA-008
1171,SC-ROMA-C-007,ROMA-007
1172,SC-ROMA-C-006,ROMA-006
1173,SC-ROMA-C-005,ROMA-005
1174,SC-PORT-B-004,PORT-004
1175,SC-PORT-B-006,PORT-006
1176,SC-PORT-B-009,PORT-009
1177,SC-PORT-B-010,PORT-010
1178,SC-PORT-B-011,PORT-011
1179,SC-PORT-C-114,PORT-114
1180,SC-PORT-C-112,PORT-112
1181,SC-PORT-C-113,PORT-113
1182,SC-PORT-C-013,PORT-013
1183,SC-PORT-C-014,PORT-014
1184,SC-PORT-C-015,PORT-015
1185,SC-PORT-A-017,PORT-017
1186,SC-ROMA-D-090,ROMA-090
1187,SC-ROMA-D-091,ROMA-091
1188,SC-ROMA-C-089,ROMA-089
1189,SC-ROMA-C-001,ROMA-001
1190,SC-ROMA-C-002,ROMA-002
1191,CN-GERE-A-057,GERE-057
1192,CN-GERE-A-050,GERE-050
1193,CN-GERE-A-051,GERE-051
1194,SC-TOLE-A-316,TOLE-316
1195,SC-PORT-D-002,PORT-002
1196,SC-PORT-D-007,PORT-007
1197,SC-PORT-B-005,PORT-005
1198,SC-PORT-A-018,PORT-018
1199,SC-PORT-A-016,PORT-016
1200,SC-ROMA-C-086,ROMA-086
1201,SC-ROMA-C-088,ROMA-088
1202,SC-ROMA-C-087,ROMA-087
1203,SC-ROMA-C-004,ROMA-004
1204,SC-ROMA-C-003,ROMA-003
1205,CN-GERE-A-048,GERE-048
1206,CN-GERE-A-049,GERE-049
1207,SC-PORT-A-019,PORT-019
1208,SC-PORT-A-020,PORT-020
1209,SC-PORT-A-021,PORT-021
1210,SC-ROMA-A-113,ROMA-113
1211,SC-ROMA-A-115,ROMA-115
1212,SC-ROMA-A-114,ROMA-114
1213,SC-ROMA-D-120,ROMA-120
1214,SC-ROMA-D-093,ROMA-093
1215,SC-ROMA-D-094,ROMA-094
1216,SC-ROMA-D-095,ROMA-095
1217,SC-ROMA-D-092,ROMA-092
1218,SC-ROMA-D-098,ROMA-098
1219,SC-ROMA-D-096,ROMA-096
1220,SC-ROMA-A-102,ROMA-102
1221,SC-ROMA-A-119,ROMA-119
1222,SC-ROMA-A-100,ROMA-100
1223,SC-ROMA-A-101,ROMA-101
1224,SC-ROMA-A-099,ROMA-099
1225,SC-ROMA-A-103,ROMA-103
1226,SC-ROMA-A-112,ROMA-112
1227,SC-ROMA-A-110,ROMA-110
1228,SC-ROMA-A-111,ROMA-111
1229,SC-ROMA-A-118,ROMA-118
1230,SC-ROMA-A-117,ROMA-117
1231,SC-ROMA-A-116,ROMA-116
1232,SC-ROMA-A-109,ROMA-109
1233,SC-ROMA-A-108,ROMA-108
1234,SC-ROMA-A-106,ROMA-106
1235,SC-ROMA-A-033,ROMA-033
1236,SC-ROMA-A-107,ROMA-107
1237,SC-ROMA-A-041,ROMA-041
1238,SC-ROMA-A-039,ROMA-039
1239,SC-ROMA-A-018,ROMA-018
1240,SC-ROMA-A-040,ROMA-040
1241,SC-ROMA-A-029,ROMA-029
1242,SC-ROMA-E-031,ROMA-031
1243,SC-ROMA-E-030,ROMA-030
1244,SC-ROMA-A-104,ROMA-104
1245,SC-ROMA-A-011,ROMA-011
1246,SC-ROMA-E-012,ROMA-012
1247,SC-ROMA-E-013,ROMA-013
1248,SC-ROMA-F-009,ROMA-009
1249,SC-ROMA-F-010,ROMA-010
1250,SC-ROMA-G-084,ROMA-084
1251,SC-ROMA-G-083,ROMA-083
1252,SC-ROMA-G-082,ROMA-082
1253,SC-ROMA-G-081,ROMA-081
1254,SC-ROMA-G-080,ROMA-080
1255,SC-ROMA-A-046,ROMA-046
1256,SC-ROMA-A-045,ROMA-045
1257,SC-ROMA-B-053,ROMA-053
1258,SC-ROMA-B-054,ROMA-054
1259,SC-ROMA-B-055,ROMA-055
1260,SC-ROMA-B-056,ROMA-056
1261,SC-ROMA-B-058,ROMA-058
1262,SC-ROMA-B-059,ROMA-059
1263,SC-ROMA-B-066,ROMA-066
1264,SC-ROMA-B-068,ROMA-068
1265,SC-ROMA-B-069,ROMA-069
1266,SC-ROMA-B-067,ROMA-067
1267,SC-ROMA-B-072,ROMA-072
1268,SC-ROMA-B-070,ROMA-070
1269,SC-ROMA-B-071,ROMA-071
1270,SC-ROMA-H-079,ROMA-079
1271,SC-PAPA-A-001,PAPA-001
1272,SC-PAPA-A-002,PAPA-002
1273,SC-PAPA-A-004,PAPA-004
1274,SC-PAPA-A-005,PAPA-005
1275,SC-PAPA-A-006,PAPA-006
1276,SC-PAPA-A-007,PAPA-007
1277,SC-PAPA-A-017,PAPA-017
1278,SC-PAPA-A-016,PAPA-016
1279,SC-PAPA-A-014,PAPA-014
1280,SC-PAPA-A-013,PAPA-013
1281,SC-PAPA-A-008,PAPA-008
1282,SC-PAPA-A-009,PAPA-009
1283,SC-PAPA-A-010,PAPA-010
1284,SC-PAPA-A-012,PAPA-012
1285,SC-PAPA-A-015,PAPA-015
1286,SC-PAPA-A-011,PAPA-011
1287,DD-MALC-A-052,MALC-052
1288,SC-TOLE-B-039,TOLE-039
1289,DD-MALC-A-001,MALC-001
1290,DD-MALC-A-053,MALC-053
1291,SC-ROMA-I-075,ROMA-075
1292,SC-ROMA-B-076,ROMA-076
1293,SC-ROMA-D-097,ROMA-097
1294,SC-ROMA-E-105,ROMA-105
1295,SC-ROMA-A-032,ROMA-032
1296,SC-ROMA-A-019,ROMA-019
1297,SC-ROMA-B-057,ROMA-057
1298,SC-ROMA-B-060,ROMA-060
1299,SC-ROMA-A-014,ROMA-014
1300,SC-ROMA-A-016,ROMA-016
1301,SC-ROMA-A-015,ROMA-015
1302,SC-ROMA-A-017,ROMA-017
1303,SC-ROMA-H-077,ROMA-077
1304,SC-ROMA-H-078,ROMA-078
1305,CN-GERE-A-053,GERE-053
1306,SC-PORT-B-012,PORT-012
1307,SP-FRAR-A-209,FRAR-209
1308,SP-FRAR-A-181,FRAR-181
1309,SC-TOLE-A-180,TOLE-180
1310,SC-TOLE-A-179,TOLE-179
1311,SP-FRAR-B-002,FRAR-002
1312,SP-FRAR-B-004,FRAR-004
1313,SC-TOLE-B-165,TOLE-165
1314,SC-TOLE-B-169,TOLE-169
1315,SP-FRAR-C-237,FRAR-237
1316,SP-FRAR-C-235,FRAR-235
1317,SP-FRAR-C-234,FRAR-234
1318,SP-FRAR-D-246,FRAR-246
1319,SP-FRAR-D-247,FRAR-247
1320,SP-FRAR-D-248,FRAR-248
1321,SP-FRAR-C-259,FRAR-259
1322,SP-FRAR-C-260,FRAR-260
1323,SP-FRAR-A-196,FRAR-196
1324,SP-FRAR-A-195,FRAR-195
1325,SP-FRAR-A-201,FRAR-201
1326,SP-FRAR-A-200,FRAR-200
1327,SC-TOLE-C-223,TOLE-223
1328,SC-TOLE-C-202,TOLE-202
1329,SC-TOLE-C-201,TOLE-201
1330,SC-TOLE-C-200,TOLE-200
1331,SC-TOLE-C-195,TOLE-195
1332,SC-TOLE-C-193,TOLE-193
1333,SC-ZAND-D-041,ZAND-041
1334,SC-ZAND-D-042,ZAND-042
1335,SC-ZAND-E-238,ZAND-238
1336,SC-ZAND-E-237,ZAND-237
1337,SC-ZAND-E-236,ZAND-236
1338,SC-ZAND-F-249,ZAND-249
1339,SC-ZAND-F-250,ZAND-250
1340,SP-FRAR-E-267,FRAR-267
1341,SP-FRAR-E-266,FRAR-266
1342,SP-FRAR-E-265,FRAR-265
1343,SP-FRAR-E-220,FRAR-220
1344,SC-ORIO-A-025,ORIO-025
1345,SC-ORIO-A-023,ORIO-023
1346,SC-ZAND-G-292,ZAND-292
1347,SC-ZAND-G-289,ZAND-289
1348,SC-ZAND-G-288,ZAND-288
1349,SC-ZAND-G-227,ZAND-227
1350,SC-ZAND-A-011,ZAND-011
1351,SC-ZAND-A-009,ZAND-009
1352,SC-ZAND-A-010,ZAND-010
1353,SC-ZAND-A-012,ZAND-012
1354,SC-ZAND-C-182,ZAND-182
1355,SC-ZAND-C-183,ZAND-183
1356,SC-ZAND-C-162,ZAND-162
1357,SC-ZAND-C-163,ZAND-163
1358,SC-ZAND-C-159,ZAND-159
1359,SC-ZAND-C-160,ZAND-160
1360,SC-ZAND-H-145,ZAND-145
1361,SC-ZAND-H-146,ZAND-146
1362,SC-ZAND-H-151,ZAND-151
1363,SC-ZAND-H-150,ZAND-150
1364,SC-ZAND-H-152,ZAND-152
1365,SC-ZAND-H-153,ZAND-153
1366,SC-ZAND-H-136,ZAND-136
1367,SC-ZAND-H-154,ZAND-154
1368,SC-ZAND-H-135,ZAND-135
1369,SC-ZAND-H-133,ZAND-133
1370,SC-ZAND-H-084,ZAND-084
1371,SC-ZAND-H-085,ZAND-085
1372,SC-ZAND-I-087,ZAND-087
1373,SC-ZAND-I-089,ZAND-089
1374,SC-ZAND-J-044,ZAND-044
1375,SC-ZAND-J-033,ZAND-033
1376,SC-ZAND-K-070,ZAND-070
