Full_sesti,short_alias
CN2440,MARZ-002
CN2441,MARZ-002
CN2442,MARZ-001
CN2443,MARZ-001
CN2444,MARZ-001
CN2445,MARZ-001
CN2446,
CN2447,MARZ-003
CN2448,MARZ-004
CN2449,
CN2450,MARZ-005
CN2451,MARZ-006
CN2452,MARZ-026
CN2452A,MARZ-025
CN2453,MARZ-027
CN2454,MARZ-027
CN2455,MARZ-028
CN2456,MARZ-028
CN2457,MARZ-028
CN2458,MARZ-024
CN2459,MARZ-023
CN2460,MARZ-023
CN2461,
CN2462,MARZ-022
CN2463,MARZ-022
CN2464,MARZ-022
CN2465,MARZ-021
CN2466,MARZ-021
CN2467,MARZ-021
CN2468A,MARZ-029
CN2469,MARZ-030
CN2469A,MARZ-030
CN2470,MARZ-030
CN2471,MARZ-032
CN2472,
CN2473,
CN2474,
CN2475,
CN2476,MARZ-018
CN2477,MARZ-018
CN2478,MARZ-018
CN2479,MARZ-018
CN2480,MARZ-016
CN2480A,MARZ-016
CN2481,MARZ-016
CN2482,MARZ-016
CN2483,
CN2484,MARZ-015
CN2486,MARZ-014
CN2487,
CN2488,MARZ-013
CN2488A,MARZ-013
CN2489,MARZ-006
CN2490,MARZ-006
CN2491,MARZ-007
CN2492,MARZ-007
CN2493,MARZ-009
CN2494,MARZ-009
CN2494A,MARZ-009
CN2494B,MARZ-009
CN2495,MARZ-009
