Full_sesti,short_alias
CN3144,
CN3145,ALVI-007
CN3145A,ALVI-017
CN3146,ALVI-017
CN3147,ALVI-018
CN3148,ALVI-018
CN3148A,ALVI-020
CN3149,ALVI-020
CN3149B,ALVI-020
CN3150,ALVI-021
CN3150A,ALVI-022
CN3151,ALVI-022
CN3152,ALVI-023
CN3153,ALVI-023
CN3154,ALVI-024
CN3155,ALVI-024
CN3156,ALVI-024
CN3157,
CN3158,
CN3159,
CN3160A,
CN3161,
CN3161A,
CN3163,
CN3164,ALVI-055
CN3165,ALVI-055
CN3167,ALVI-054
CN3168,ALVI-054
CN3169,ALVI-051
CN3169A,
CN3169B,ALVI-051
CN3170,ALVI-048
CN3170A,ALVI-048
CN3171,
CN3172,ALVI-046
CN3173,ALVI-046
CN3174,ALVI-029
CN3175,ALVI-029
CN3176,ALVI-025
CN3177,ALVI-025
CN3178,ALVI-025
CN3179,ALVI-025
CN3180,ALVI-025
CN3180A,ALVI-025
CN3181,ALVI-025
CN3181A,ALVI-026
CN3181B,ALVI-026
CN3181C,ALVI-026
CN3181D,ALVI-026
CN3181E,ALVI-026
CN3181F,ALVI-026
CN3181G,ALVI-026
CN3182,ALVI-027
CN3183,ALVI-027
CN3184,ALVI-028
CN3185,ALVI-045
CN3186,ALVI-045
CN3186A,ALVI-049
CN3187,ALVI-049
CN3188,ALVI-050
CN3189,ALVI-051
CN3190,ALVI-053
CN3191,ALVI-069
CN3191A,ALVI-069
CN3192,ALVI-074
CN3192A,ALVI-074
CN3192B,ALVI-071
CN3192C,ALVI-071
CN3192D,ALVI-071
CN3192E,ALVI-071
CN3192F,ALVI-071
CN3192G,ALVI-071
CN3192H,ALVI-071
CN3193,ALVI-073
CN3193A,ALVI-073
CN3193B,ALVI-073
CN3193C,ALVI-072
CN3193D,ALVI-072
CN3193E,ALVI-072
CN3194,ALVI-043
CN3194A,ALVI-043
CN3194B,ALVI-043
CN3194C,ALVI-070
CN3194D,ALVI-044
CN3194E,ALVI-043
CN3194F,ALVI-043
CN3194G,ALVI-043
CN3194H,ALVI-043
CN3194I,ALVI-035
CN3195,ALVI-030
CN3195A,ALVI-030
CN3195B,ALVI-030
CN3195C,ALVI-030
CN3195D,ALVI-030
CN3195E,ALVI-030
CN3196,ALVI-030
CN3196A,ALVI-030
CN3197,ALVI-030
CN3197A,ALVI-030
CN3197B,ALVI-030
CN3198,ALVI-030
CN3199,ALVI-030
CN3200,ALVI-030
CN3200A,ALVI-030
CN3201,ALVI-030
CN3201A,
CN3201B,
CN3201C,
CN3202,
CN3202A,
CN3203,ALVI-031
CN3204,ALVI-033
CN3204A,ALVI-033
CN3205,
CN3206,ALVI-075
CN3207,ALVI-075
CN3208,ALVI-075
