Full_sesti,short_alias
DD2622,
DD2623,BARN-099
DD2623A,BARN-099
DD2623B,BARN-099
DD2624,BARN-098
DD2625,BARN-098
DD2626,BARN-098
DD2626A,BARN-074
DD2626B,BARN-098
DD2626C,
DD2626D,BARN-074
DD2627,BARN-074
DD2627A,BARN-074
DD2627B,BARN-074
DD2627C,BARN-073
DD2627D,BARN-072
DD2628,BARN-061
DD2629,BARN-061
DD2630,BARN-061
DD2631,BARN-062
DD2631A,BARN-062
DD2632,BARN-064
DD2632A,BARN-065
DD2632B,BARN-066
DD2632C,BARN-067
DD2632D,BARN-069
DD2632E,
DD2632F,BARN-069
DD2632G,BARN-067
DD2632H,BARN-063
DD2633,BARN-064
DD2634,BARN-059
DD2635,BARN-059
DD2635A,BARN-055
DD2636,
DD2636B,BARN-056
DD2636C,BARN-056
DD2636D,BARN-056
DD2636E,BARN-057
DD2636F,BARN-057
DD2637,BARN-046
DD2638A,BARN-047
DD2639,BARN-058
DD2640,BARN-058
DD2642A,BARN-058
DD2643A,BARN-053
DD2645,BARN-054
DD2646,
DD2647,BARN-059
DD2647A,BARN-059
DD2648,BARN-060
DD2648A,BARN-060
DD2648B,BARN-060
DD2649,BARN-048
DD2649A,BARN-049
DD2649B,BARN-049
DD2649C,BARN-049
DD2650,BARN-047
DD2651,BARN-047
DD2652,BARN-046
DD2653,BARN-046
DD2654,BARN-046
DD2655,BARN-045
DD2656,BARN-045
DD2657,BARN-076
DD2658,BARN-076
DD2659,BARN-076
DD2660,BARN-076
DD2660A,BARN-076
DD2661A,BARN-075
DD2664,BARN-075
DD2665,
DD2666,
DD2669,
DD2671,BARN-080
DD2672,BARN-080
DD2673,BARN-080
DD2674,BARN-080
DD2675,BARN-077
DD2675A,BARN-077
DD2675B,BARN-077
DD2675C,BARN-042
DD2675D,
DD2676,BARN-041
DD2677,BARN-041
DD2678,BARN-041
DD2679,
DD2680,BARN-041
DD2681,BARN-041
DD2682,
DD2683,
DD2683A,BARN-078
DD2684,BARN-078
DD2685,
DD2686,BARN-081
DD2687,BARN-081
DD2688,BARN-082
DD2688A,BARN-082
DD2688B,BARN-082
DD2689,
DD2689A,BARN-083
DD2690,BARN-084
DD2691,BARN-084
DD2692,BARN-084
DD2693,BARN-039
DD2693A,BARN-039
DD2693B,BARN-084
DD2694,BARN-039
DD2695,BARN-039
DD2695A,BARN-040
DD2696B,
DD2696C,BARN-040
DD2697,BARN-038
DD2698,BARN-038
DD2699,BARN-038
DD2700,BARN-037
DD2700A,BARN-037
DD2701,BARN-036
DD2702,BARN-035
DD2703,BARN-034
DD2704,BARN-033
DD2705,BARN-032
DD2706,BARN-032
DD2707,BARN-031
DD2708A,BARN-031
DD2709,BARN-030
DD2710,BARN-030
DD2711,BARN-030
DD2712,BARN-111
DD2713,BARN-111
DD2714,BARN-110
DD2715,BARN-110
DD2715A,BARN-114
DD2715B,BARN-109
DD2715C,BARN-114
DD2715D,BARN-113
DD2716,BARN-112
DD2716B,BARN-029
DD2716C,
DD2717,BARN-028
DD2718,BARN-028
DD2719,BARN-027
DD2719A,BARN-027
DD2719B,
DD2720,BARN-025
DD2720A,BARN-115
DD2721,BARN-116
DD2722,BARN-116
DD2724,BARN-025
DD2724A,BARN-025
DD2725,BARN-025
DD2725A,BARN-025
DD2725B,BARN-025
DD2725C,
DD2726,BARN-025
DD2727,
DD2727A,BARN-117
DD2727B,BARN-117
DD2728,BARN-119
DD2729,BARN-119
DD2730,
DD2731,BARN-024
DD2732,
DD2733,BARN-023
DD2734,BARN-023
DD2735A,BARN-023
DD2736,BARN-023
DD2736A,BARN-023
DD2737,BARN-023
DD2738,BARN-023
DD2739,BARN-023
DD2740,BARN-023
DD2741,BARN-023
DD2742,BARN-021
DD2743,BARN-021
DD2743A,BARN-022
DD2744,BARN-022
DD2744B,BARN-122
DD2745,BARN-022
DD2746,BARN-122
DD2746A,BARN-022
DD2747,BARN-122
DD2747A,BARN-122
DD2748,BARN-122
DD2749,BARN-122
DD2750,BARN-020
DD2750A,BARN-020
DD2750B,BARN-020
DD2750D,BARN-021
DD2751,BARN-123
DD2752,BARN-123
DD2753,BARN-123
DD2753A,BARN-123
DD2754,BARN-129
DD2754A,BARN-129
DD2754B,BARN-129
DD2755,BARN-129
DD2755A,BARN-129
DD2756,
DD2756A,BARN-018
DD2756B,BARN-018
DD2757,BARN-018
DD2757A,BARN-130
DD2758,BARN-130
DD2759,BARN-130
DD2759A,BARN-130
DD2760,BARN-130
DD2761,BARN-131
DD2762,BARN-131
DD2762A,BARN-132
DD2762B,BARN-132
DD2763,BARN-132
DD2764,
DD2765,BARN-015
DD2765A,
DD2766,
DD2766A,
DD2766B,
DD2767,BARN-132
DD2768,BARN-132
DD2768A,BARN-132
DD2769,BARN-133
DD2770,BARN-133
DD2771,BARN-133
DD2772,BARN-135
DD2772A,BARN-135
DD2773,BARN-135
DD2774,BARN-136
DD2775,BARN-012
DD2776,BARN-012
DD2777,BARN-012
DD2778,BARN-011
DD2779,BARN-011
DD2780,BARN-011
DD2781,BARN-010
DD2782,BARN-010
DD2783,
DD2783A,BARN-009
DD2784,BARN-009
DD2785,BARN-008
DD2786,BARN-008
DD2787,
DD2788,BARN-006
DD2789,BARN-006
DD2791,BARN-003
DD2792,
DD2792A,
DD2792B,BARN-171
DD2793,BARN-001
DD2793A,BARN-001
DD2794,BARN-172
DD2795A,BARN-172
DD2796,BARN-002
DD2796A,BARN-002
DD2797,BARN-002
DD2798,BARN-004
DD2798A,BARN-005
DD2799,BARN-149
DD2799A,BARN-148
DD2799B,BARN-148
DD2799C,
DD2800,BARN-147
DD2800A,BARN-147
DD2800B,BARN-146
DD2801,BARN-146
DD2802,BARN-146
DD2803,BARN-146
DD2804,BARN-146
DD2804A,BARN-145
DD2805,BARN-145
DD2806,BARN-138
DD2807,BARN-139
DD2808,BARN-139
DD2809,BARN-100
DD2810,
DD2811,
DD2812,BARN-095
DD2813,BARN-095
DD2814,BARN-094
DD2815,BARN-094
DD2816,BARN-094
DD2817,BARN-094
DD2817A,
DD2818,BARN-091
DD2819,BARN-093
DD2819A,BARN-093
DD2820,BARN-093
DD2821,BARN-102
DD2822,BARN-102
DD2823,BARN-102
DD2824,
DD2825,BARN-169
DD2826,BARN-169
DD2827,
DD2828,
DD2829,BARN-168
DD2830,BARN-168
DD2831,BARN-168
DD2832,BARN-168
DD2833,BARN-163
DD2834,
DD2834A,BARN-161
DD2835,BARN-161
DD2835A,BARN-161
DD2836,BARN-159
DD2837,BARN-159
DD2838,BARN-158
DD2839,BARN-157
DD2840,BARN-156
DD2841,BARN-156
DD2842,BARN-156
DD2842A,BARN-156
DD2843,BARN-155
DD2844,BARN-155
DD2845,BARN-128
DD2846,BARN-126
DD2847,BARN-125
DD2848,BARN-128
DD2849,BARN-128
DD2850,BARN-128
DD2852,BARN-155
DD2853,BARN-128
DD2853A,BARN-128
DD2854,BARN-128
DD2855,BARN-124
DD2856,BARN-124
DD2857,BARN-124
DD2858,BARN-121
DD2859,BARN-121
DD2860,BARN-121
DD2861,BARN-120
DD2862,
DD2863,BARN-165
DD2864,BARN-165
DD2865,BARN-166
DD2866,BARN-166
DD2866A,BARN-108
DD2866B,BARN-108
DD2866C,BARN-166
DD2867,BARN-108
DD2867A,BARN-108
