Full_sesti,short_alias
CS6378,LATE-001
CS6378A,LATE-001
CS6378B,LATE-001
CS6379,LATE-002
CS6380,LATE-002
CS6381,LATE-002
CS6382,LATE-002
CS6383,LATE-003
CS6383A,LATE-002
CS6384,LATE-003
CS6384A,LATE-003
CS6384B,LATE-003
CS6384C,LATE-003
CS6385,LATE-005
CS6385A,LATE-005
CS6386,LATE-007
CS6386A,LATE-007
CS6387,LATE-008
CS6388,LATE-008
CS6388A,
CS6389,LATE-009
CS6390,LATE-009
CS6391,LATE-014
CS6392,
CS6393,LATE-015
CS6393D,LATE-013
CS6394,LATE-015
CS6394A,LATE-015
CS6394B,LATE-015
CS6394C,
CS6395A,LATE-010
CS6395B,LATE-012
CS6395C,LATE-013
CS6395E,LATE-013
CS6395F,LATE-012
