short_alias,TP_CLS_ED,Qu_Gronda,Qu_Terra,Superficie
ROMI-001,SU,0.0,1.35,2117.99
ROMI-002,SM,7.5,1.35,194.02
ROMI-003, ,9.53,1.35,59.06
ROMI-004, ,4.54,1.35,49.53
ROMI-005,Nr,0.0,1.15,28.68
ROMI-006,pt,10.51,1.15,69.58
ROMI-007,pt,0.0,1.15,167.97
ROMI-008,A,12.36,1.15,135.97
ROMI-009,A1,11.58,1.15,139.78
ROMI-010,A1,0.0,0.0,19.98
ROMI-011,A1,14.64,1.15,44.05
ROMI-012,B,10.4,0.95,161.05
ROMI-013,B,13.22,0.95,80.77
ROMI-014,pt,10.74,0.95,136.29
ROMI-015,A,8.21,0.95,34.95
ROMI-016,A,0.0,0.0,36.69
ROMI-017,Or,13.53,1.15,65.13
ROMI-018,C,11.67,1.35,182.26
ROMI-019,Or,10.0,1.35,113.26
ROMI-020,Or,10.03,1.15,77.47
ROMI-021, ,10.41,1.35,99.83
ROMI-022,Or,12.34,1.35,209.54
ROMI-023,Or,0.0,0.0,70.91
ROMI-024,Nr,0.0,0.0,582.34
ROMI-025,Nd,4.65,1.35,42.64
ROMI-026,Nr,9.9,1.35,144.34
ROMI-027,Nr,0.0,1.35,44.85
ROMI-028,Ne,9.9,1.35,45.59
ROMI-029,SU,0.0,0.0,561.27
ROMI-030,SU,0.0,0.0,20.43
ROMI-031,Nr,0.0,0.0,0.0
ROMI-032,Nr,0.0,1.05,43.56
ROMI-033,A,9.5,1.05,115.88
ROMI-034,A,13.58,1.05,118.15
ROMI-035,Nr,0.0,1.05,47.94
ROMI-036,C,13.87,1.05,119.12
ROMI-037,Nr,4.35,1.05,28.26
ROMI-038,Ne,8.57,1.45,85.38
ROMI-039,Nd,0.0,1.05,16.24
ROMI-040,Nd,0.0,1.05,29.59
ROMI-041,Nd,0.0,1.05,1035.79
ROMI-042,Nd,0.0,1.05,28.32
ROMI-043,Nd,0.0,1.05,262.52
ROMI-044,Nd,5.05,1.05,85.79
ROMI-045,Nd,5.5,1.05,19.42
ROMI-046,Nr,0.0,1.05,2600.78
ROMI-047,Nr,4.9,1.45,39.4
ROMI-048,Nr,0.0,1.45,242.74
ROMI-049, ,6.5,1.35,13.8
ROMI-050,Or,15.68,0.85,160.58
ROMI-051,pt,14.15,0.85,274.77
ROMI-052,D,12.8,0.85,207.13
ROMI-053,D,17.41,0.85,247.58
ROMI-054,B,11.62,0.85,134.4
ROMI-055,SM,11.38,0.75,155.98
ROMI~NO_BUILDING,,,,
