Full_sesti,BUILDING_ALIAS
ROMI,
PORT,
ROMA,
ROMA,
ROMA,
ROMA,
ROMA,
ROMA,
ROMA,
ROMA,
ROMA,
ROMA,
PAPA,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
GERE,
GERE,
GERE,
GERE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
2TOR,
2TOR,
TOLE,
2TOR,
ZAND,
FRAR,
MEGI,
STAE,
POLO,
POLO,
POLO,
POLO,
POLO,
POLO,
POLO,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
BOLD,
BOLD,
BOLD,
BOLD,
BOLD,
BOLD,
BOLD,
BOLD,
BOLD,
BOLD,
BOLD,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
2TOR,
FRAR,
TOLE,
TOLE,
TOLE,
TOLE,
FRAR,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
ORIO,
ORIO,
ORIO,
ORIO,
ORIO,
ORIO,
ORIO,
ORIO,
ORIO,
ORIO,
ORIO,
MEGI,
STAE,
STAE,
STAE,
STAE,
STAE,
STAE,
FRAR,
FRAR,
ZAND,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
TOLE,
FRAR,
TOLE,
ZAND,
FRAR,
TOLE,
TOLE,
TOLE,
FRAR,
TOLE,
TOLE,
FRAR,
FRAR,
ZAND,
ZAND,
TOLE,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
FRAR,
SILV,
SILV,
SILV,
SILV,
SILV,
SILV,
SILV,
TOLE,
TOLE,
TOLE,
TOLE,
TOLE,
ZAND,
ZAND,
TOLE,
TOLE,
ZAND,
TOLE,
ZAND,
ZAND,
TOLE,
TOLE,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
MOCE,
MOCE,
MOCE,
ZAND,
ZAND,
MOCE,
ZAND,
ZAND,
ZAND,
ZAND,
ZAND,
MOCE,
MOCE,
ZAND,
MOCE,
MOCE,
MATE,
ZAND,
ZAND,
ZAND,
MATE,
MATE,
MATE,
MATE,
MATE,
MATE,
MATE,
MATE,
MATE,
MATE,
MATE,
ZAND,
2TOR,
2TOR,
2TOR,
ZAND,
ZAND,
2TOR,
ZAND,
ZAND,
ZAND,
2TOR,
ZAND,
ZAND,
2TOR,
ZAND,
2TOR,
2TOR,
2TOR,
ZAND,
2TOR,
2TOR,
2TOR,
2TOR,
2TOR,
2TOR,
2TOR,
