short_alias,TP_CLS_ED,Qu_Gronda,Superficie,list_of_addresses,floors_est
LEON-469,C,10.52,80.99,"CN1421, CN1421A, CN1422, CN1423",4
LEON-470,C,0.0,545.78,"CN1414, CN1414A, CN1415, CN1416",1
LEON-471,C,7.62,162.15,"CN1412A, CN1412B, CN1413, CN1413A",3
LEON-472,pt,15.63,97.49,"CN1417, CN1418, CN1419, CN1420, CN1420A",6
LEON-473,A,0.0,40.57,"CN2699, CN2700, CN2701",1
LEON-474,A,9.5,50.49,"CN2702, CN2703",4
LEON-475,Ne,0.0,288.98,"CN1863C, CN1863D",1
LEON-476,A,5.18,39.18,CN1863B,2
LEON-477,A,0.0,10.56,none,1
LEON-478,C,0.0,383.56,"CN1863A, CN1864",1
LEON-479,Knt,7.99,71.88,"CN1847, CN1847A, CN1847B, CN1847D",3
LEON-480,Knt,4.8,29.12,CN1847C,2
LEON-481,pt,13.44,58.98,CN1839,5
LEON-482,A,9.93,29.96,CN1843,4
LEON-483,fa,13.48,179.27,"CN2690, CN2690A, CN2691, CN2692, CN2692A, CN2693, CN2694, CN2694A, CN2695, CN2696, CN2697, CN2698",5
LEON-484,fa,8.37,27.32,CN1844,3
LEON-485,pt,11.52,116.23,"CN1840, CN1840A, CN1841, CN1842",4
LEON-486,Kt,13.0,181.96,CN1846,5
LEON-487,Or,9.93,107.39,none,4
LEON-488,B1,8.22,22.43,CN1849,3
LEON-489,Nr,8.26,59.03,none,3
LEON-490,B1,11.28,70.47,"CN1850, CN1851",4
LEON-491,Kt,5.01,282.3,CN1863G,2
LEON-492,Or,13.97,115.85,none,5
LEON-493,B,8.61,74.12,"CN1852, CN1854, CN1855, CN1856",3
LEON-494,Or,10.73,175.69,"CN1858, CN1859, CN1860, CN1860A",4
LEON-495,pt,11.77,88.08,"CN1861, CN1861A",4
LEON-496,pt,10.25,92.7,"CN1862, CN1863",4
LEON-497,A,14.1,122.37,"CN1724, CN1725",5
LEON-498,B,10.09,57.01,"CN1731, CN1732",4
LEON-499,A,15.97,42.09,"CN1729, CN1730",6
LEON-500,SU,11.57,33.2,CN1722,4
LEON-501,SU,9.08,23.34,none,4
LEON-502,A,7.75,39.35,"CN1728, CN1734",3
LEON-503,B,15.31,143.71,none,6
LEON-504,B,10.0,74.57,"CN1727, CN1735",4
LEON-505,D,0.0,329.5,"CN1444, CN1445, CN1445A, CN1445B",1
LEON-506,Bg,10.5,346.68,"CN1441, CN1441A, CN1442, CN1443, CN1453, CN1454, CN1455, CN1455A, CN1456, CN1461B, CN1461C",4
LEON-507,Bg,0.0,116.19,"CN1451A, CN1452",1
LEON-508,C,0.0,110.21,"CN1449, CN1449A, CN1450, CN1450A",1
LEON-509,C,16.2,169.69,"CN1446, CN1447, CN1448, CN1474A",6
LEON-510,fa,10.5,173.53,"CN1457, CN1458A, CN1458B, CN1458C, CN1461D, CN1461F",4
LEON-511,A1,6.02,72.3,"CN1473, CN1473A, CN1474",3
LEON-512,fa,0.0,35.17,CN1472,1
LEON-513,fa,10.4,87.77,"CN1470, CN1471, CN1475, CN1476",4
LEON-514,fa,4.64,46.66,"CN1483, CN1484",2
LEON-515,fa,9.72,108.43,CN1482,4
LEON-516,Nd,4.15,75.01,CN1485,2
LEON-517,Nd,5.32,16.83,CN1485A,2
LEON-518,Kt,11.07,47.26,none,4
LEON-519,A1,4.59,134.94,CN1480,2
LEON-520,Kt,9.43,48.91,none,4
LEON-521,A1,6.84,55.09,CN1479,3
LEON-522,A1,9.92,48.28,"CN1478, CN1478B",4
LEON-523,A1,9.73,47.1,CN1477,4
LEON-524,B,11.43,288.96,none,4
LEON-525,B,0.0,88.34,"CN1492A, CN1493",1
LEON-526,B,0.0,85.27,"CN1492, CN1494",1
LEON-527,B,0.0,84.51,"CN1491, CN1495, CN1496, CN1497",1
LEON-528,B,11.5,87.94,"CN1498, CN1499",4
LEON-529,Nr,10.69,118.21,CN1501,4
LEON-530,Nr,11.28,111.52,none,4
LEON-531,Ne,9.05,106.04,"CN1504, CN1505, CN1505A",4
LEON-532,B,7.73,121.06,"CN1502A, CN1502B",3
LEON-533,B,9.69,124.36,none,4
LEON-534,Nr,17.5,763.85,"CN1506A, CN1506B, CN1506C, CN1506D, CN1506E, CN1506F, CN1506G, CN1506H, CN1506I, CN1506L",6
LEON-535,Nr,7.05,42.63,CN1503,3
LEON-536,Nr,17.5,276.96,"CN1506M, CN1506N, CN1506O, CN1506P",6
LEON-537,Nr,7.6,58.51,none,3
LEON-538,Nr,14.37,265.4,CN1435,5
LEON-539,Nr,16.3,491.59,"CN1836, CN1836A, CN1836B, CN1903, CN1904, CN1905, CN1906, CN1907, CN1908, CN1908A",6
LEON-540,A1,0.0,82.61,"CN1838, CN1838A",1
LEON-541,Or,14.1,155.79,none,5
LEON-542,A1,0.0,574.38,"CN1837, CN1837A, CN1837B, CN1837C, CN1837D, CN1889, CN1889A, CN1889B, CN1889C, CN1889D",1
LEON-543,Or,10.19,31.56,none,4
LEON-544,A1,13.26,116.15,"CN1900, CN1902, CN1902A",5
LEON-545,A1,10.7,49.47,"CN1898, CN1899",4
LEON-546,A1,12.48,74.63,"CN1895, CN1897",5
LEON-547,Or,9.73,66.72,CN1894,4
LEON-548,A1,7.73,59.01,CN1848,3
LEON-549,A,9.4,66.65,"CN1881, CN1882, CN1882A",4
LEON-550,A1,0.0,30.69,CN1853,1
LEON-551,A1,9.78,46.57,"CN1853A, CN1879, CN1879A",4
LEON-552,Ne,11.05,711.79,"CN1939, CN1940, CN1941, CN1942, CN1943, CN1944, CN1944A, CN1945, CN1945A, CN1946, CN1946A, CN1947, CN1948, CN1949",4
LEON-553,pt,11.95,122.95,"CN1950, CN1951, CN1952",4
LEON-554,B,12.35,102.97,CN1937,5
LEON-555,pt,6.69,78.28,CN1936A,3
LEON-556,Or,9.53,141.72,"CN1936, CN1936B, CN1936C",4
LEON-557,pt,10.12,186.37,"CN1953, CN1954, CN1954A, CN1954B",4
LEON-558,Or,10.75,112.93,CN1935,4
LEON-559,Ka,4.17,21.47,none,2
LEON-560,pt,18.05,205.99,"CN1955, CN1956, CN1957, CN1958, CN1959, CN1960",7
LEON-561,Ka,0.0,131.08,none,1
LEON-562,Or,8.28,120.25,none,3
LEON-563,B1,13.0,86.64,"CN1969, CN1970, CN1971, CN1982",5
LEON-564,B1,9.07,52.45,"CN1966, CN1967, CN1968",4
LEON-565,C,11.61,221.71,"CN1983, CN1984, CN1986, CN1987, CN1988, CN1989, CN1990, CN1992, CN1993",4
LEON-566,Or,6.0,48.62,CN1965B,2
LEON-567,pt,10.01,79.11,none,4
LEON-568,B,12.34,89.18,"CN1996, CN1997, CN1998, CN1999",5
LEON-569,A1,4.36,93.19,CN1965C,2
LEON-570,pt,11.83,94.96,none,4
LEON-571,Or,6.52,87.21,"CN1964, CN1965",3
LEON-572,Ka,3.39,88.22,none,2
LEON-573,Or,11.75,198.61,"CN1961, CN1962, CN1963",4
LEON-574,Nr,11.6,182.38,none,4
LEON-575,Ne,13.72,259.81,"CN1462, CN1463, CN1467, CN1467A, CN1467B, CN1467C",5
LEON-576,Nr,10.93,65.51,"CN1465B, CN1466",4
LEON-577,Nr,15.48,308.57,"CN1464, CN1464A, CN1464B, CN1465",6
LEON-578,A1,9999.0,25401.21,"CN1615A, CN1615B",3333
LEON-579,A1,9999.0,25318.05,"CN1615, CN1616",3333
LEON-580,A1,10.96,66.94,"CN1620, CN1621",4
LEON-581,A1,13.67,70.74,"CN1617, CN1618, CN1618A, CN1619",5
LEON-582,Nr,7.84,93.97,none,3
LEON-583,fa,0.0,86.52,"CN1643, CN1651",1
LEON-584,fa,12.0,113.05,"CN1644, CN1647, CN1648, CN1649, CN1650",4
LEON-585,pt,10.97,177.34,"CN1694, CN1695, CN1695A, CN1696",4
LEON-586,Nr,11.76,255.64,"CN1688, CN1689, CN1690, CN1691, CN1692, CN1693",4
LEON-587,Ne,12.76,295.03,"CN1697B, CN1698, CN1698A, CN1699, CN1700, CN1702, CN1703, CN1704",5
LEON-588,A1,12.9,73.32,none,5
LEON-589,Ne,9.0,270.58,"CN1697, CN1697A, CN1697C, CN1708, CN1708A, CN1709, CN1710",3
LEON-590,Ne,9.57,82.65,"CN1715, CN1716, CN1717",4
LEON-591,pt,9.98,60.58,"CN1711, CN1712",4
LEON-592,Bg,12.92,146.44,"CN1705, CN1706, CN1707",5
LEON-593,C,7.73,106.62,"CN1740, CN1741",3
LEON-594,B,11.74,173.43,"CN1736, CN1737, CN1738, CN1739, CN1750, CN1750A",4
LEON-595,C,15.0,463.88,"CN1744, CN1744A, CN1745, CN1746A, CN1747, CN1747A",5
LEON-596,C,7.5,134.08,CN1748,3
LEON-597,Ne,0.0,83.7,"CN1676, CN1676A",1
LEON-598,C,18.5,660.08,"CN1632, CN1632A, CN1632B, CN1632C, CN1633, CN1633A",7
LEON-599,fa,9999.0,26007.61,none,3333
LEON-600,pt,8.95,110.17,CN1665,3
LEON-601,pt,10.19,67.06,"CN1672, CN1672A",4
LEON-602,pt,12.64,342.09,"CN1668, CN1669, CN1670, CN1671, CN1671A, CN1671B",5
LEON-603,C,14.13,235.32,"CN1666, CN1667, CN1667A",5
LEON-604,B,6.76,59.62,"CN1673, CN1673A, CN1674",3
LEON-605,Ne,10.43,79.08,"CN1675, CN1678",4
LEON-606,Ne,8.82,138.59,"CN1679, CN1680, CN1681, CN1682, CN1683, CN1684",3
LEON-607,fa,9.72,69.93,none,4
LEON-608,fa,0.0,782.15,none,1
LEON-609,fa,0.0,62.47,"CN1758, CN1759",1
LEON-610,D,11.33,254.94,"CN1719, CN1719B, CN1720, CN1721, CN1751, CN1752A, CN1752B",4
LEON-611,C,20.38,546.71,CN1753,7
LEON-612,SU,13.34,994.59,none,5
LEON-613,B,13.69,132.28,CN1760,5
LEON-614,Bg,15.02,394.54,"CN1761, CN1762",6
LEON-615,C,11.8,200.96,"CN1763, CN1763A, CN1763B",4
LEON-616,C,18.0,259.42,"CN1468, CN1468A, CN1468B",6
LEON-617,C,0.0,256.16,"CN1468C, CN1469, CN1469A, CN1469B, CN1469C",1
LEON-618,fa,0.0,174.38,"CN1892A, CN1893, CN1893A, CN1896, CN1915, CN1916, CN1917, CN1917A, CN1918, CN1919A",1
LEON-619,Or,0.0,138.66,"CN1886, CN1887, CN1888, CN1891, CN1892, CN1920, CN1921, CN1922, CN1923",1
LEON-620,Or,0.0,84.38,"CN1883, CN1884, CN1885, CN1924",1
LEON-621,C,0.0,115.65,"CN1878, CN1880, CN1880A, CN1925, CN1926",1
LEON-622,pt,0.0,118.94,"CN1876, CN1877, CN1927, CN1927A, CN1928",1
LEON-623,pt,0.0,107.66,"CN1872, CN1873, CN1873A, CN1874, CN1875, CN1929",1
LEON-624,fa,0.0,118.49,"CN1870, CN1870A, CN1871, CN1930, CN1931",1
LEON-625,B,0.0,233.22,"CN1866, CN1867, CN1868, CN1869, CN1932, CN1933, CN1933A, CN1934",1
LEON-626,B,0.0,127.28,CN1865A,1
LEON-627,Nr,0.0,58.19,"CN2977, CN2977A, CN2977B, CN2977C, CN2977D, CN2977E, CN2977F, CN2977G",1
LEON-628,Nr,9999.0,20612.83,"CN2979, CN2979A, CN2979B, CN2979C, CN2979D",3333
LEON-629,Nr,9999.0,24376.23,"CN1460, CN1461",3333
LEON-630,Nr,9999.0,24625.23,CN1379A,3333
LEON-631,Nr,9999.0,24629.79,"CN1358, CN1358A, CN1358B",3333
LEON-632,Nr,0.0,1313.75,"CN880L, CN880M, CN881, CN881A, CN883B, CN883C, CN884, CN885, CN885A, CN885B, CN885C, CN885D, CN885E, CN886",1
LEON-633,Ne,20.15,1587.17,"CN1075, CN1075A, CN1075B, CN1075C, CN1076, CN1076A, CN1076B, CN1076C, CN1076D, CN1091A, CN1091B, CN1091C, CN1091D, CN1091E, CN1091F, CN1091G, CN1091H, CN1091I, CN1091L, CN1091M",7
LEON~NO_BUILDING,,,,"CN1032, CN1033, CN1034, CN1045A, CN1089, CN1090, CN1104B, CN1109, CN1180, CN1183, CN1184, CN1185, CN1188A, CN1194, CN1197, CN1198, CN1198A, CN1199, CN1210, CN1256, CN1260, CN1261, CN1279, CN1287, CN1314A, CN1322A, CN1322C, CN1334A, CN1334C, CN1357, CN1357A, CN1357B, CN1359, CN1359A, CN1359B, CN1361, CN1361A, CN1376, CN1376C, CN1377, CN1377A, CN1378, CN1378A, CN1378B, CN1378C, CN1384, CN1392D, CN1393, CN1393A, CN1395, CN1397C, CN1398, CN1405A, CN1431, CN1432, CN1432A, CN1433, CN1444A, CN1451, CN1458, CN1459, CN1461A, CN1465A, CN1466A, CN1481, CN1484A, CN1486, CN1502, CN1509B, CN1521A, CN1529A, CN1530, CN1545, CN1552C, CN1554, CN1567B, CN1567C, CN1576, CN1608A, CN1625A, CN1625B, CN1625C, CN1638A, CN1642, CN1643A, CN1651A, CN1656, CN1656A, CN1657, CN1658, CN1659, CN1660, CN1665A, CN1713, CN1714, CN1718, CN1718A, CN1719A, CN1719C, CN1726, CN1742, CN1773, CN1774, CN1800A, CN1805, CN1821, CN1824A, CN1845, CN1857, CN1863H, CN1890, CN1938, CN1994, CN1995, CN1995A, CN2978C, CN880A, CN880B, CN880C, CN880D, CN880E, CN880F, CN880G, CN880H, CN880I, CN880N, CN880O, CN880P, CN880Q, CN882, CN882A, CN883, CN883A, CN900, CN916, CN917B, CN926, CN979A, CN980, CN982, CN983, CN984",
