Full_sesti,short_alias
CN3456,VALV-034
CN3456A,
CN3456B,
CN3456C,VALV-003
CN3456D,
CN3457,VALV-031
CN3541A,VALV-021
CN3541B,VALV-021
CN3541C,VALV-021
CN3542,VALV-021
CN3542A,VALV-004
CN3543,
CN3544,
CN3545,
CN3546,
CN3547,VALV-039
CN3548,VALV-039
CN3549,VALV-038
CN3550,VALV-035
CN3550A,
CN3551,VALV-035
CN3552,VALV-035
CN3553,VALV-035
CN3554,VALV-012
CN3554A,
CN3555,VALV-014
CN3556,VALV-015
CN3557,VALV-015
CN3558,VALV-016
CN3559,VALV-016
CN3560,VALV-016
CN3561,
CN3562,
CN3566,
CN3567,VALV-010
CN3568,VALV-010
CN3568A,VALV-010
CN3568B,VALV-010
CN3569,VALV-007
CN3569A,VALV-007
CN3570,VALV-007
CN3571,VALV-007
