short_alias,TP_CLS_ED,Qu_Gronda,Qu_Terra,Superficie
PAPA-001,C,12.8,1.15,159.11
PAPA-002,fa,10.66,1.15,108.67
PAPA-003,Ne,12.91,1.15,344.69
PAPA-004,C,9.1,1.05,199.22
PAPA-005,Nr,4.54,1.25,66.74
PAPA-006,C,8.65,0.75,230.92
PAPA-007,Nr,11.5,1.15,67.12
PAPA-008,Or,7.15,1.15,80.0
PAPA-009,Or,14.1,0.75,257.92
PAPA-010,C,14.1,0.65,516.05
PAPA-011,Nr,18.15,0.65,541.61
PAPA-012,A,13.75,0.75,153.22
PAPA-013,C,15.5,0.75,71.96
PAPA-014,Ne,11.75,0.75,57.94
PAPA-015,Nr,7.78,0.85,414.9
PAPA-016,C,10.55,0.65,46.35
PAPA-017,Nr,9999.0,0.65,2387.09
PAPA~NO_BUILDING,,,,
