Full_sesti,short_alias
CS5887,MARI-033
CS5888,MARI-033
CS5889,MARI-033
CS5890,MARI-033
CS5891,MARI-032
CS5892,MARI-032
CS5892A,MARI-032
CS5893,MARI-032
CS5893A,MARI-032
CS5894,MARI-032
CS5895,MARI-032
CS5896,MARI-032
CS5897,MARI-032
CS5897A,MARI-032
CS5897B,MARI-032
CS5898,MARI-026
CS5898A,MARI-026
CS5899,MARI-026
CS5900,MARI-026
CS5900A,MARI-026
CS5901,MARI-026
CS5902,MARI-026
CS5902A,MARI-026
CS5902B,MARI-026
CS5903,MARI-026
CS5903A,MARI-025
CS5904,MARI-025
CS5905,MARI-025
CS5906,MARI-025
CS5907,MARI-024
CS5908,MARI-024
CS5909,MARI-024
CS5910,MARI-024
CS5911,MARI-024
CS5912,MARI-024
CS5913,MARI-024
CS5914,MARI-024
CS5915,MARI-024
CS5916,MARI-024
CS5917,MARI-024
CS5918,MARI-024
CS5919,MARI-024
CS5920,MARI-024
CS5921,MARI-024
CS5921A,MARI-024
CS5922,MARI-023
CS5922A,
CS5923,MARI-023
CS5924,MARI-023
CS5925,MARI-023
CS5926,MARI-023
CS5927,MARI-023
CS5928,MARI-023
CS5929,MARI-023
CS5930,MARI-023
CS5931,MARI-023
CS5932,MARI-023
CS5933,MARI-023
CS5934,MARI-023
CS5935,MARI-023
CS5936,MARI-023
CS5936A,MARI-030
CS5937,MARI-030
CS5938,MARI-027
CS5939,MARI-027
CS5940,MARI-018
CS5941,MARI-019
CS5941A,MARI-018
CS5942,MARI-022
CS5943,MARI-022
CS5944,MARI-022
CS5944A,MARI-022
CS5945,MARI-022
CS5946,MARI-022
CS5946A,MARI-022
CS5946B,MARI-022
CS5947,MARI-020
CS5948,MARI-019
CS5948A,MARI-018
CS5949,MARI-018
CS5950,MARI-018
CS5951,MARI-027
CS5952,MARI-027
CS5953,MARI-030
CS5954,MARI-030
CS5955,MARI-030
CS5955A,MARI-030
CS5956,MARI-029
CS5957,MARI-029
CS5958,MARI-029
CS5959,MARI-029
CS5960,MARI-029
CS5961,MARI-029
CS5962,MARI-029
CS5965,MARI-017
CS5965A,MARI-017
CS5966,MARI-017
CS5967,MARI-017
CS5968,MARI-017
CS5969,MARI-015
CS5970,MARI-014
CS5971,MARI-014
CS5971A,MARI-014
CS5972,MARI-013
CS5972A,MARI-014
CS5973,MARI-013
CS5974,MARI-021
CS5974A,MARI-021
CS5974B,MARI-021
CS5975,MARI-012
CS5976,MARI-012
CS5976A,MARI-012
CS5977,MARI-009
CS5978,MARI-009
CS5979,MARI-008
