short_alias,TP_CLS_ED,Qu_Gronda,Qu_Terra,Superficie
FOSC-001,Or,13.63,0.85,160.06
FOSC-002,Bg,13.63,0.85,180.52
FOSC-003,B,15.48,0.85,283.16
FOSC-004,B,14.0,0.85,586.17
FOSC-005,B,13.63,0.85,112.61
FOSC-006,C,15.3,0.95,569.73
FOSC-007,Or,0.0,0.95,72.53
FOSC-008,Or,10.6,0.95,322.34
FOSC-009,C,4.41,0.95,51.55
FOSC-010,Or,13.28,0.95,414.72
FOSC-011,Or,12.0,0.95,140.4
FOSC-012,Ka,13.68,0.95,461.16
FOSC-013,Or,13.36,0.95,197.85
FOSC-014,C,18.41,0.95,166.81
FOSC-015,C,18.41,0.95,164.2
FOSC-016,C,12.6,0.95,251.36
FOSC-017,B,15.0,0.95,291.8
FOSC-018,C,16.0,0.95,449.29
FOSC-019,C,10.52,1.05,106.93
FOSC-020,B,15.15,0.95,319.08
FOSC-021,C,12.59,0.95,27.64
FOSC-022,B,7.11,0.95,9.27
FOSC-023,C,16.26,0.95,436.01
FOSC-024,C,10.65,0.95,19.16
FOSC-025,C,13.35,0.95,112.36
FOSC-026,C,9999.0,0.85,519.39
FOSC-027,A,9.03,0.95,26.87
FOSC-028,C,14.1,0.95,255.44
FOSC-029,B,13.65,0.95,357.5
FOSC-030,B,8.01,0.95,56.52
FOSC-031,Nd,3.79,0.95,25.43
FOSC-032,Nd,4.5,0.95,28.85
FOSC-033,Kt,0.0,0.75,28.27
FOSC-034,C,0.0,0.0,312.93
FOSC-035,C,14.78,0.95,353.56
FOSC-036,C,0.0,0.0,357.19
FOSC-037,C,18.27,0.95,715.91
FOSC-038,SU,13.64,0.95,581.04
FOSC-039,C,10.79,1.05,173.89
FOSC-040,C,7.7,1.05,54.92
FOSC-041,SU,26.75,1.05,27.81
FOSC-042,fa,0.0,1.05,34.09
FOSC-043,fa,11.85,0.75,126.82
FOSC~NO_BUILDING,,,,
