Full_sesti,short_alias
CN658A,LEON-032
CN880A,
CN880B,
CN880C,
CN880D,
CN880E,
CN880F,
CN880G,
CN880H,
CN880I,
CN880L,LEON-624
CN880M,LEON-624
CN880N,
CN880O,
CN880P,
CN880Q,
CN881,LEON-624
CN881A,LEON-624
CN882,
CN882A,
CN883,
CN883A,
CN883B,LEON-624
CN883C,LEON-624
CN884,LEON-624
CN885,LEON-624
CN885A,LEON-624
CN885B,LEON-624
CN885C,LEON-624
CN885D,LEON-624
CN885E,LEON-624
CN886,LEON-624
CN888,LEON-622
CN888A,LEON-622
CN888B,LEON-622
CN889,LEON-621
CN890,LEON-621
CN891,LEON-619
CN892,LEON-005
CN893,LEON-005
CN894,LEON-617
CN895,LEON-618
CN896,LEON-008
CN897,LEON-009
CN898,LEON-009
CN899,LEON-007
CN900,
CN900A,LEON-006
CN901,LEON-006
CN902,LEON-616
CN904,LEON-015
CN904A,LEON-015
CN905,LEON-015
CN905A,LEON-015
CN906,LEON-009
CN907,LEON-009
CN908,LEON-009
CN909,LEON-010
CN910,LEON-011
CN911,LEON-011
CN912,LEON-012
CN912A,LEON-012
CN912B,LEON-012
CN914,LEON-013
CN915,LEON-013
CN915C,LEON-615
CN915D,LEON-615
CN915E,LEON-615
CN915F,LEON-615
CN915G,LEON-615
CN915H,LEON-615
CN915I,LEON-615
CN916,
CN916A,LEON-614
CN916B,LEON-614
CN916C,LEON-614
CN916D,LEON-614
CN916E,LEON-614
CN916F,LEON-614
CN916G,LEON-614
CN916H,LEON-614
CN916I,LEON-614
CN916L,LEON-614
CN917,LEON-613
CN917A,LEON-628
CN917B,
CN917C,LEON-629
CN920A,LEON-017
CN921,LEON-018
CN923,LEON-018
CN924,LEON-019
CN925,LEON-020
CN926,
CN927,LEON-611
CN928,LEON-024
CN929,LEON-024
CN930,LEON-024
CN931,LEON-025
CN932,LEON-025
CN932A,LEON-025
CN933,LEON-025
CN933A,LEON-025
CN934,LEON-027
CN935,LEON-027
CN936,LEON-027
CN937,LEON-027
CN938,LEON-027
CN939,LEON-028
CN946,LEON-029
CN947,LEON-029
CN948,LEON-030
CN949,LEON-031
CN950,LEON-032
CN951,LEON-032
CN952,LEON-032
CN956,LEON-032
CN957,LEON-032
CN957A,LEON-032
CN959,LEON-032
CN960,LEON-035
CN961,LEON-034
CN962,LEON-034
CN963,LEON-034
CN964,LEON-034
CN965,LEON-034
CN966,LEON-034
CN967,LEON-043
CN968,LEON-043
CN969,LEON-043
CN977,LEON-045
CN977A,LEON-045
CN977B,LEON-045
CN978,LEON-414
CN979,LEON-413
CN979A,
CN980,
CN981,LEON-419
CN981A,LEON-419
CN982,
CN983,
CN984,
CN985,LEON-418
CN986,LEON-422
CN986A,LEON-421
CN986B,LEON-421
CN986C,LEON-420
CN986D,LEON-411
CN987,LEON-412
CN988,LEON-412
CN989,LEON-046
CN990,LEON-046
CN991,LEON-046
CN992,LEON-046
CN993,LEON-047
CN994,LEON-049
CN995,LEON-050
CN995A,LEON-050
CN995B,LEON-050
CN996,LEON-051
CN997,LEON-052
CN998,LEON-404
CN998A,LEON-404
CN999,LEON-404
CN1000,LEON-403
CN1000A,LEON-402
CN1001,LEON-401
CN1001A,LEON-400
CN1001B,LEON-428
CN1002,LEON-427
CN1002A,LEON-426
CN1002B,LEON-425
CN1003,LEON-429
CN1003A,LEON-430
CN1003B,LEON-431
CN1004,LEON-431
CN1005,LEON-385
CN1005A,LEON-386
CN1006,LEON-386
CN1007,LEON-386
CN1008,LEON-386
CN1011,LEON-388
CN1011A,LEON-389
CN1012,LEON-390
CN1014,LEON-390
CN1015,LEON-390
CN1016,LEON-390
CN1017,LEON-053
CN1018,LEON-053
CN1018A,LEON-053
CN1019,LEON-054
CN1020,LEON-054
CN1027,LEON-054
CN1029,LEON-056
CN1030,LEON-056
CN1031,LEON-056
CN1032,
CN1033,
CN1034,
CN1035,LEON-060
CN1036A,LEON-060
CN1037,LEON-060
CN1038,LEON-061
CN1039,LEON-062
CN1039A,LEON-062
CN1040,LEON-063
CN1041,LEON-066
CN1042,LEON-067
CN1043,LEON-067
CN1044,LEON-397
CN1044A,LEON-397
CN1044B,LEON-397
CN1045,LEON-398
CN1045A,
CN1045B,LEON-383
CN1045C,LEON-398
CN1046,LEON-381
CN1046A,LEON-382
CN1046B,LEON-382
CN1047,LEON-380
CN1048,LEON-379
CN1049,LEON-378
CN1050,LEON-378
CN1051,LEON-378
CN1052,LEON-377
CN1053,LEON-376
CN1057,LEON-068
CN1058,LEON-062
CN1059,LEON-062
CN1060,LEON-062
CN1061,LEON-070
CN1062,LEON-070
CN1063,LEON-070
CN1064,LEON-071
CN1065,LEON-071
CN1066,LEON-071
CN1067A,LEON-071
CN1067B,LEON-072
CN1068,LEON-072
CN1069,LEON-073
CN1070,LEON-073
CN1071,LEON-074
CN1073,LEON-075
CN1074,LEON-075
CN1074A,LEON-371
CN1074B,LEON-371
CN1074C,LEON-371
CN1074D,LEON-371
CN1074E,LEON-371
CN1075,LEON-370
CN1075A,LEON-370
CN1075B,LEON-370
CN1075C,LEON-370
CN1076,LEON-370
CN1076A,LEON-370
CN1076B,LEON-370
CN1076C,LEON-370
CN1076D,LEON-370
CN1076E,LEON-076
CN1076F,LEON-076
CN1078,LEON-071
CN1079,LEON-071
CN1080,LEON-087
CN1080A,LEON-087
CN1081,LEON-087
CN1082,LEON-086
CN1083,LEON-086
CN1084,LEON-086
CN1085,LEON-077
CN1086,LEON-077
CN1087,LEON-077
CN1088,LEON-077
CN1089,
CN1090,
CN1091,LEON-085
CN1091A,LEON-370
CN1091B,LEON-370
CN1091C,LEON-370
CN1091D,LEON-370
CN1091E,LEON-370
CN1091F,LEON-370
CN1091G,LEON-370
CN1091H,LEON-370
CN1091I,LEON-370
CN1091L,LEON-370
CN1091M,LEON-370
CN1092,LEON-084
CN1093,LEON-084
CN1094,LEON-083
CN1095,LEON-083
CN1096,LEON-082
CN1097,LEON-082
CN1098,LEON-081
CN1099,LEON-081
CN1100,LEON-078
CN1101,LEON-078
CN1102,LEON-078
CN1103,LEON-078
CN1104,LEON-088
CN1104A,LEON-434
CN1104B,
CN1105,LEON-090
CN1105A,LEON-090
CN1106,LEON-161
CN1106A,LEON-161
CN1106B,LEON-366
CN1107,LEON-163
CN1107A,LEON-367
CN1108,LEON-162
CN1108A,LEON-162
CN1109,
CN1110,LEON-093
CN1111,LEON-092
CN1112,LEON-092
CN1113,LEON-092
CN1114,LEON-091
CN1115,LEON-091
CN1115A,LEON-091
CN1116,LEON-091
CN1117,LEON-091
CN1118,LEON-095
CN1118A,LEON-095
CN1119,LEON-095
CN1120,LEON-095
CN1121,LEON-095
CN1122,LEON-095
CN1122A,LEON-095
CN1123,LEON-094
CN1124,LEON-094
CN1125,LEON-094
CN1126,LEON-158
CN1129,LEON-158
CN1130,LEON-158
CN1131,LEON-158
CN1132,LEON-158
CN1133,LEON-170
CN1134,LEON-170
CN1135,LEON-170
CN1135A,LEON-170
CN1136,LEON-167
CN1137,LEON-167
CN1138,LEON-167
CN1139,LEON-167
CN1140,LEON-167
CN1141,LEON-167
CN1142,LEON-168
CN1143,LEON-168
CN1144,LEON-169
CN1145,LEON-169
CN1146,LEON-169
CN1147,LEON-169
CN1148,LEON-169
CN1149,LEON-169
CN1150,LEON-368
CN1152,LEON-368
CN1153,LEON-368
CN1154,LEON-368
CN1155,LEON-367
CN1156,LEON-367
CN1156A,LEON-367
CN1156B,LEON-367
CN1156C,LEON-367
CN1157,LEON-366
CN1158,LEON-366
CN1159,LEON-366
CN1160,LEON-366
CN1161,LEON-366
CN1162,LEON-366
CN1163,LEON-366
CN1164,LEON-366
CN1165,LEON-366
CN1166,LEON-366
CN1167,LEON-366
CN1168,LEON-366
CN1169,LEON-366
CN1170,LEON-366
CN1171,LEON-366
CN1172,LEON-366
CN1173,LEON-366
CN1174,LEON-366
CN1175,LEON-366
CN1176,LEON-366
CN1177,LEON-366
CN1178,LEON-366
CN1179,LEON-366
CN1180,
CN1181,LEON-356
CN1181A,LEON-356
CN1182,LEON-355
CN1183,
CN1184,
CN1185,
CN1185A,LEON-359
CN1186,LEON-359
CN1187,LEON-359
CN1188,LEON-359
CN1188A,
CN1189,LEON-360
CN1190,LEON-351
CN1191,LEON-351
CN1192,LEON-351
CN1192A,LEON-351
CN1193,LEON-351
CN1194,
CN1195,LEON-341
CN1195A,LEON-341
CN1196,LEON-340
CN1196A,LEON-340
CN1197,
CN1198,
CN1198A,
CN1198B,LEON-347
CN1198C,LEON-347
CN1199,
CN1199A,LEON-335
CN1200,LEON-335
CN1206,LEON-335
CN1207,LEON-336
CN1208,LEON-336
CN1209,LEON-336
CN1210,
CN1211,LEON-339
CN1212,LEON-339
CN1213,LEON-338
CN1214,LEON-338
CN1215,LEON-352
CN1216,LEON-352
CN1217,LEON-352
CN1217A,LEON-352
CN1217B,LEON-352
CN1217C,LEON-352
CN1218,LEON-352
CN1219,LEON-353
CN1220,LEON-353
CN1221,LEON-353
CN1222,LEON-354
CN1223,LEON-354
CN1224,LEON-354
CN1225,LEON-333
CN1226,LEON-333
CN1227,LEON-333
CN1227A,LEON-332
CN1228,LEON-331
CN1229,LEON-330
CN1230,LEON-330
CN1231,LEON-330
CN1231A,LEON-330
CN1232,LEON-330
CN1233,LEON-155
CN1234,LEON-155
CN1235,LEON-155
CN1236,LEON-155
CN1236A,LEON-156
CN1237,LEON-156
CN1239,LEON-156
CN1240,LEON-157
CN1241,LEON-157
CN1242,LEON-157
CN1243,LEON-157
CN1244,LEON-099
CN1245,LEON-099
CN1246,LEON-099
CN1247,LEON-099
CN1248,LEON-099
CN1248A,LEON-099
CN1249,LEON-096
CN1250,LEON-097
CN1251,LEON-097
CN1252,LEON-098
CN1253,LEON-098
CN1254,LEON-100
CN1255,LEON-100
CN1256,
CN1257,LEON-101
CN1258,LEON-101
CN1259,LEON-101
CN1260,
CN1261,
CN1262,LEON-172
CN1263,LEON-173
CN1264,LEON-173
CN1265,LEON-101
CN1266,LEON-101
CN1268,LEON-101
CN1269,LEON-102
CN1269A,LEON-102
CN1271,LEON-102
CN1274,LEON-173
CN1275,LEON-173
CN1276,LEON-173
CN1277,LEON-173
CN1278,LEON-173
CN1279,
CN1280,LEON-152
CN1281,LEON-152
CN1282,LEON-151
CN1283,LEON-151
CN1284,LEON-151
CN1285,LEON-151
CN1286,LEON-151
CN1287,
CN1288,LEON-102
CN1289,LEON-102
CN1290,LEON-102
CN1291,LEON-102
CN1292,LEON-103
CN1293,LEON-103
CN1294,LEON-103
CN1295,LEON-103
CN1296,LEON-104
CN1297,LEON-104
CN1298,LEON-106
CN1299,LEON-106
CN1299A,LEON-106
CN1300,LEON-106
CN1301,LEON-106
CN1302,LEON-106
CN1303,LEON-106
CN1304,LEON-106
CN1305,LEON-106
CN1306,LEON-147
CN1307,LEON-146
CN1308,LEON-148
CN1310,LEON-105
CN1310A,LEON-104
CN1310B,LEON-104
CN1310C,LEON-150
CN1310D,LEON-150
CN1310E,LEON-104
CN1310F,LEON-104
CN1311,LEON-174
CN1312,LEON-145
CN1313,LEON-145
CN1314,LEON-145
CN1314A,
CN1315,LEON-143
CN1318,LEON-175
CN1322,LEON-181
CN1322A,
CN1322B,LEON-182
CN1322C,
CN1322D,LEON-180
CN1322E,LEON-180
CN1322F,LEON-180
CN1323,LEON-180
CN1325,LEON-180
CN1326,LEON-176
CN1327,LEON-176
CN1328,LEON-176
CN1329,LEON-176
CN1330,LEON-176
CN1331,LEON-176
CN1332,LEON-177
CN1333,LEON-177
CN1333B,LEON-177
CN1333C,LEON-178
CN1334,LEON-185
CN1334A,
CN1334B,LEON-186
CN1334C,
CN1334D,LEON-187
CN1335,LEON-188
CN1336,LEON-188
CN1337,LEON-188
CN1338,LEON-188
CN1339,LEON-189
CN1340,LEON-191
CN1341,LEON-192
CN1342,LEON-193
CN1343,LEON-194
CN1344,LEON-195
CN1344A,LEON-196
CN1344B,LEON-196
CN1344C,LEON-196
CN1345,LEON-323
CN1345A,LEON-323
CN1345B,LEON-323
CN1345C,LEON-323
CN1345D,LEON-323
CN1345E,LEON-323
CN1346,LEON-295
CN1346A,LEON-295
CN1347,LEON-197
CN1348,LEON-197
CN1350,LEON-199
CN1351,LEON-200
CN1352,LEON-200
CN1353A,LEON-200
CN1353C,LEON-200
CN1354,LEON-205
CN1355,LEON-205
CN1356,LEON-278
CN1357,
CN1357A,
CN1357B,
CN1358,LEON-321
CN1358A,LEON-321
CN1358B,LEON-321
CN1359,
CN1359A,
CN1359B,
CN1360,LEON-320
CN1360A,LEON-320
CN1360B,LEON-320
CN1361,
CN1361A,
CN1361B,LEON-322
CN1361C,LEON-322
CN1367,LEON-278
CN1368,LEON-278
CN1369,LEON-278
CN1370,LEON-279
CN1371,LEON-279
CN1372,LEON-279
CN1373,LEON-280
CN1373A,LEON-280
CN1373B,LEON-280
CN1374,LEON-281
CN1375,LEON-282
CN1376,
CN1376A,LEON-300
CN1376B,LEON-283
CN1376C,
CN1377,
CN1377A,
CN1378,
CN1378A,
CN1378B,
CN1378C,
CN1379A,LEON-318
CN1380,LEON-283
CN1381,LEON-283
CN1382,LEON-283
CN1383,LEON-283
CN1383A,LEON-283
CN1384,
CN1385,LEON-301
CN1386,LEON-301
CN1387,LEON-301
CN1388,LEON-301
CN1389,LEON-301
CN1391A,LEON-302
CN1392,LEON-303
CN1392A,LEON-303
CN1392B,LEON-303
CN1392C,LEON-303
CN1392D,
CN1392E,LEON-305
CN1393,
CN1393A,
CN1393B,LEON-296
CN1394,LEON-296
CN1394A,LEON-295
CN1394C,LEON-295
CN1394D,LEON-295
CN1394E,LEON-295
CN1394F,LEON-295
CN1394H,LEON-295
CN1395,
CN1395A,LEON-314
CN1396,LEON-315
CN1397,LEON-309
CN1397A,LEON-307
CN1397B,LEON-308
CN1397C,
CN1398,
CN1399,LEON-559
CN1400,LEON-559
CN1401,LEON-559
CN1402,LEON-559
CN1403,LEON-559
CN1404,LEON-559
CN1405A,
CN1406,LEON-559
CN1407,LEON-558
CN1408,LEON-558
CN1409,LEON-558
CN1410,LEON-558
CN1411,LEON-557
CN1412,LEON-557
CN1412A,LEON-556
CN1412B,LEON-556
CN1413,LEON-556
CN1413A,LEON-556
CN1414,LEON-563
CN1414A,LEON-563
CN1415,LEON-563
CN1416,LEON-563
CN1417,LEON-598
CN1418,LEON-598
CN1419,LEON-598
CN1420,LEON-598
CN1420A,LEON-598
CN1421,LEON-564
CN1421A,LEON-564
CN1422,LEON-564
CN1423,LEON-564
CN1424,LEON-565
CN1425,LEON-566
CN1425A,LEON-566
CN1426,LEON-566
CN1426B,LEON-566
CN1427,LEON-567
CN1428,LEON-567
CN1429,LEON-568
CN1429A,LEON-568
CN1430,LEON-568
CN1431,
CN1432,
CN1432A,
CN1433,
CN1435,LEON-317
CN1441,LEON-578
CN1441A,LEON-578
CN1442,LEON-578
CN1443,LEON-578
CN1444,LEON-580
CN1444A,
CN1445,LEON-580
CN1445A,LEON-580
CN1445B,LEON-580
CN1446,LEON-581
CN1447,LEON-581
CN1448,LEON-581
CN1449,LEON-576
CN1449A,LEON-576
CN1450,LEON-576
CN1450A,LEON-576
CN1451,
CN1451A,LEON-577
CN1452,LEON-577
CN1453,LEON-578
CN1454,LEON-578
CN1455,LEON-578
CN1455A,LEON-578
CN1456,LEON-578
CN1457,LEON-569
CN1458,
CN1458A,LEON-569
CN1458B,LEON-569
CN1458C,LEON-569
CN1459,
CN1460,LEON-579
CN1461,LEON-579
CN1461A,
CN1461B,LEON-578
CN1461C,LEON-578
CN1461D,LEON-569
CN1461F,LEON-569
CN1462,LEON-595
CN1463,LEON-595
CN1464,LEON-597
CN1464A,LEON-597
CN1464B,LEON-597
CN1465,LEON-597
CN1465A,
CN1465B,LEON-596
CN1466,LEON-596
CN1466A,
CN1467,LEON-595
CN1467A,LEON-595
CN1467B,LEON-595
CN1467C,LEON-595
CN1468,LEON-590
CN1468A,LEON-590
CN1468B,LEON-590
CN1468C,LEON-589
CN1469,LEON-589
CN1469A,LEON-589
CN1469B,LEON-589
CN1469C,LEON-589
CN1470,LEON-588
CN1471,LEON-588
CN1472,LEON-583
CN1473,LEON-582
CN1473A,LEON-582
CN1474,LEON-582
CN1474A,LEON-581
CN1475,LEON-588
CN1476,LEON-588
CN1477,LEON-587
CN1478,LEON-586
CN1478B,LEON-586
CN1479,LEON-585
CN1480,LEON-584
CN1481,
CN1482,LEON-574
CN1483,LEON-575
CN1484,LEON-575
CN1484A,
CN1485,LEON-570
CN1485A,LEON-571
CN1486,
CN1491,LEON-592
CN1492,LEON-593
CN1492A,LEON-594
CN1493,LEON-594
CN1494,LEON-593
CN1495,LEON-592
CN1496,LEON-592
CN1497,LEON-592
CN1498,LEON-602
CN1499,LEON-602
CN1501,LEON-601
CN1502,
CN1502A,LEON-603
CN1502B,LEON-603
CN1503,LEON-604
CN1504,LEON-600
CN1505,LEON-600
CN1505A,LEON-600
CN1506A,LEON-599
CN1506B,LEON-599
CN1506C,LEON-599
CN1506D,LEON-599
CN1506E,LEON-599
CN1506F,LEON-599
CN1506G,LEON-599
CN1506H,LEON-599
CN1506I,LEON-599
CN1506L,LEON-599
CN1506M,LEON-605
CN1506N,LEON-605
CN1506O,LEON-605
CN1506P,LEON-605
CN1509,LEON-107
CN1509A,LEON-107
CN1509B,
CN1510,LEON-107
CN1511,LEON-107
CN1512,LEON-108
CN1513,LEON-108
CN1514,LEON-142
CN1515,LEON-142
CN1516,LEON-142
CN1517,LEON-142
CN1518,LEON-142
CN1519,LEON-141
