Full_sesti,short_alias
SM3,MARC-089
SM3A,MARC-089
SM4,MARC-089
SM5,MARC-089
SM6,MARC-089
SM7,MARC-089
SM8,MARC-089
SM9,MARC-089
SM10,MARC-089
SM11,MARC-089
SM12,MARC-089
SM13,MARC-089
SM13A,MARC-089
SM14,MARC-089
SM15,MARC-089
SM16,MARC-089
SM17,MARC-089
SM18,MARC-089
SM19,MARC-089
SM20,MARC-089
SM21,MARC-089
SM40,MARC-089
SM41,MARC-089
SM42,MARC-091
SM43,MARC-091
SM44,MARC-091
SM45,MARC-091
SM46,MARC-091
SM47,MARC-091
SM48,MARC-091
SM49,MARC-091
SM50,MARC-091
SM50A,MARC-091
SM51,MARC-091
SM52,MARC-091
SM53,MARC-091
SM54,MARC-091
SM55,MARC-091
SM56,MARC-091
SM56A,MARC-091
SM57,MARC-091
SM58,MARC-091
SM59,MARC-091
SM59A,MARC-091
SM60,MARC-091
SM61,MARC-091
SM62,MARC-091
SM62A,MARC-091
SM63,MARC-091
SM64,MARC-091
SM65,MARC-091
SM66,MARC-091
SM67,MARC-091
SM67A,MARC-091
SM68,MARC-091
SM69,MARC-091
SM70,MARC-091
SM71,MARC-091
SM71A,MARC-091
SM71B,MARC-284
SM71C,MARC-284
SM71D,MARC-284
SM71E,MARC-284
SM71F,MARC-284
SM71G,MARC-091
SM72A,MARC-284
SM72B,MARC-284
SM72C,MARC-284
SM75,MARC-284
SM75A,MARC-284
SM76,MARC-284
SM77,MARC-284
SM77A,MARC-284
SM78,MARC-284
SM78A,MARC-284
SM78B,MARC-284
SM78C,MARC-284
SM78D,MARC-284
SM79,MARC-285
SM79A,MARC-284
SM79B,MARC-284
SM80,MARC-285
SM81,MARC-285
SM82,MARC-285
SM82A,MARC-285
SM83,MARC-285
SM84,MARC-285
SM85,MARC-285
SM85A,MARC-285
SM86,
SM86A,
SM87,MARC-285
SM88,MARC-285
SM89,MARC-285
SM90,MARC-285
SM91,MARC-285
SM93,MARC-285
SM101,MARC-285
SM102,MARC-285
SM103,MARC-285
SM104,MARC-285
SM105,MARC-285
SM106,MARC-285
SM107,MARC-285
SM108,MARC-285
SM109,MARC-285
SM109A,MARC-285
SM110,MARC-285
SM111,MARC-285
SM112,MARC-285
SM113,MARC-285
SM114,MARC-285
SM116,MARC-285
SM118,MARC-285
SM119,MARC-285
SM120,MARC-285
SM121,MARC-285
SM122,MARC-285
SM123,MARC-285
SM124,MARC-285
SM125,MARC-285
SM126,MARC-285
SM127,MARC-285
SM128,MARC-285
SM129,MARC-285
SM130,MARC-285
SM131,MARC-285
SM132,MARC-285
SM133,MARC-285
SM134,MARC-285
SM135,MARC-285
SM136,MARC-285
SM137,MARC-285
SM138,MARC-285
SM139,MARC-285
SM140,MARC-285
SM141,MARC-285
SM142,MARC-285
SM143,MARC-285
SM144,MARC-064
SM145,MARC-064
SM146,MARC-065
SM147,MARC-064
SM148,MARC-064
SM149,MARC-064
SM150,MARC-285
SM151,MARC-285
SM151A,MARC-285
SM152,MARC-285
SM152A,MARC-285
SM153,MARC-285
SM153A,MARC-285
SM154,MARC-285
SM154A,MARC-285
SM155,MARC-285
SM156,MARC-285
SM157,MARC-285
SM158,MARC-285
SM159,MARC-285
SM160,MARC-285
SM160A,MARC-285
SM161,MARC-285
SM161A,MARC-285
SM162,MARC-285
SM163,MARC-285
SM164,MARC-285
SM165,MARC-285
SM166,MARC-285
SM167,MARC-285
SM167A,MARC-285
SM168,MARC-285
SM169,MARC-285
SM169A,MARC-285
SM172,MARC-285
SM172A,MARC-285
SM173,MARC-285
SM174,MARC-285
SM175,MARC-285
SM175A,MARC-285
SM176,MARC-285
SM177,MARC-285
SM178,MARC-285
SM180A,MARC-285
SM180B,MARC-285
SM180C,MARC-285
SM181,MARC-285
SM181A,MARC-285
SM182,MARC-285
SM183,MARC-285
