Full_sesti,short_alias
CN2922,GIRO-117
CN2923,GIRO-117
CN2924,GIRO-100
CN2925,GIRO-100
CN2926,GIRO-100
CN2982,GIRO-023
CN2983,GIRO-022
CN2984,GIRO-022
CN2985,GIRO-021
CN2986,GIRO-021
CN2991,
CN2992,GIRO-018
CN2993,GIRO-018
CN2994,GIRO-017
CN2995,GIRO-017
CN2996,GIRO-016
CN2997,GIRO-016
CN2997A,GIRO-016
CN2998,GIRO-015
CN2999,GIRO-015
CN3000,GIRO-014
CN3006,
CN3007,
CN3008,
CN3008A,GIRO-027
CN3009,
CN3009C,GIRO-054
CN3009D,GIRO-043
CN3009E,GIRO-044
CN3009G,GIRO-054
CN3009H,GIRO-005
CN3009I,GIRO-056
CN3010,
CN3011,GIRO-028
CN3012,GIRO-029
CN3013,GIRO-029
CN3013A,GIRO-033
CN3013B,GIRO-034
CN3013C,GIRO-035
CN3013D,GIRO-036
CN3013E,
CN3013H,GIRO-038
CN3013I,GIRO-039
CN3014,GIRO-030
CN3014A,GIRO-030
CN3014B,GIRO-029
CN3015,GIRO-030
CN3015E,GIRO-040
CN3016,GIRO-030
CN3017,GIRO-031
CN3018,GIRO-031
CN3018A,GIRO-032
CN3018B,GIRO-032
CN3018C,GIRO-032
CN3018D,GIRO-032
CN3019,GIRO-041
CN3020,GIRO-042
CN3021,GIRO-057
CN3022,GIRO-060
CN3022A,GIRO-060
CN3022B,GIRO-057
CN3023,GIRO-061
CN3023A,GIRO-061
CN3024,GIRO-061
CN3024A,GIRO-061
CN3025,GIRO-063
CN3025A,GIRO-063
CN3025B,GIRO-063
CN3025C,
CN3026,GIRO-124
CN3026A,GIRO-124
CN3026B,GIRO-124
CN3026C,GIRO-124
CN3027,GIRO-123
CN3027A,GIRO-123
CN3027B,GIRO-123
CN3028,GIRO-125
CN3028A,GIRO-125
CN3028B,GIRO-125
CN3028C,GIRO-122
CN3028D,GIRO-122
CN3028E,GIRO-066
CN3028F,GIRO-065
CN3028G,GIRO-065
CN3029,GIRO-064
CN3030,GIRO-064
CN3031,GIRO-064
CN3032,GIRO-065
CN3033,GIRO-065
CN3034,GIRO-066
CN3036,GIRO-066
CN3037,GIRO-122
CN3037A,GIRO-122
CN3038,GIRO-122
CN3038A,
CN3039,GIRO-067
CN3040,GIRO-067
CN3041,GIRO-068
CN3042,GIRO-068
CN3043,GIRO-069
CN3044,GIRO-069
CN3045,GIRO-069
CN3045A,GIRO-069
CN3045B,GIRO-069
CN3047,GIRO-120
CN3047A,GIRO-122
CN3047B,GIRO-122
CN3048,GIRO-125
CN3048A,GIRO-125
CN3049,
CN3050,GIRO-086
CN3050A,GIRO-086
CN3051,GIRO-085
CN3051A,GIRO-085
CN3052,GIRO-084
CN3053,GIRO-084
CN3053A,GIRO-070
CN3054,GIRO-070
CN3055,GIRO-070
CN3056,GIRO-071
CN3057,GIRO-071
CN3057A,GIRO-071
CN3058,GIRO-071
CN3059,GIRO-082
CN3060,GIRO-082
CN3061,GIRO-082
CN3062,GIRO-087
CN3063,GIRO-087
CN3064,
CN3065,GIRO-088
CN3066,GIRO-088
CN3066A,GIRO-089
CN3067,GIRO-090
CN3068,GIRO-090
CN3068A,GIRO-092
CN3069,GIRO-092
CN3070,GIRO-093
CN3071,GIRO-093
CN3072,GIRO-080
CN3073,GIRO-080
CN3073A,GIRO-080
CN3074,GIRO-080
CN3075,GIRO-080
CN3076,GIRO-080
