Full_sesti,short_alias
CN2927,CHIO-060
CN2927A,CHIO-060
CN2928,
CN2929,
CN2933,
CN2933A,CHIO-050
CN2934,CHIO-049
CN2934A,CHIO-049
CN2935,CHIO-049
CN2936,CHIO-049
CN2937,CHIO-049
CN2938,CHIO-062
CN2939,CHIO-062
CN2940,CHIO-063
CN2940A,
CN2940B,
CN2941,CHIO-041
CN2942,CHIO-041
CN2942A,
CN2943,CHIO-042
CN2944,CHIO-042
CN2945,CHIO-042
CN2946,CHIO-042
CN2946A,
CN2949,CHIO-012
CN2949A,CHIO-013
CN2949B,CHIO-002
CN2949C,CHIO-002
CN2949D,CHIO-003
CN2949E,
CN2949F,
CN2950,CHIO-015
CN2950A,CHIO-015
CN2950B,CHIO-015
CN2950C,CHIO-011
CN2950D,CHIO-014
CN2950E,CHIO-014
CN2951,CHIO-022
CN2951A,CHIO-021
CN2951B,CHIO-016
CN2951C,CHIO-022
CN2951D,CHIO-022
CN2951E,CHIO-023
CN2952,CHIO-017
CN2952A,CHIO-018
CN2952B,CHIO-029
CN2952C,
CN2952D,
CN2953,CHIO-031
CN2953A,CHIO-031
CN2954,CHIO-032
CN2954A,CHIO-033
CN2954B,CHIO-033
CN2954C,CHIO-028
CN2954D,CHIO-019
CN2954E,CHIO-020
CN2954F,
CN2954G,CHIO-034
CN2954H,
CN2954I,
CN2954L,
CN2955,CHIO-039
CN2956,CHIO-040
CN2957,CHIO-040
CN2958,CHIO-039
CN2959,CHIO-039
CN2960,CHIO-038
CN2960A,CHIO-035
CN2961,CHIO-035
CN2961A,CHIO-035
CN2962,CHIO-036
CN2963,CHIO-037
CN2964,CHIO-037
CN2964A,CHIO-067
CN2966,
CN2967,CHIO-064
CN2967A,
CN2968,CHIO-065
CN2969,CHIO-066
CN2970,CHIO-068
CN2970A,CHIO-026
CN2970B,CHIO-027
CN2970C,CHIO-024
CN2971,CHIO-025
CN2971A,CHIO-025
CN2971B,CHIO-069
CN2971C,CHIO-069
CN2971D,CHIO-001
CN2971E,CHIO-001
CN2971F,CHIO-008
CN2971G,CHIO-008
CN2971H,CHIO-008
CN2971I,CHIO-008
CN2971L,CHIO-006
CN2971M,CHIO-005
CN2971N,CHIO-004
CN2971O,CHIO-007
CN2971P,CHIO-009
CN2971Q,CHIO-009
CN2971R,CHIO-009
CN2971S,CHIO-001
