Full_sesti,short_alias
CN5688,GRIS-035
CN5689,GRIS-035
CN5690,GRIS-035
CN5691,GRIS-035
CN5692,GRIS-035
CN5693,GRIS-035
CN5693A,GRIS-035
CN5694,GRIS-035
CN5694A,GRIS-005
CN5695,GRIS-004
CN5695A,GRIS-004
CN5695B,GRIS-004
CN5696,GRIS-004
CN5697,GRIS-032
CN5697A,GRIS-003
CN5698,GRIS-032
CN5699,GRIS-031
CN5700,GRIS-031
CN5701,GRIS-031
CN5702,GRIS-030
CN5703,GRIS-030
CN5704,GRIS-030
CN5704A,GRIS-031
CN5704B,GRIS-031
CN5705,GRIS-030
CN5706,GRIS-029
CN5707,GRIS-029
CN5707A,GRIS-029
CN5708,GRIS-029
CN5709,GRIS-029
CN5710,GRIS-031
CN5711,GRIS-031
CN5711A,GRIS-031
CN5712,GRIS-031
CN5713,GRIS-031
CN5714,GRIS-031
CN5715,GRIS-031
CN5715A,
CN5716,GRIS-006
CN5717,GRIS-034
CN5718,GRIS-034
CN5719,GRIS-034
CN5719A,GRIS-034
CN5720,GRIS-034
CN5721,GRIS-006
CN5722,GRIS-027
CN5723,GRIS-027
CN5724,GRIS-027
CN5725,GRIS-027
CN5726,GRIS-027
CN5727,GRIS-007
CN5728,GRIS-007
CN5730,GRIS-007
CN5731,GRIS-008
CN5732,GRIS-034
CN5733,GRIS-009
CN5733A,GRIS-008
CN5734,GRIS-009
CN5736,GRIS-009
CN5737,GRIS-009
CN5738,GRIS-009
CN5739,GRIS-009
CN5739A,GRIS-009
CN5739B,GRIS-009
CN5740,GRIS-027
CN5740A,GRIS-028
CN5741,GRIS-026
CN5742,GRIS-025
CN5743,GRIS-028
CN5743A,GRIS-028
CN5744,GRIS-028
CN5746A,
CN5747,GRIS-010
CN5748,GRIS-010
CN5749,GRIS-010
CN5750,GRIS-010
CN5751,GRIS-020
CN5751A,GRIS-010
CN5752,GRIS-010
CN5753,GRIS-010
CN5754,GRIS-010
CN5755,GRIS-010
CN5756,GRIS-010
CN5757,GRIS-010
CN5758,GRIS-011
CN5761,GRIS-011
CN5762,GRIS-011
CN5763,GRIS-019
CN5764,GRIS-019
CN5765,GRIS-019
CN5766,GRIS-021
CN5767,GRIS-021
CN5768,GRIS-021
CN5769,GRIS-021
CN5771,GRIS-021
CN5772,GRIS-021
CN5773,GRIS-021
CN5774,GRIS-018
CN5775,GRIS-018
CN5776,GRIS-013
CN5776A,GRIS-012
CN5777,GRIS-012
CN5778,GRIS-012
CN5779,GRIS-012
CN5780,GRIS-016
CN5781,GRIS-016
CN5782,GRIS-016
CN5783,GRIS-016
CN5784,GRIS-016
CN5785,GRIS-016
CN5786,GRIS-016
CN5788,GRIS-043
CN5789,GRIS-043
CN5790,GRIS-043
CN5791,GRIS-043
CN5792,GRIS-043
CN5793,GRIS-042
CN5796,GRIS-041
CN5797,GRIS-041
CN5798,GRIS-041
CN5799,GRIS-041
CN5800,GRIS-041
CN5801,GRIS-040
CN5802,GRIS-039
CN5803,GRIS-039
CN5804,GRIS-039
CN5805,GRIS-040
CN5806,GRIS-041
CN5808,GRIS-042
CN5808A,GRIS-042
CN5809,GRIS-055
CN5810,GRIS-055
CN5811,GRIS-055
CN5812,GRIS-055
CN5813,GRIS-044
CN5814,GRIS-044
CN5815,GRIS-044
CN5816,GRIS-044
CN5817,GRIS-055
CN5818,GRIS-055
CN5819,GRIS-055
CN5820,GRIS-045
CN5821,GRIS-045
CN5822,GRIS-045
CN5823,GRIS-045
CN5824,GRIS-045
CN5825,GRIS-046
CN5826,GRIS-046
CN5826A,GRIS-047
CN5827,GRIS-047
CN5828,GRIS-047
CN5829,GRIS-047
CN5830,GRIS-047
CN5831,GRIS-048
CN5832,GRIS-049
CN5832A,GRIS-054
CN5834,GRIS-057
CN5835,GRIS-057
CN5836,GRIS-057
CN5837,GRIS-057
CN5838,GRIS-057
CN5839,GRIS-057
CN5840,GRIS-056
CN5841,GRIS-054
CN5842,GRIS-053
CN5843,GRIS-053
CN5844,GRIS-052
CN5845,GRIS-050
CN5845A,GRIS-050
CN5846,GRIS-049
CN5847,GRIS-049
CN5848,GRIS-049
CN5849,GRIS-048
CN5849A,GRIS-048
CN5850,GRIS-071
CN5850A,GRIS-073
CN5850B,GRIS-073
CN5850C,GRIS-073
CN5852,GRIS-071
CN5854,GRIS-070
CN5855,GRIS-070
CN5856,GRIS-070
CN5856A,GRIS-070
CN5857A,GRIS-050
CN5858,GRIS-050
CN5859,GRIS-051
CN5862,GRIS-061
CN5863,GRIS-058
CN5864,GRIS-058
CN5864A,GRIS-058
CN5865,GRIS-061
CN5865A,GRIS-061
CN5866,GRIS-051
CN5866A,GRIS-051
CN5867,GRIS-070
CN5867A,GRIS-069
CN5868,GRIS-069
CN5868A,GRIS-069
CN5869,GRIS-069
CN5870,GRIS-069
CN5871,GRIS-069
CN5872,GRIS-069
CN5873,GRIS-069
CN5874,GRIS-069
CN5875,GRIS-067
CN5876,GRIS-067
CN5877,GRIS-067
CN5878,GRIS-067
CN5879,GRIS-066
CN5880,GRIS-066
CN5881,GRIS-066
CN5882,GRIS-062
CN5882A,GRIS-062
CN5883,GRIS-062
CN5884,GRIS-060
CN5885,GRIS-059
CN5885A,GRIS-059
CN5885B,GRIS-060
CN5886,GRIS-059
CN5886A,GRIS-059
CN5887,GRIS-065
CN5888,GRIS-065
CN5889,GRIS-065
CN5890,GRIS-037
CN5891,GRIS-037
CN5892,GRIS-037
CN5894,GRIS-037
CN5895,GRIS-036
CN5896,GRIS-036
CN5897,GRIS-036
