Full_sesti,short_alias
CN2206,FOSC-003
CN2207,FOSC-003
CN2208,FOSC-003
CN2209,FOSC-003
CN2210,FOSC-003
CN2211,FOSC-004
CN2212,FOSC-004
CN2213,FOSC-004
CN2214,FOSC-004
CN2215,FOSC-004
CN2216,FOSC-004
CN2217,FOSC-005
CN2218,FOSC-005
CN2218A,FOSC-005
CN2218B,FOSC-005
CN2219,FOSC-005
CN2219A,FOSC-005
CN2220,FOSC-006
CN2220A,FOSC-006
CN2221,FOSC-006
CN2221A,FOSC-006
CN2222,FOSC-006
CN2223,FOSC-006
CN2223A,FOSC-006
CN2224,FOSC-006
CN2225,FOSC-006
CN2226,FOSC-006
CN2227,FOSC-006
CN2228,FOSC-007
CN2229,FOSC-007
CN2231,FOSC-006
CN2232,FOSC-006
CN2233,FOSC-031
CN2233A,FOSC-031
CN2234,FOSC-031
CN2234A,FOSC-031
CN2235,
CN2236,FOSC-030
CN2237,FOSC-030
CN2238,FOSC-030
CN2239,FOSC-030
CN2240,FOSC-030
CN2242,FOSC-030
CN2243,FOSC-030
CN2244,FOSC-030
CN2245,FOSC-009
CN2246,FOSC-010
CN2247,FOSC-010
CN2248,FOSC-010
CN2249,FOSC-019
CN2249A,FOSC-019
CN2249B,FOSC-019
CN2250,FOSC-019
CN2251,FOSC-017
CN2252,FOSC-017
CN2253,FOSC-016
CN2254,FOSC-016
CN2255,FOSC-015
CN2256,FOSC-015
CN2257,FOSC-012
CN2258,FOSC-015
CN2259,FOSC-010
CN2260,FOSC-010
CN2262,FOSC-021
CN2263,FOSC-026
CN2263A,FOSC-026
CN2264,FOSC-026
CN2265,FOSC-026
CN2266,FOSC-021
CN2267,FOSC-021
CN2267A,FOSC-021
CN2268,FOSC-013
CN2269,FOSC-022
CN2270,FOSC-022
CN2271,FOSC-026
CN2271A,FOSC-026
CN2272,FOSC-026
CN2273,FOSC-026
CN2274,FOSC-026
CN2275,FOSC-026
CN2276,FOSC-026
CN2277,
CN2278,FOSC-023
CN2279,FOSC-024
CN2280,FOSC-025
CN2282,FOSC-025
CN2283,FOSC-025
CN2284,FOSC-025
CN2285,FOSC-024
CN2286,FOSC-027
CN2287,FOSC-027
CN2287A,FOSC-027
CN2288,FOSC-027
CN2288A,FOSC-027
CN2289,FOSC-027
CN2289A,FOSC-027
CN2290,
CN2290B,FOSC-028
CN2291,
CN2292A,
CN2292B,
CN2292D,FOSC-029
CN2292E,
CN2314,FOSC-035
CN2315,FOSC-035
CN2316,FOSC-035
CN2316A,FOSC-034
CN2317,FOSC-033
CN2320,FOSC-037
CN2322,FOSC-001
CN2324,FOSC-001
CN2325,FOSC-002
CN2326,FOSC-002
CN2327,FOSC-002
CN2328,FOSC-002
