Full_sesti,short_alias
CN3027C,SENS-014
CN3027D,SENS-014
CN3027E,SENS-010
CN3027F,SENS-009
CN3027G,SENS-009
CN3027I,SENS-009
CN3027M,
CN3027N,SENS-005
CN3027O,SENS-005
CN3027P,SENS-005
CN3027Q,
CN3027R,
CN3138,
CN3138A,SENS-016
CN3139,SENS-016
CN3139A,SENS-017
CN3140,SENS-017
CN3141,SENS-017
CN3142,SENS-018
CN3143,SENS-018
CN3143A,
CN3143E,
CN3143M,SENS-099
CN3143N,SENS-099
CN3143O,SENS-100
CN3143P,SENS-102
CN3143Q,SENS-102
CN3143R,
CN3143S,SENS-100
CN3143T,
CN3143Z,
CN3210A,SENS-069
CN3211A,SENS-067
CN3212,SENS-067
CN3212A,SENS-067
CN3212B,SENS-066
CN3213,SENS-066
CN3214,SENS-066
CN3215,SENS-066
CN3215A,SENS-066
CN3216,SENS-021
CN3217,SENS-021
CN3217A,SENS-021
CN3218,SENS-023
CN3218A,
CN3219,
CN3220,
CN3221,
CN3222,
CN3223,
CN3224,SENS-024
CN3225,SENS-024
CN3226,SENS-024
CN3226A,SENS-024
CN3227,SENS-060
CN3228,SENS-025
CN3229,SENS-025
CN3231,SENS-025
CN3232,SENS-027
CN3232A,SENS-060
CN3232B,
CN3232C,SENS-060
CN3233,SENS-027
CN3235,SENS-028
CN3235A,SENS-028
CN3236,SENS-028
CN3237,SENS-028
CN3238,SENS-029
CN3239,SENS-031
CN3240,SENS-031
CN3240A,SENS-031
CN3241,SENS-032
CN3241A,
CN3242,SENS-036
CN3242A,SENS-031
CN3243,SENS-037
CN3244,SENS-034
CN3244A,SENS-033
CN3244B,SENS-033
CN3245,SENS-033
CN3245A,SENS-033
CN3246,SENS-038
CN3247,SENS-038
CN3248,SENS-038
CN3253,SENS-038
CN3254,SENS-039
CN3255,SENS-039
CN3256,SENS-039
CN3257,SENS-040
CN3258,SENS-041
CN3259,SENS-041
CN3259A,SENS-042
CN3259B,SENS-042
CN3260,SENS-041
CN3261,SENS-044
CN3262,SENS-043
CN3263,SENS-045
CN3263A,SENS-046
CN3263B,SENS-046
CN3264,SENS-047
CN3265,SENS-048
CN3266,
CN3267,SENS-077
CN3268,SENS-079
CN3268A,SENS-078
CN3269,SENS-079
CN3270,
CN3271,
CN3272,SENS-082
CN3272A,SENS-082
CN3273,SENS-082
CN3274,SENS-083
CN3275,SENS-083
CN3275A,SENS-083
CN3275B,SENS-083
CN3276,SENS-084
CN3277,SENS-084
CN3277A,SENS-084
CN3277B,SENS-094
CN3278,SENS-094
CN3278A,SENS-094
CN3278B,SENS-094
CN3279,SENS-094
CN3280,SENS-094
CN3281,SENS-095
CN3282,SENS-095
CN3283,SENS-093
CN3283A,SENS-097
CN3283B,SENS-097
CN3283D,SENS-093
CN3284,SENS-093
CN3285,SENS-093
CN3286,SENS-093
CN3286A,SENS-093
CN3287,SENS-093
CN3288,
CN3289,
CN3290,SENS-086
CN3291,SENS-087
CN3292,SENS-087
CN3293,SENS-089
CN3294,SENS-090
