Full_sesti,short_alias
SM2865,DUCA-032
SM2866,DUCA-032
SM2866A,DUCA-032
SM2867,DUCA-031
SM2868,DUCA-031
SM2869,
SM2870,
SM2871,
SM2872,DUCA-011
SM2873,DUCA-011
SM2874,DUCA-010
SM2876,DUCA-009
SM2877,DUCA-009
SM2877A,DUCA-010
SM2878,DUCA-010
SM2879,DUCA-010
SM2880,DUCA-011
SM2881,DUCA-012
SM2882,
SM2883,DUCA-028
SM2884,DUCA-028
SM2887,DUCA-027
SM2888,DUCA-026
SM2889,DUCA-015
SM2890,DUCA-015
SM2891,DUCA-016
SM2892,DUCA-017
SM2893,DUCA-025
SM2894,DUCA-025
SM2895,DUCA-025
SM2896,DUCA-024
SM2897,DUCA-024
SM2898,DUCA-044
SM2898A,DUCA-044
SM2899,DUCA-042
SM2900A,DUCA-040
SM2901,DUCA-040
SM2902,DUCA-041
SM2903,DUCA-045
SM2903A,DUCA-024
SM2904,DUCA-019
SM2905,DUCA-021
SM2906,DUCA-021
SM2906A,DUCA-021
SM2907,DUCA-021
SM2908,DUCA-021
SM2909,
SM2910,
SM2911,
SM2912,
SM2913,
SM2914,
SM2914A,DUCA-023
SM2915,DUCA-046
SM2915A,DUCA-046
SM2916,DUCA-046
SM2917,DUCA-039
SM2917A,DUCA-039
SM2918,DUCA-039
SM2919,DUCA-039
SM2919A,DUCA-039
SM2920,DUCA-038
SM2922,DUCA-037
SM2922A,DUCA-037
SM2923,DUCA-036
SM2924,DUCA-036
SM2925,DUCA-002
SM2926,DUCA-002
SM2927,DUCA-002
SM2928,DUCA-001
SM2929,DUCA-003
SM2930,DUCA-004
SM2931,DUCA-004
SM2932,
SM2933,
SM2934,
SM2935A,DUCA-008
SM2936,DUCA-008
SM2937,DUCA-007
SM2938,DUCA-006
SM2939,DUCA-005
SM2940,DUCA-035
SM2941,DUCA-035
SM2942,DUCA-034
SM2942A,DUCA-034
SM2943,DUCA-033
