short_alias,TP_CLS_ED,Qu_Gronda,Superficie,list_of_addresses,floors_est
ANA-110,B,0.0,27.92,none,1
ANA-109,A,12.67,28.72,none,5
ANA-103,C,0.0,64.88,none,1
ANA-097,B,9.68,60.49,none,4
ANA-126, ,10.0,73.64,none,4
ANA-121,B,0.0,74.08,none,1
ANA-140,pt,8.03,88.75,none,3
ANA-139,pt,0.0,37.19,none,1
ANA-143,A,0.0,39.19,none,1
ANA-026,B,5.1,25.44,none,2
ANA-379,SU,9.3,1422.68,none,4
ANA-308,pt,17.36,402.04,none,6
